NewSiteID,OldSiteID,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_slope,cluster,x_y,x,y,fire,canopy_cover,veg_height,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_nbr,postdisturbance_nbr,disturbance_nbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,hli
EA-3-2,EA_7_2,-342.6,-1.460055202,0.595697739,14.57142857,2,-118.514234193_44.482997617,-118.5142342,44.48299762,easy,45,110,235,315,347,437,376,383,381,373,390,389,0,0,0,0,0,0,0,54,0,50,3,93,175,216,362.6,20,0,-142.4751591,216,NA,NA,119
EA-4-2,EA_19_2,-367.3,-1.523027056,0.611332008,18.00549451,2,-118.496657193_44.494047617,-118.4966572,44.49404762,easy,55,110,295,415,360,445,375,391,442,423,428,450,0,0,0,0,0,0,0,19,29,43,134,126,156,246,402.4,35.1,0,-170.7110836,246,NA,13,128
EA-5-2,EA_20_2,-286.8,-1.441750263,0.793339863,16.9010989,2,-118.502237193_44.492097617,-118.5022372,44.49209762,easy,35,110,203,334,312,360,316,305,377,245,325,286,0,0,0,0,0,0,0,0,0,10,87,98,189,243,306.3,19.5,0,-113.8160847,243,NA,12,150
EA-6-2,EA_22_2,-424.2,-2.903270869,0.768756423,29.34065934,2,-118.491635193_44.496322617,-118.4916352,44.49632262,easy,55,110,318,504,552,516,494,414,526,525,538,478,485,0,0,0,0,0,32,19,68,107,167,230,285,374,486.5,62.3,242.5,-330.2898206,374,NA,13,143
EA-7-2,EA_24_2,-358.4,-2.301503428,0.676009893,28.21428571,2,-118.486613193_44.490147617,-118.4866132,44.49014762,easy,55,110,377,505,477,432,465,504,471,508,495,618,452,0,0,0,130,44,162,103,157,225,223,224,327,328,485.2,126.8,226,-259.1108823,328,NA,12,114
EA-8-2,EA_27_2,-306.7,-1.92984365,0.660477454,20.0989011,2,-118.515629193_44.495672617,-118.5156292,44.49567262,easy,55,110,274,395,346,460,445,329,417,355,349,400,211,0,0,0,0,20,78,124,139,124,57,161,216,249,377,70.3,105.5,-162.275213,249,NA,13,167
EA-1-3,EA_8_3,100.4,1.797268827,2.496612466,72.40659341,3,-118.491635193_44.484947617,-118.4916352,44.48494762,easy,55,110,180,282,325,365,275,258,338,309,311,309,0,0,0,0,220,211,389,516,531,683,669,737,693,722,295.2,395.6,0,153.9924663,737,6,4,208
EA-2-3,EA_11_3,-101.8,0.354936355,1.157773069,44.97252747,3,-118.517861193_44.474872617,-118.5178612,44.47487262,easy,65,110,375,501,494,558,561,540,533,546,562,521,431,0,110,261,267,389,410,533,574,601,466,562,572,581,519.1,417.3,215.5,37.41955665,601,7,5,191
EA-3-3,EA_12_3,-51.3,-0.178475631,1.569563034,62.33516484,3,-118.514513193_44.499572617,-118.5145132,44.49957262,easy,55,110,278,373,346,403,382,437,439,431,434,459,340,0,0,0,136,236,389,464,490,576,575,603,617,625,398.2,346.9,170,-18.41450273,625,6,6,230
EA-4-3,EA_14_3,54.7,0.664496514,1.955939268,56.85714286,3,-118.494146193_44.490472617,-118.4941462,44.49047262,easy,55,110,245,346,365,327,255,354,347,375,369,376,281,0,0,45,267,166,381,554,561,644,657,631,518,518,335.9,390.6,140.5,58.06991371,657,6,4,201
