NewSiteID,OldSiteID,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_slope,cluster,x_y,x,y,fire,canopy_cover,veg_height,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_nbr,postdisturbance_nbr,disturbance_nbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,hli
EG-B12-2,EG_44_2,-297.3110871,0.018680858,0.251030977,25.05034881,2,-119.324712316_43.816856036,-119.3247123,43.81685604,egley,35,110,206.8230286,211.1000977,214.8733063,258.4415588,143.3998108,182.3343811,179.7082214,186.6938171,230.9197693,256.2520447,-375.5036316,-384.4104004,-165.7178955,-95.26937866,-141.190918,-63.14903259,-156.6586609,-88.99176788,-162.5414581,-46.9671936,28.93738174,-11.01591206,51.97711945,48.39105988,207.0546036,-90.25648355,-379.957016,2.28061922,51.97711945,NA,NA,194
EG-B1-3,EG_5_3,-115.6144562,1.541151657,1.262974497,39.79742237,3,-119.580536316_43.857932036,-119.5805363,43.85793204,egley,45,110,309.5238037,275.6052246,210.6824951,198.7925873,236.089035,183.9270935,217.3535767,178.673172,199.832428,227.7894745,-334.3621521,-292.7063293,-126.0285873,-29.08953476,11.73881149,47.36129761,120.9976425,161.3312225,212.4386292,222.8395081,211.6030579,248.9322815,201.3093262,282.6876526,223.826889,108.2124329,-313.5342407,163.1639513,282.6876526,8,7,160
EG-B2-3,EG_6_3,-210.2227842,1.224914329,0.92837868,48.17404477,3,-119.606552316_43.828266036,-119.6065523,43.82826604,egley,45,110,381.9075012,418.6908264,430.6220093,397.1452637,360.9368591,345.8248596,412.5214539,401.8226929,441.3361206,462.1848755,-383.003479,-376.5491028,-165.0399323,-15.28812218,87.37151337,194.2996216,289.1771851,257.2830505,291.4250793,315.6466675,319.6183777,376.2711792,316.9845581,265.0565491,405.2992462,195.076462,-379.7762909,219.8194528,376.2711792,11,6,187
EG-B3-3,EG_7_3,-129.8477793,1.784296992,1.029077539,0.174348014,3,-119.352354316_43.616040036,-119.3523543,43.61604004,egley,25,110,169.5845337,244.7710571,219.5381012,186.4682007,125.824173,169.9208374,95.54482269,225.4797516,326.1974792,351.3957214,-406.9634705,-124.7119064,87.90383148,135.1878967,217.6215668,145.6162567,95.63409424,42.77516937,-45.7910614,23.46193886,60.34939194,53.4878006,75.45671082,88.34103394,211.4724678,81.62468853,-265.8376884,134.4099901,217.6215668,4,3,182
EG-B4-3,EG_18_3,-96.96306458,2.139164725,1.120606938,26.83865038,3,-119.310891316_43.836416036,-119.3108913,43.83641604,egley,35,110,288.5205688,279.9732056,288.9771729,295.3472595,267.2357178,289.509552,280.8912964,284.2176514,318.885437,382.5744019,-290.0513916,-225.6074066,-114.4051666,180.07164,243.5424347,284.8959961,277.0949707,176.4038544,164.0057983,242.0537872,333.5074463,219.3308563,263.5825806,235.4821472,297.6132263,200.6501617,-257.8293991,255.1355582,333.5074463,4,3,161
EG-B5-3,EG_32_3,-190.2507614,1.191605206,0.929352037,37.67425977,3,-119.400863316_43.718078036,-119.4008633,43.71807804,egley,45,111,356.3492126,357.7235718,353.0864258,345.7862854,334.5656128,358.9519653,335.8458862,346.5597229,373.2922058,374.9465637,-315.7149658,-325.3804932,-168.9972076,109.5166168,74.27735138,101.4290695,192.8429413,178.7727966,328.7218018,286.9814148,249.3407593,281.7142944,178.3912201,241.087616,353.7107452,163.4599838,-320.5477295,177.3741682,328.7218018,8,8,182
EG-B6-3,EG_41_3,-16.19670181,4.119630619,1.519505691,-7.80303582,3,-119.334468316_43.623864036,-119.3344683,43.62386404,egley,25,110,330.2052917,323.6514587,235.0877228,210.5586243,224.0638428,316.6357422,223.6102448,405.4370117,411.6607666,436.073761,-409.9838867,-29.54808807,352.4020996,424.7214355,473.6275635,415.0549011,319.7815552,188.4580688,88.16928864,185.9468689,297.5666809,209.2889862,177.2151947,226.3723755,311.6984467,295.5017448,-219.7659874,293.2556683,473.6275635,2,2,152
EA-B1-1,EA_1_1,-266.1,-1.192978462,1.298159509,47.58241758,1,-118.492472193_44.487872617,-118.4924722,44.48787262,easy,35,110,284,433,383,386,384,364,479,459,445,458,0,0,0,0,0,0,55,149,230,278,333,369,456,529,407.5,141.4,0,-144.0233546,529,10,9,135
EA-B2-1,EA_7_1,-255.2,-1.96191396,1.243339254,50.37362637,1,-118.480754193_44.488197617,-118.4807542,44.48819762,easy,45,110,366,443,405,424,456,514,421,492,491,492,406,0,0,0,57,67,144,251,290,377,321,445,494,560,450.4,195.2,203,-208.645722,560,9,8,105
EA-B3-1,EA_9_1,-385.9,-2.032889641,1.082188973,43.32417582,1,-118.477964193_44.485922617,-118.4779642,44.48592262,easy,45,110,345,495,515,515,462,458,497,524,504,564,207,0,0,0,0,0,52,85,132,208,231,312,456,528,487.9,102,103.5,-251.3028659,528,12,11,130
EA-B4-1,EA_28_1,-372.5,-2.793715531,1.132037668,47.86813187,1,-118.514234193_44.494697617,-118.5142342,44.49469762,easy,55,110,397,457,579,490,532,515,484,485,509,543,449,0,0,0,0,0,92,129,167,250,240,388,495,565,499.1,126.6,224.5,-299.7079871,565,12,11,202
EA-B5-1,EA_29_1,-166.2,-0.976274519,1.208670096,64.1978022,1,-118.526510193_44.473247617,-118.5265102,44.47324762,easy,55,110,441,406,538,607,595,558,608,570,522,599,511,0,22,49,190,183,344,455,578,655,648,658,580,651,544.4,378.2,255.5,-120.4753182,658,7,6,201
EA-B1-2,EA_10_2,-347,-2.065110516,0.275255392,6.115384615,2,-118.497773193_44.478447617,-118.4977732,44.47844762,easy,45,110,322,335,299,403,314,335,399,353,382,382,146,0,0,0,0,0,0,0,0,0,0,54,63,97,352.4,5.4,73,-188.9002242,97,NA,NA,202
EA-B2-2,EA_15_2,-269.8,-1.803819746,0.70170534,20.35164835,2,-118.515629193_44.495022617,-118.5156292,44.49502262,easy,55,110,259,347,363,387,410,360,385,366,313,387,250,0,0,0,8,61,108,124,145,211,83,139,216,251,357.7,87.9,125,-146.2498935,251,NA,12,171
EA-B3-2,EA_16_2,-272.9,-2.517003741,0.328827183,5.302197802,2,-118.514792193_44.485922617,-118.5147922,44.48592262,easy,45,110,164,169,285,302,239,346,322,305,301,304,234,0,0,0,0,0,0,0,0,1,0,7,79,90,273.7,0.8,117,-182.7128315,90,NA,NA,165
EA-B4-2,EA_23_2,-343.6,-2.228459397,0.67699115,24.15934066,2,-118.491914193_44.497622617,-118.4919142,44.49762262,easy,55,110,329,420,466,478,412,443,493,460,487,532,468,0,0,0,120,74,104,141,140,204,89,212,302,306,452,108.4,234,-238.2403603,306,NA,12,138
EA-B1-3,EA_3_3,0,-1.356186285,2.237740534,73.26373626,3,-118.496657193_44.497622617,-118.4966572,44.49762262,easy,45,110,125,224,268,376,315,347,405,379,382,401,370,0,0,0,125,0,217,424,522,637,589,708,641,721,322.2,322.2,185,-118.1309401,721,7,6,180
EA-B2-3,EA_5_3,-203.3,0.202016545,1.111301958,61.85714286,3,-118.486892193_44.500547617,-118.4868922,44.50054762,easy,45,110,421,553,609,595,530,631,581,588,652,662,0,0,0,23,256,200,335,562,597,647,527,642,597,638,582.2,378.9,0,32.73380743,647,7,7,102
EA-B3-3,EA_10_3,-89.7,0.365834875,1.336747759,47.58791209,3,-118.484939193_44.501522617,-118.4849392,44.50152262,easy,65,111,224,316,372,433,399,367,454,423,472,445,0,0,0,65,232,111,249,435,435,510,449,522,436,503,390.5,300.8,0,42.27025271,522,7,6,161
EA-B4-3,EA_20_3,-136,0.287363693,1.158213475,42.59340659,3,-118.486334193_44.496972617,-118.4863342,44.49697262,easy,55,110,311,392,447,372,330,460,391,389,438,433,0,0,0,55,173,118,251,397,349,438,363,459,416,458,396.3,260.3,0,31.07613875,459,7,6,66
EA-B5-3,EA_29_3,-11.8,0.620067221,1.4659271,52.08791209,3,-118.485218193_44.493072617,-118.4852182,44.49307262,easy,45,110,249,388,346,407,363,402,405,398,426,402,345,0,0,77,248,285,410,492,518,547,544,547,550,555,378.6,366.8,172.5,57.66212813,555,6,4,104
FL-B1-1,FL_11_1,-174.2,-0.853882186,0.814901048,11.67032967,1,-119.156203059_44.193922613,-119.1562031,44.19392261,flagtail,45,110,210,229,275,307,220,235,319,274,212,296,0,0,0,0,0,26,78,112,109,210,178,122,89,43,257.7,83.5,0,-61.07381709,210,9,9,181
FL-B2-1,FL_12_1,-186.4,-0.369912084,1.180467091,49.14285714,1,-119.200865059_44.150890613,-119.2008651,44.15089061,flagtail,65,110,374,406,506,506,421,460,472,519,492,554,39,0,0,121,121,77,252,326,452,556,439,502,458,503,471,284.6,19.5,-46.29325052,556,8,7,183
FL-B3-1,FL_16_1,-226.1,0.134477992,0.697560976,22.41208791,1,-119.182507059_44.190988613,-119.1825071,44.19098861,flagtail,55,110,329,388,378,439,414,401,524,410,413,404,0,0,0,21,133,155,231,231,279,286,244,259,240,214,410,183.9,0,15.80778606,286,NA,8,111
FL-B4-1,FL_18_1,-280.5,-0.610789947,0.894181083,33.07692308,1,-119.210181059_44.155454613,-119.2101811,44.15545461,flagtail,55,110,357,418,438,480,421,459,464,471,456,487,0,0,0,94,97,79,143,166,194,303,295,275,363,398,445.1,164.6,0,-72.59613856,398,12,9,153
FL-B5-1,FL_19_1,-257.9,-0.559239577,0.838459786,27.34065934,1,-119.209907059_44.155780613,-119.2099071,44.15578061,flagtail,55,110,356,367,467,427,453,432,453,461,469,504,80,0,51,100,102,158,212,216,190,231,275,275,336,368,438.9,181,40,-61.11731002,368,13,10,168
FL-B6-1,FL_25_1,-345.9,-0.537249823,0.676968359,27.85714286,1,-119.153737059_44.185446613,-119.1537371,44.18544661,flagtail,55,110,449,523,531,615,504,530,588,560,562,574,0,0,0,0,154,57,250,177,307,368,367,297,220,244,543.6,197.7,0,-80.37106666,368,NA,9,163
FL-B7-1,FL_30_1,-178.1,-0.584788957,1.003942978,29.45604396,1,-119.185247059_44.198160613,-119.1852471,44.19816061,flagtail,55,110,232,338,318,373,318,337,382,330,284,385,0,0,0,0,0,65,124,253,205,253,285,331,209,280,329.7,151.6,0,-51.50420324,331,10,7,173
FL-B1-2,FL_3_2,-228.9,-1.602709932,0.407843137,8.423076923,2,-119.200591059_44.190010613,-119.2005911,44.19001061,flagtail,55,110,153,201,292,286,252,258,295,252,242,319,0,0,0,0,0,0,0,10,17,97,33,104,51,92,255,26.1,0,-110.410749,104,NA,NA,160
FL-B2-2,FL_5_2,-379.5,-1.512762063,0.202119793,6.39010989,2,-119.209085059_44.161648613,-119.2090851,44.16164861,flagtail,55,111,335,443,466,462,409,433,405,334,354,416,0,0,0,0,0,0,19,10,55,44,82,52,33,70,405.7,26.2,0,-140.98091,82,NA,NA,155
FL-B3-2,FL_7_2,-318.1,-2.318024635,0.441495125,13.78021978,2,-119.216209059_44.169798613,-119.2162091,44.16979861,flagtail,55,110,260,334,385,465,309,386,420,411,367,355,340,0,0,0,7,3,56,106,21,140,100,78,140,163,369.2,51.1,170,-209.0485067,163,NA,NA,164
FL-B4-2,FL_24_2,-305.1,-2.274948556,0.546021841,20.61538462,2,-119.157025059_44.182186613,-119.1570251,44.18218661,flagtail,45,110,410,481,364,394,335,382,408,387,327,358,315,0,0,0,0,0,45,128,141,183,117,181,191,210,384.6,79.5,157.5,-193.4064084,210,NA,NA,151
FL-B5-2,FL_26_2,-439.5,-1.329735837,0.109190173,2.346153846,2,-119.198399059_44.162952613,-119.1983991,44.16295261,flagtail,55,110,409,421,448,482,484,495,489,386,392,390,0,0,0,0,0,0,0,0,0,0,0,1,27,48,439.6,0.1,0,-143.0290096,48,NA,NA,173
FL-B6-2,FL_28_2,-36.6,-1.608264358,0,0,2,-119.201961059_44.172406613,-119.2019611,44.17240661,flagtail,35,110,42,19,10,98,20,32,43,31,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,0,0,-13.74577168,0,NA,NA,148
FL-B1-3,FL_9_3,-120.5,0.394504728,1.263895602,47.63186813,3,-119.223607059_44.163278613,-119.2236071,44.16327861,flagtail,45,110,415,380,391,443,356,451,405,428,419,450,0,0,0,71,105,153,373,368,389,484,467,523,399,517,413.8,293.3,0,43.27111655,523,6,6,81
FL-B2-3,FL_14_3,-93.8,0.798840743,1.281934307,45.83516484,3,-119.185795059_44.184468613,-119.1857951,44.18446861,flagtail,55,110,324,417,433,602,405,432,442,420,408,501,0,0,0,242,122,239,353,389,491,556,562,492,462,490,438.4,344.6,0,81.45099297,562,6,6,190
FL-B3-3,FL_15_3,-70.7,-0.692096852,1.669520548,6.06043956,3,-119.156203059_44.191314613,-119.1562031,44.19131461,flagtail,55,110,90,80,127,190,88,134,167,103,63,126,0,0,0,0,0,0,26,54,88,195,65,33,6,49,116.8,46.1,0,-20.6726034,195,9,8,170
