"","delta_nbr","relative_regrowth","pct_recovery","postfire_fitted_slope","cluster","x_y","x","y","fire","canopy_cover","veg_height","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","predisturbance_nbr","postdisturbance_nbr","disturbance_nbr","absolute_regrowth","max.postfire.nbr","time_to_0.8recovery","time_to_0.6recovery","hli","SiteID"
"151",-349.4,-2.44825173755401,0.815807718973885,28.9120879120879,1,"-118.488566193_44.488522617",-118.488566193,44.488522617,"easy",35,110,327,419,426,446,387,450,459,497,447,469,383,0,0,0,47,0,22,70,131,198,165,200,297,353,432.7,83.3,191.5,-263.913630365109,353,13,12,108,"EA_16_1"
"152",-229.8,-0.611016522506507,1.13613910294408,60.0439560439561,1,"-118.488008193_44.500222617",-118.488008193,44.500222617,"easy",55,110,335,466,512,514,540,513,521,532,543,585,0,0,0,0,75,39,216,358,507,556,440,572,554,575,506.1,276.3,0,-84.6142871331389,575,8,7,149,"EA_17_1"
"153",-204.8,-1.81753465249451,1.4583992407466,40.2857142857143,1,"-118.494425193_44.487872617",-118.494425193,44.487872617,"easy",35,110,199,365,345,313,328,277,387,325,334,288,188,0,0,0,0,0,77,72,164,211,274,315,395,461,316.1,111.3,94,-146.818092417283,461,10,9,135,"EA_18_1"
"154",-245.9,-2.53674849922488,1.14481118049361,35.2362637362637,1,"-118.497494193_44.487222617",-118.497494193,44.487222617,"easy",45,110,228,295,370,274,346,323,392,374,366,395,272,0,0,0,0,0,0,71,123,174,232,304,344,385,336.3,90.4,136,-221.826711627689,385,11,10,144,"EA_19_1"
"155",-295.7,-0.709216687527338,1.14549402823018,63.8406593406594,1,"-118.487450193_44.503472617",-118.487450193,44.503472617,"easy",55,110,400,507,535,585,565,588,591,593,568,594,0,0,0,0,42,58,183,333,421,481,486,565,629,633,552.6,256.9,0,-108.454929177562,633,9,7,131,"EA_20_1"
"156",-344.2,-2.55282289107265,0.911928651059086,36.0494505494506,1,"-118.489682193_44.488522617",-118.489682193,44.488522617,"easy",35,110,345,442,440,417,431,446,515,464,487,498,402,0,0,0,0,0,37,119,176,215,231,265,357,409,448.5,104.3,201,-281.842226308214,409,13,12,106,"EA_21_1"
"157",-298.1,-0.786571868012905,1.24567474048443,60.6318681318681,1,"-118.476848193_44.501847617",-118.476848193,44.501847617,"easy",55,110,412,515,532,578,437,545,578,518,506,581,0,0,0,0,7,60,182,287,329,441,406,509,601,648,520.2,222.1,0,-111.590489705133,648,9,8,106,"EA_22_1"
"158",-254.5,-2.68116916516893,1.42214221422142,37.2857142857143,1,"-118.521209193_44.493397617",-118.521209193,44.493397617,"easy",45,110,235,272,308,358,281,322,428,361,413,355,353,0,0,0,0,0,0,83,93,167,200,245,387,474,333.3,78.8,176.5,-238.991851211731,474,12,10,136,"EA_23_1"
"159",-273.8,-2.49862971835747,1.29312169312169,56.0494505494506,1,"-118.487450193_44.493072617",-118.487450193,44.493072617,"easy",45,110,278,428,469,484,445,498,515,550,519,539,487,0,0,0,0,0,94,235,323,421,397,517,441,611,472.5,198.7,243.5,-295.68796015186,611,9,8,99,"EA_24_1"
"160",-227.6,-0.26914685659329,1.11046959199384,56.5054945054945,1,"-118.488008193_44.499897617",-118.488008193,44.499897617,"easy",55,110,344,457,498,544,532,536,576,536,566,607,0,0,0,0,130,85,259,456,515,485,439,551,527,577,519.6,292,0,-39.5694399679679,577,7,7,126,"EA_25_1"
"161",-352.9,-2.32699774428743,0.921375921375921,38.7637362637363,1,"-118.487729193_44.488847617",-118.487729193,44.488847617,"easy",45,110,345,479,507,468,438,513,515,536,539,544,454,0,0,0,80,0,73,174,207,221,296,304,383,450,488.4,135.5,227,-281.853217426878,450,13,10,120,"EA_26_1"
"162",-362.1,-1.53262616906694,0.857077205882353,31.2197802197802,1,"-118.491914193_44.495997617",-118.491914193,44.495997617,"easy",45,110,281,415,505,466,449,431,465,427,427,486,0,0,0,0,0,0,6,40,99,130,198,258,293,373,435.2,73.1,0,-173.857877028421,373,13,12,129,"EA_27_1"
"163",-365.6,-2.43654127569736,0.872903616892302,38.478021978022,1,"-118.488008193_44.488847617",-118.488008193,44.488847617,"easy",45,110,363,407,522,524,438,498,547,544,546,560,485,0,0,0,60,0,89,158,190,223,278,295,406,432,494.9,129.3,242.5,-299.760622713111,432,12,12,116,"EA_28_1"
"164",-158.4,-0.425304824467008,0.94752549117135,33.3901098901099,1,"-118.493309193_44.501847617",-118.493309193,44.501847617,"easy",55,110,267,374,430,416,394,426,447,443,409,415,317,0,0,57,106,209,286,352,339,381,340,367,312,363,402.1,243.7,158.5,-42.6426878709013,381,7,6,169,"EA_29_1"
"165",-299.3,-2.51261931127397,1.12183020948181,30.8516483516484,1,"-118.521488193_44.494047617",-118.521488193,44.494047617,"easy",45,110,235,293,334,362,373,392,442,389,390,418,304,0,0,0,0,0,0,69,102,108,139,217,314,407,362.8,63.5,152,-235.018424624027,407,12,12,141,"EA_30_1"
"166",-172.3,0.179925263102238,1.25970827808297,64.7032967032967,2,"-118.487450193_44.501197617",-118.487450193,44.501197617,"easy",65,110,310,507,539,560,491,562,566,577,562,605,0,0,0,3,133,231,360,494,578,532,568,657,609,665,527.9,355.6,0,27.5056963650667,665,7,6,130,"EA_1_2"
"167",1.60000000000002,0.063516984561524,1.89249442655437,72.4285714285714,2,"-118.512560193_44.499247617",-118.512560193,44.499247617,"easy",55,110,233,395,334,448,428,392,424,486,441,456,393,0,0,0,139,289,434,567,628,654,622,720,669,764,403.7,405.3,196.5,6.57710985870159,764,6,5,213,"EA_2_2"
"168",-119.7,0.4827726706404,1.10715557137771,38.8406593406593,2,"-118.479359193_44.500872617",-118.479359193,44.500872617,"easy",55,111,373,548,599,650,550,554,603,559,576,606,551,0,67,212,378,409,555,622,535,603,500,540,498,478,561.8,442.1,275.5,56.4469818662076,622,6,4,193,"EA_3_2"
"169",98.7,1.75831808794926,2.22945736434109,64.1483516483516,2,"-118.494704193_44.490472617",-118.494704193,44.490472617,"easy",55,110,253,326,325,346,282,306,336,379,319,353,0,0,0,72,276,159,368,609,624,719,672,713,599,592,322.5,421.2,0,162.068067979775,719,4,4,203,"EA_4_2"
"170",-119.8,0.457612857917425,1.28763222131814,57.478021978022,2,"-118.487450193_44.499572617",-118.487450193,44.499572617,"easy",55,111,320,438,505,513,452,506,538,530,563,551,0,0,0,0,233,190,380,520,625,619,518,633,563,526,491.6,371.8,0,66.7721017769445,633,7,6,128,"EA_5_2"
"171",80,0.744357473976453,2.05947136563877,49.6263736263736,2,"-118.493030193_44.490472617",-118.493030193,44.490472617,"easy",65,111,77,241,244,257,228,304,347,312,347,367,293,0,0,118,281,156,349,516,460,547,536,561,542,482,272.4,352.4,146.5,56.7802743466905,561,4,4,194,"EA_6_2"
"172",-78.4,0.0318990850796199,1.93316831683168,75.6098901098901,2,"-118.477964193_44.483647617",-118.477964193,44.483647617,"easy",45,110,329,422,373,467,345,397,424,417,441,425,0,0,0,10,62,140,242,432,469,638,559,704,717,781,404,325.6,0,3.58523167852533,781,7,7,135,"EA_7_2"
"173",-18.9,0.737709869901342,1.69753086419753,62.7032967032967,2,"-118.493867193_44.489822617",-118.493867193,44.489822617,"easy",55,110,288,402,402,364,364,426,390,407,413,432,0,0,0,10,195,94,377,566,549,622,626,660,573,571,388.8,369.9,0,80.1377141134299,660,6,6,189,"EA_8_2"
"174",-79.2,-1.0094853138741,1.87113402061856,76.7967032967033,2,"-118.478522193_44.482347617",-118.478522193,44.482347617,"easy",55,110,272,363,355,409,404,353,436,451,421,416,188,0,0,0,22,74,176,363,458,590,682,723,687,726,388,308.8,94,-106.320300569597,726,7,7,126,"EA_9_2"
"175",-102.7,0.873454682511335,1.17045454545455,40.9175824175824,2,"-118.486334193_44.498597617",-118.486334193,44.498597617,"easy",55,110,282,383,468,429,361,467,481,544,472,513,0,0,0,20,277,241,429,503,498,515,441,449,418,422,440,337.3,0,120.975668593956,515,6,4,100,"EA_10_2"
"176",0,-1.35618628471011,2.23774053382992,73.2637362637363,2,"-118.496657193_44.497622617",-118.496657193,44.497622617,"easy",45,110,125,224,268,376,315,347,405,379,382,401,370,0,0,0,125,0,217,424,522,637,589,708,641,721,322.2,322.2,185,-118.130940061726,721,7,6,180,"EA_11_2"
"177",-3.80000000000001,-0.307099228337252,1.79829890643985,73.2582417582418,2,"-118.488287193_44.494697617",-118.488287193,44.494697617,"easy",55,110,224,365,411,403,458,396,435,465,471,487,415,0,0,0,192,134,437,618,641,698,617,740,700,711,411.5,407.7,207.5,-31.552859976298,740,6,6,131,"EA_12_2"
"178",-87,-0.279908615787864,1.38272147724775,63.1758241758242,2,"-118.515071193_44.499897617",-118.515071193,44.499897617,"easy",55,111,304,413,413,474,448,478,508,495,526,490,413,0,0,0,121,280,429,532,515,595,597,610,628,629,454.9,367.9,206.5,-33.0656662623755,629,6,5,223,"EA_13_2"
"179",-45.7,-0.376362422042292,1.96018376722818,80.3516483516484,2,"-118.496657193_44.488847617",-118.496657193,44.488847617,"easy",55,110,318,355,383,355,381,387,417,444,413,465,0,0,0,0,48,0,256,461,521,690,717,768,722,715,391.8,346.1,0,-42.4140888618325,768,7,6,193,"EA_14_2"
"180",-13.4,0.081125503421521,1.56392694063927,44.5274725274725,2,"-118.493588193_44.497947617",-118.493588193,44.497947617,"easy",55,110,140,288,362,355,345,382,374,438,397,423,429,0,0,183,344,182,289,484,405,548,405,530,537,500,350.4,337,214.5,6.93331489402266,548,4,4,164,"EA_15_2"
"181",-63.9,-0.67146947174303,1.49728260869565,52.3131868131868,2,"-118.496099193_44.501197617",-118.496099193,44.501197617,"easy",55,110,191,302,403,403,373,337,370,410,434,457,395,0,0,0,109,216,362,421,453,467,462,551,479,545,368,304.1,197.5,-60.4623414531924,551,6,6,153,"EA_16_2"
"182",-75.1,0.765768466118282,1.24525573829749,42.8076923076923,2,"-118.479917193_44.499897617",-118.479917193,44.499897617,"easy",55,110,422,515,559,607,514,554,587,581,545,649,551,0,0,231,408,457,595,689,566,667,598,571,506,490,553.3,478.2,275.5,95.2672154069018,689,5,4,186,"EA_17_2"
"183",-87.4,0.830695372876568,1.37896825396825,59.8186813186813,2,"-118.486892193_44.499572617",-118.486892193,44.499572617,"easy",55,110,375,471,537,498,468,513,540,539,539,560,0,0,0,30,262,227,439,647,651,695,541,674,574,576,504,416.6,0,120.286443777788,695,6,6,116,"EA_18_2"
"184",-102.7,0.873454682511335,1.17045454545455,40.9175824175824,2,"-118.486334193_44.498597617",-118.486334193,44.498597617,"easy",55,110,282,383,468,429,361,467,481,544,472,513,0,0,0,20,277,241,429,503,498,515,441,449,418,422,440,337.3,0,120.975668593956,515,6,4,100,"EA_19_2"
"185",-102.7,0.873454682511335,1.17045454545455,40.9175824175824,2,"-118.486055193_44.498597617",-118.486055193,44.498597617,"easy",55,111,282,383,468,429,361,467,481,544,472,513,0,0,0,20,277,241,429,503,498,515,441,449,418,422,440,337.3,0,120.975668593956,515,6,4,112,"EA_20_2"
"186",-61.6,-0.21716910860927,1.88146279949559,78.3681318681319,2,"-118.497215193_44.488522617",-118.497215193,44.488522617,"easy",55,110,284,416,416,381,390,387,400,422,413,456,0,0,0,0,91,34,272,390,517,667,632,746,741,740,396.5,334.9,0,-23.6070337408969,746,7,6,192,"EA_21_2"
"187",-56.5,0.32058817058674,1.71001150747986,68.1373626373626,2,"-118.494425193_44.489822617",-118.494425193,44.489822617,"easy",55,110,290,416,409,397,414,462,455,482,506,514,0,0,0,37,225,88,339,525,564,681,578,743,651,642,434.5,378,0,41.0472084005734,743,7,6,194,"EA_22_2"
"188",-53.4,0.323480549815672,1.43996247654784,58.7637362637363,2,"-118.515629193_44.500222617",-118.515629193,44.500222617,"easy",55,110,295,405,405,455,409,438,456,459,467,475,308,0,0,0,173,333,420,521,538,614,575,556,591,605,426.4,373,154,36.015879292577,614,6,5,232,"EA_23_2"
"189",-106.3,-1.80218329897821,2.11155378486056,42.5934065934066,2,"-118.508096193_44.486247617",-118.508096193,44.486247617,"easy",55,110,144,190,235,284,190,230,261,270,244,211,160,0,0,0,0,0,35,131,180,236,263,351,416,477,225.9,119.6,80,-109.330242577321,477,9,8,169,"EA_24_2"
"190",-71.6,0.805960976993647,1.32377049180328,38.5549450549451,2,"-118.480196193_44.499247617",-118.480196193,44.499247617,"easy",55,110,346,448,459,578,465,496,482,513,526,567,490,0,0,134,365,425,562,646,474,597,478,483,464,451,488,416.4,245,90.0032292340551,646,5,4,194,"EA_25_2"
"191",-79.2,-1.0094853138741,1.87113402061856,76.7967032967033,2,"-118.478522193_44.482347617",-118.478522193,44.482347617,"easy",55,110,272,363,355,409,404,353,436,451,421,416,188,0,0,0,22,74,176,363,458,590,682,723,687,726,388,308.8,94,-106.320300569597,726,7,7,126,"EA_26_2"
"192",19.7,0.309947492001278,2.28233830845771,73.6648351648352,2,"-118.480754193_44.480072617",-118.480754193,44.480072617,"easy",45,110,215,294,325,379,255,345,337,355,328,383,127,0,0,0,27,212,378,438,397,643,624,694,711,734,321.6,341.3,63.5,27.1244056782133,734,6,5,196,"EA_27_2"
"193",74.7,1.02597378802792,2.09448818897638,62.4175824175824,2,"-118.494146193_44.491122617",-118.494146193,44.491122617,"easy",55,110,243,337,355,325,303,312,353,298,307,342,241,0,0,19,231,129,372,619,593,660,634,665,568,574,317.5,392.2,120.5,76.9571553959067,665,6,4,199,"EA_28_2"
"194",-186.4,-0.669224643383719,1.63174070969545,51.1098901098901,2,"-118.490240193_44.487222617",-118.490240193,44.487222617,"easy",45,110,233,364,368,354,363,345,433,386,360,373,0,0,0,34,75,24,92,179,223,307,312,469,530,584,357.9,171.5,0,-68.1569190693438,584,9,8,148,"EA_29_2"
"195",-39.6,-0.8006560842963,2.80089485458613,57.6263736263736,2,"-118.500563193_44.488847617",-118.500563193,44.488847617,"easy",45,110,193,262,197,179,217,202,235,254,264,232,0,0,0,0,0,0,79,194,303,374,371,518,515,626,223.5,183.9,0,-52.2981069310036,626,7,7,167,"EA_30_2"
"196",-281.6,-2.55176406151473,0.651289009497965,12.0714285714286,3,"-118.515629193_44.493397617",-118.515629193,44.493397617,"easy",45,110,202,243,321,257,321,308,358,300,314,324,236,0,0,0,0,0,0,9,9,51,3,60,137,192,294.8,13.2,118,-188.983968159246,192,NA,13,138,"EA_1_3"
"197",-325.3,-2.82519608953566,0.720182180472531,18.5989010989011,3,"-118.515629193_44.482672617",-118.515629193,44.482672617,"easy",55,110,243,292,347,390,346,364,383,402,344,402,312,0,0,0,0,0,0,1,0,51,77,131,202,253,351.3,26,156,-241.847158569895,253,NA,13,165,"EA_2_3"
"198",-299.8,-1.5374956056072,0.349719564500165,6.20879120879121,3,"-118.513397193_44.482997617",-118.513397193,44.482997617,"easy",45,110,160,258,310,332,347,306,332,318,334,334,0,0,0,0,0,0,0,0,0,0,3,30,73,106,303.1,3.3,0,-128.283595751209,106,NA,NA,162,"EA_3_3"
"199",-336.9,-2.35656402706166,0.66047471620227,19.3846153846154,3,"-118.517861193_44.497297617",-118.517861193,44.497297617,"easy",55,110,228,321,417,427,405,392,428,414,423,421,278,0,0,0,0,0,20,78,83,104,92,130,185,256,387.6,50.7,139,-227.395018416489,256,NA,13,111,"EA_4_3"
"200",-351.5,-1.63888412594338,0.566784746822255,19.1428571428571,3,"-118.494146193_44.495672617",-118.494146193,44.495672617,"easy",55,110,356,476,479,456,469,516,528,469,519,531,395,0,0,41,176,60,122,214,159,207,127,178,224,272,479.9,128.4,197.5,-188.788447451477,272,NA,NA,130,"EA_5_3"
"201",-343.6,-2.22845939720042,0.676991150442478,24.1593406593407,3,"-118.491914193_44.497622617",-118.491914193,44.497622617,"easy",55,110,329,420,466,478,412,443,493,460,487,532,468,0,0,0,120,74,104,141,140,204,89,212,302,306,452,108.4,234,-238.240360332168,306,NA,12,138,"EA_6_3"
"202",-288.3,-2.49482134140733,0.410203378145467,7.25824175824176,3,"-118.513676193_44.483322617",-118.513676193,44.483322617,"easy",45,110,165,199,319,348,299,289,345,345,321,271,262,0,0,0,0,0,0,0,0,0,0,18,107,119,290.1,1.8,131,-187.783078126588,119,NA,NA,162,"EA_7_3"
"203",-322.8,-1.44974104440518,0.287480680061824,4.20879120879121,3,"-118.513955193_44.483972617",-118.513955193,44.483972617,"easy",45,109,192,299,332,329,329,331,345,400,307,371,0,0,0,0,0,0,0,0,0,0,0,7,36,93,323.5,0.7,0,-135.047402623631,93,NA,NA,159,"EA_8_3"
"204",-471.8,-2.74360047363481,0.55738379267791,16.4945054945055,3,"-118.514792193_44.494697617",-118.514792193,44.494697617,"easy",55,110,316,400,457,561,536,516,536,525,484,531,412,0,0,0,0,0,0,18,0,26,21,79,189,271,486.2,14.4,206,-315.545209998932,271,NA,NA,197,"EA_9_3"
"205",-346.4,-3.00616641284276,0.430845225027442,10.6978021978022,3,"-118.516745193_44.495347617",-118.516745193,44.495347617,"easy",45,110,215,301,368,398,359,400,388,379,409,427,362,0,0,0,0,0,0,44,33,37,6,60,128,157,364.4,18,181,-259.729696790083,157,NA,NA,113,"EA_10_3"
"206",-341.8,-2.56859805218825,0.71875,18.7582417582418,3,"-118.495262193_44.494047617",-118.495262193,44.494047617,"easy",55,110,244,430,405,466,372,332,394,385,387,425,279,0,0,0,19,0,28,47,45,90,74,119,184,276,384,42.2,139.5,-223.955540249711,276,NA,13,119,"EA_11_3"
"207",-383,-1.65099773141399,0.641121495327103,24.3186813186813,3,"-118.484660193_44.492422617",-118.484660193,44.492422617,"easy",55,110,370,487,504,543,493,574,586,612,594,587,500,0,0,61,154,126,178,181,187,244,127,262,280,343,535,152,250,-224.54899976163,343,NA,13,117,"EA_12_3"
"208",-344.8,-2.25489778699712,0.648148148148148,20.7307692307692,3,"-118.493867193_44.495022617",-118.493867193,44.495022617,"easy",55,110,303,465,391,503,461,437,461,435,398,466,395,0,0,0,116,0,76,155,110,147,124,144,233,280,432,87.2,197.5,-213.949550426904,280,NA,13,117,"EA_13_3"
"209",-428.8,-2.14515800689762,0.593072078376487,27.1813186813187,3,"-118.484381193_44.492747617",-118.484381193,44.492747617,"easy",55,110,441,544,589,567,472,578,589,662,601,673,565,0,0,38,122,68,160,171,179,234,189,267,289,339,571.6,142.8,282.5,-302.391488815498,339,NA,NA,129,"EA_14_3"
"210",-232.5,-1.22183452333886,0.592592592592593,14.3626373626374,3,"-118.497215193_44.479422617",-118.497215193,44.479422617,"easy",45,110,249,346,336,366,226,320,375,391,330,301,152,0,0,0,39,29,75,120,144,155,161,192,161,59,324,91.5,76,-112.145289464699,192,NA,NA,183,"EA_15_3"
"211",-357.1,-2.89736911270181,0.412314458493678,10.1208791208791,3,"-118.517024193_44.497297617",-118.517024193,44.497297617,"easy",45,110,193,301,357,397,383,356,417,389,414,431,334,0,0,0,0,0,0,0,1,18,12,36,145,150,363.8,6.7,167,-261.513655890268,150,NA,NA,117,"EA_16_3"
"212",-366.2,-2.34371897922615,0.542877732404516,15.0824175824176,3,"-118.517303193_44.496322617",-118.517303193,44.496322617,"easy",45,110,301,372,357,403,458,406,453,466,428,519,293,0,0,41,41,13,21,53,79,74,85,94,173,226,416.3,50.1,146.5,-242.145340268744,226,NA,NA,97,"EA_17_3"
"213",-420.2,-2.34600088233273,0.559679037111334,20.8406593406593,3,"-118.491077193_44.496972617",-118.491077193,44.496972617,"easy",55,110,343,449,559,490,478,598,523,520,505,520,466,0,0,0,92,20,72,83,83,152,124,157,224,279,498.5,78.3,233,-275.541497999494,279,NA,NA,138,"EA_18_3"
"214",-414.7,-2.47834034976029,0.542784163473819,17.6703296703297,3,"-118.490798193_44.497622617",-118.490798193,44.497622617,"easy",55,110,302,451,505,503,413,436,528,505,535,520,427,0,0,0,33,20,44,76,67,103,31,177,159,255,469.8,55.1,213.5,-292.587736293219,255,NA,NA,137,"EA_19_3"
"215",-357.1,-1.4676839977765,0.70778564206269,19.7857142857143,3,"-118.494983193_44.494047617",-118.494983193,44.494047617,"easy",55,110,282,377,388,503,430,360,413,394,416,393,0,0,0,0,0,0,0,47,38,98,76,126,191,280,395.6,38.5,0,-149.273260464668,280,NA,13,139,"EA_20_3"
"216",-317.4,-2.13334047232094,0.672645739910314,15,3,"-118.515071193_44.483322617",-118.515071193,44.483322617,"easy",55,110,172,280,321,462,389,381,403,444,361,355,272,0,0,46,18,0,38,46,42,48,36,120,168,240,356.8,39.4,136,-193.116894588986,240,NA,13,102,"EA_21_3"
"217",-347,-2.0651105155177,0.275255391600454,6.11538461538462,3,"-118.498052193_44.478447617",-118.498052193,44.478447617,"easy",55,110,322,335,299,403,314,335,399,353,382,382,146,0,0,0,0,0,0,0,0,0,0,54,63,97,352.4,5.4,73,-188.900224229774,97,NA,NA,195,"EA_22_3"
"218",-362,-1.27313825772797,0.791906070447165,21.1373626373626,3,"-118.515350193_44.483322617",-118.515350193,44.483322617,"easy",55,110,286,296,410,450,418,406,441,484,406,406,0,0,0,10,8,0,29,15,42,78,44,157,216,317,400.3,38.3,0,-146.543785944753,317,NA,13,138,"EA_23_3"
"219",-359,-1.74079449726759,0.69281045751634,22,3,"-118.486055193_44.491122617",-118.486055193,44.491122617,"easy",55,110,383,379,503,456,447,469,515,488,505,445,392,0,0,0,121,46,109,160,130,165,91,178,243,318,459,100,196,-199.928990819586,318,NA,13,121,"EA_24_3"
"220",-335.9,-2.48289586779929,0.838158257513096,19.5989010989011,3,"-118.515350193_44.483647617",-118.515350193,44.483647617,"easy",45,110,264,274,333,371,374,370,443,410,394,394,314,0,0,0,0,0,20,28,15,45,27,133,209,304,362.7,26.8,157,-235.423663112403,304,13,13,109,"EA_25_3"
"221",-321.4,-1.57903705294119,0.640865584685809,23.1593406593407,3,"-118.478522193_44.488847617",-118.478522193,44.488847617,"easy",45,111,328,507,450,471,445,517,500,531,520,537,474,0,0,75,159,154,187,170,206,244,138,259,299,308,480.6,159.2,237,-182.811720639933,308,NA,12,85,"EA_26_3"
"222",-348.3,-2.5426681752332,0.62565445026178,17.3846153846154,3,"-118.517303193_44.496972617",-118.517303193,44.496972617,"easy",45,110,221,346,385,395,395,410,420,406,415,427,289,0,0,0,0,0,10,25,48,45,79,130,169,239,382,33.7,144.5,-241.664695589543,239,NA,13,107,"EA_27_3"
"223",-278.5,-2.04177728252149,0.722032847846297,18.3076923076923,3,"-118.515071193_44.492747617",-118.515071193,44.492747617,"easy",45,110,222,333,296,358,318,322,395,293,311,379,153,0,0,0,0,0,33,49,63,114,61,122,201,233,322.7,44.2,76.5,-162.868300918574,233,NA,12,148,"EA_28_3"
"224",-372.9,-2.76737089917807,0.59257437914925,19.2857142857143,3,"-118.514234193_44.492097617",-118.514234193,44.492097617,"easy",55,110,330,421,442,435,465,331,469,380,394,400,330,0,0,0,0,0,0,9,52,94,68,115,232,241,406.7,33.8,165,-246.710830497048,241,NA,NA,181,"EA_29_3"
"225",-292.6,-1.72334043046499,0.661487758945386,23.0714285714286,3,"-118.515629193_44.495997617",-118.515629193,44.495997617,"easy",45,110,314,347,436,443,480,414,477,401,464,472,356,0,0,33,66,106,180,146,205,195,184,207,252,281,424.8,132.2,178,-168.89349737874,281,NA,13,193,"EA_30_3"
"226",-292.9,-0.78737369736886,0.768003646308113,29.7857142857143,1,"-119.165793059_44.190662613",-119.165793059,44.190662613,"flagtail",55,110,380,375,462,561,421,383,514,413,395,484,0,0,0,0,3,83,178,129,207,337,259,263,254,299,438.8,145.9,0,-89.41807501363,337,NA,9,162,"FL_1_1"
"227",-211.6,-0.744351560050094,0.801989431147031,21.0824175824176,1,"-119.181137059_44.200116613",-119.181137059,44.200116613,"flagtail",35,110,267,317,327,376,325,326,328,311,324,316,0,0,0,0,0,67,85,171,127,258,174,219,157,205,321.7,110.1,0,-61.3168812138204,258,9,9,193,"FL_2_1"
"228",-257,-0.705566149359524,1.1979969183359,60.5989010989011,1,"-119.194289059_44.145348613",-119.194289059,44.145348613,"flagtail",55,110,424,487,495,616,503,488,610,513,562,494,106,0,0,37,23,105,193,331,421,495,457,560,579,622,519.2,262.2,53,-97.2542417391018,622,8,7,148,"FL_3_1"
"229",-398.2,-2.60463437774958,0.887337986041874,46.1758241758242,1,"-119.207167059_44.145348613",-119.207167059,44.145348613,"flagtail",55,111,571,521,616,592,565,624,617,635,648,629,599,111,0,6,53,70,188,240,295,362,370,452,488,534,601.8,203.6,355,-338.729035372289,534,12,9,201,"FL_4_1"
"230",-357.2,-1.72905004862974,0.887857695282289,53.1538461538462,1,"-119.206893059_44.144370613",-119.206893059,44.144370613,"flagtail",55,110,580,631,652,638,614,671,646,641,676,716,613,0,0,35,81,241,255,339,422,496,500,524,468,574,646.5,289.3,306.5,-251.897472941461,574,11,8,164,"FL_5_1"
"231",-432.5,-1.03876917423337,0.792512246326102,35.978021978022,1,"-119.202235059_44.192618613",-119.202235059,44.192618613,"flagtail",55,110,391,459,579,610,612,581,583,633,614,654,0,0,0,35,83,76,87,160,157,171,284,338,351,453,571.6,139.1,0,-163.790131156745,453,NA,12,149,"FL_6_1"
"232",-166.6,-1.76463637794603,1.22691834222405,38.5934065934066,1,"-119.209359059_44.146652613",-119.209359059,44.146652613,"flagtail",55,111,474,434,492,472,442,458,516,485,533,568,467,133,132,229,200,242,292,300,373,502,428,510,497,598,487.4,320.8,300,-145.171754635097,598,9,7,184,"FL_7_1"
"233",-210.3,-0.0252112737423348,0.788717680856621,24.5164835164835,1,"-119.186343059_44.186424613",-119.186343059,44.186424613,"flagtail",55,110,304,363,391,431,386,373,447,366,351,417,0,0,0,84,92,85,211,273,231,302,189,259,271,277,382.9,172.6,0,-2.48032496297412,302,NA,7,200,"FL_8_1"
"234",-304.7,-0.810673369491774,1.02697674418605,52.510989010989,1,"-119.200043059_44.155128613",-119.200043059,44.155128613,"flagtail",55,110,410,472,536,566,526,581,588,595,540,561,0,0,0,143,33,29,148,220,356,415,510,474,502,552,537.5,232.8,0,-117.892288945518,552,10,8,148,"FL_9_1"
"235",-168.3,-0.270704988442499,0.93705497009399,28.7527472527473,1,"-119.190453059_44.200442613",-119.190453059,44.200442613,"flagtail",45,110,283,365,347,369,311,313,345,354,378,446,0,0,0,74,72,149,192,218,215,256,329,323,263,319,351.1,182.8,0,-25.0617560820405,329,10,7,168,"FL_10_1"
"236",-165.3,-2.21342244145534,1.4826968973747,46.1538461538462,1,"-119.211277059_44.147630613",-119.211277059,44.147630613,"flagtail",45,110,272,310,347,346,333,334,358,319,368,365,324,0,0,0,0,31,144,214,223,352,358,377,423,497,335.2,169.9,162,-167.535037579278,497,9,7,162,"FL_11_1"
"237",-180.2,-0.6623523774037,1.19315141787052,39.5659340659341,1,"-119.156751059_44.189684613",-119.156751059,44.189684613,"flagtail",55,110,281,365,383,424,397,353,394,384,370,387,0,0,0,0,0,0,181,261,355,446,318,375,309,356,373.8,193.6,0,-64.6458797768703,446,8,7,137,"FL_12_1"
"238",-124.8,-0.350433977642309,1.14818449460255,29.445054945055,1,"-119.169629059_44.196204613",-119.169629059,44.196204613,"flagtail",55,110,263,259,305,364,230,270,346,319,336,365,0,0,0,0,70,0,233,250,274,341,351,290,217,258,305.7,180.9,0,-30.9045183459319,351,7,6,138,"FL_13_1"
"239",-180.3,0.74483637649587,0.842709529276693,28.0879120879121,1,"-119.178397059_44.190336613",-119.178397059,44.190336613,"flagtail",55,110,394,406,357,515,402,465,460,459,419,478,0,0,0,121,189,257,366,321,287,330,314,367,304,361,435.5,255.2,0,86.4327659899337,367,6,6,164,"FL_14_1"
"240",-194.9,-0.855042642430875,0.787143325680551,20.0604395604396,1,"-119.169081059_44.199790613",-119.169081059,44.199790613,"flagtail",45,110,296,280,318,306,241,291,367,279,325,346,0,0,0,0,0,6,145,160,133,240,216,200,143,172,304.9,110,0,-72.831883010405,240,NA,9,113,"FL_15_1"
