Plot,Subplot,Spec,St,Ht,Browse,Plot Size,Seed Tree,Comments,,,,
H12,,ABGR,L,28,,300,PIPO 154,,,,,
H12,,ABGR,L,25,,300,PIPO 154,,,,,
H12,,ABGR,L,16,,300,PIPO 154,,,,,
H12,,ABGR,L,23,,300,PIPO 154,,,,,
H12,,ABGR,L,24,,300,PIPO 154,,,,,
H12,,ABGR,L,15,,300,PIPO 154,,,,,
H12,,PIPO,L,56,,300,PIPO 154,,,,,
H18,,ABGR,L,22,,360,,,,,,
H18,,ABGR,L,15,,360,,,,,,
H18,,ABGR,L,27,,360,,,,,,
H18,,ABGR,L,28,,360,,,,,,
H18,,ABGR,L,25,,360,,,,,,
H18,,ABGR,L,19,,360,,,,,,
H18,,ABGR,L,38,,360,,,,,,
H18,,ABGR,L,35,,360,,,,,,
H18,,ABGR,L,29,,360,,,,,,
H18,,ABGR,L,45,,360,,,,,,
H18,,ABGR,L,27,,360,,,,,,
H18,,ABGR,L,38,,360,,,,,,
H18,,ABGR,L,42,,360,,,,,,
H18,,ABGR,L,21,,360,,,,,,
H18,,ABGR,L,37,,360,,,,,,
H18,,ABGR,L,19,,360,,,,,,
H18,,ABGR,L,32,,360,,,,,,
H18,,ABGR,L,31,,360,,,,,,
H18,,ABGR,L,35,,360,,,,,,
H18,,ABGR,L,22,,360,,,,,,
H18,,ABGR,L,14,,360,,,,,,
H18,,ABGR,L,28,,360,,,,,,
H18,,ABGR,L,30,,360,,,,,,
H18,,ABGR,L,28,,360,,,,,,
H18,,ABGR,L,13,,360,,,,,,
H18,,ABGR,L,14,,360,,,,,,
H18,,ABGR,L,24,,360,,,,,,
H18,,ABGR,L,42,,360,,,,,,
H18,,PIPO,L,28,,360,,,,,,
H18,,PIPO,L,6,,360,,,,,,
H18,,PIPO,L,59,,360,,,,,,
H18,,PIPO,L,24,,360,,,,,,
H18,,PIPO,L,26,,360,,,,,,
H18,,PIPO,L,39,,360,,,,,,
H18,,PIPO,L,47,,360,,,,,,
H18,,PSME,L,17,,360,,,,,,
H18,,PSME,L,21,,360,,,,,,
H18,,PSME,L,25,,360,,,,,,
M29,,ABGR,L,17,,600,PSME 14,,,,,
M29,,ABGR,L,22,,600,PSME 14,,,,,
M29,,ABGR,L,32,,600,PSME 14,,,,,
M29,,ABGR,L,23,,600,PSME 14,,,,,
M29,,ABGR,L,28,,600,PSME 14,,,,,
M29,,ABGR,L,42,,600,PSME 14,,,,,
M29,,ABGR,L,62,,600,PSME 14,,,,,
M29,,ABGR,L,36,,600,PSME 14,,,,,
M29,,ABGR,L,17,,600,PSME 14,,,,,
M29,,ABGR,L,23,,600,PSME 14,,,,,
M29,,ABGR,L,53,,600,PSME 14,,,,,
M29,,ABGR,L,37,,600,PSME 14,,,,,
M29,,ABGR,L,20,,600,PSME 14,,,,,
M29,,ABGR,L,28,,600,PSME 14,,,,,
M29,,ABGR,L,44,,600,PSME 14,,,,,
M29,,ABGR,L,38,,600,PSME 14,,,,,
M29,,ABGR,L,19,,600,PSME 14,,,,,
M29,,ABGR,L,20,,600,PSME 14,,,,,
M29,,ABGR,L,16,,600,PSME 14,,,,,
M29,,ABGR,L,37,,600,PSME 14,,,,,
M29,,ABGR,L,28,,600,PSME 14,,,,,
M29,,ABGR,L,50,,600,PSME 14,,,,,
M29,,ABGR,L,32,,600,PSME 14,,,,,
M29,,ABGR,L,25,,600,PSME 14,,,,,
M4,,ABGR,L,10,,600,PIPO 1,,,,,
M4,,ABGR,L,15,,600,PIPO 1,,,,,
M4,,ABGR,L,18,,600,PIPO 1,,,,,
M4,,ABGR,L,12,,600,PIPO 1,,,,,
M4,,ABGR,L,22,,600,PIPO 1,,,,,
M4,,ABGR,L,17,,600,PIPO 1,,,,,
M4,,ABGR,L,17,,600,PIPO 1,,,,,
M4,,ABGR,L,16,,600,PIPO 1,,,,,
M4,,ABGR,L,12,,600,PIPO 1,,,,,
H1,,PIPO,L,22,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,18,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,19,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,16,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,53,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,19,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,33,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,28,,600,LAOC 60; ABGR 79,,,,,
H1,,PIPO,L,57,,600,LAOC 60; ABGR 79,,,,,
H10,,PIPO,L,62,,600,PIPO 51; PSME 84,,,,,
H10,,PIPO,L,32,,600,PIPO 51; PSME 84,,,,,
H10,,PIPO,L,79,,600,PIPO 51; PSME 84,,,,,
H10,,PIPO,L,38,,600,PIPO 51; PSME 84,,,,,
H15,,PIPO,L,40,,600,PIPO 104,,,,,
H15,,PIPO,L,48,,600,PIPO 104,,,,,
H15,,PIPO,L,97,,600,PIPO 104,,,,,
H15,,PIPO,L,59,,600,PIPO 104,,,,,
M29,,PIPO,L,47,,600,PSME 14,,,,,
M29,,PIPO,L,42,,600,PSME 14,,,,,
M29,,PIPO,L,34,,600,PSME 14,,,,,
M29,,PIPO,L,41,,600,PSME 14,,,,,
M29,,PIPO,L,28,,600,PSME 14,,,,,
M29,,PIPO,L,45,,600,PSME 14,,,,,
M29,,PIPO,L,36,,600,PSME 14,,,,,
M29,,PIPO,L,41,,600,PSME 14,,,,,
M29,,PIPO,L,42,,600,PSME 14,,,,,
M29,,PIPO,L,58,,600,PSME 14,,,,,
M29,,PIPO,L,62,,600,PSME 14,,,,,
M29,,PIPO,L,67,,600,PSME 14,,,,,
M29,,PIPO,L,60,,600,PSME 14,,,,,
M29,,PIPO,L,54,,600,PSME 14,,,,,
M29,,PIPO,L,9,,600,PSME 14,,,,,
M29,,PIPO,L,11,,600,PSME 14,,,,,
M29,,PIPO,L,10,,600,PSME 14,,,,,
M29,,PIPO,L,17,,600,PSME 14,,,,,
M29,,PIPO,L,18,,600,PSME 14,,,,,
M29,,PIPO,L,6,,600,PSME 14,,,,,
M29,,PIPO,L,7,,600,PSME 14,,,,,
M29,,PIPO,L,8,,600,PSME 14,,,,,
M29,,PIPO,L,9,,600,PSME 14,,,,,
M29,,PIPO,L,35,,600,PSME 14,,,,,
M29,,PIPO,L,26,,600,PSME 14,,,,,
M29,,PIPO,L,69,,600,PSME 14,,,,,
M4,,PIPO,L,48,,600,PIPO 1,,,,,
M4,,PIPO,L,7,,600,PIPO 1,,,,,
M4,,PIPO,L,26,,600,PIPO 1,,,,,
M4,,PIPO,L,53,,600,PIPO 1,,,,,
M4,,PIPO,L,13,,600,PIPO 1,,,,,
M4,,PIPO,L,33,,600,PIPO 1,,,,,
H1,,PSME,L,24,,600,LAOC 60; ABGR 79,,,,,
M29,,PSME,L,13,,600,PSME 14,,,,,
M29,,PSME,L,22,,600,PSME 14,,,,,
M29,,PSME,L,34,,600,PSME 14,,,,,
M29,,PSME,L,32,,600,PSME 14,,,,,
M29,,PSME,L,30,,600,PSME 14,,,,,
M29,,PSME,L,49,,600,PSME 14,,,,,
M29,,PSME,L,36,,600,PSME 14,,,,,
M29,,PSME,L,36,,600,PSME 14,,,,,
M29,,PSME,L,53,,600,PSME 14,,,,,
M29,,PSME,L,12,,600,PSME 14,,,,,
M29,,PSME,L,28,,600,PSME 14,,,,,
M29,,PSME,L,14,,600,PSME 14,,,,,
M29,,PSME,L,43,,600,PSME 14,,,,,
M29,,PSME,L,33,,600,PSME 14,,,,,
M29,,PSME,L,39,,600,PSME 14,,,,,
M29,,PSME,L,50,,600,PSME 14,,,,,
M29,,PSME,L,45,,600,PSME 14,,,,,
M29,,PSME,L,32,,600,PSME 14,,,,,
M29,,PSME,L,21,,600,PSME 14,,,,,
M29,,PSME,L,19,,600,PSME 14,,,,,
M29,,PSME,L,36,,600,PSME 14,,,,,
M29,,PSME,L,28,,600,PSME 14,,,,,
M29,,PSME,L,40,,600,PSME 14,,,,,
M29,,PSME,L,44,,600,PSME 14,,,,,
M29,,PSME,L,49,,600,PSME 14,,,,,
M29,,PSME,L,32,,600,PSME 14,,,,,
M29,,PSME,L,15,,600,PSME 14,,,,,
M29,,PSME,L,32,,600,PSME 14,,,,,
M29,,PSME,L,33,,600,PSME 14,,,,,
M29,,PSME,L,22,,600,PSME 14,,,,,
M29,,PSME,L,45,,600,PSME 14,,,,,
M29,,PSME,L,40,,600,PSME 14,,,,,
M29,,PSME,L,42,,600,PSME 14,,,,,
M29,,PSME,L,33,,600,PSME 14,,,,,
M29,,PSME,L,42,,600,PSME 14,,,,,
M29,,PSME,L,29,,600,PSME 14,,,,,
M29,,PSME,L,40,,600,PSME 14,,,,,
M29,,PSME,L,29,,600,PSME 14,,,,,
M29,,PSME,L,19,,600,PSME 14,,,,,
M29,,PSME,L,28,,600,PSME 14,,,,,
M29,,PSME,L,16,,600,PSME 14,,,,,
M29,,PSME,L,36,,600,PSME 14,,,,,
M29,,PSME,L,11,,600,PSME 14,,,,,
M29,,PSME,L,50,,600,PSME 14,,,,,
M29,,PSME,L,48,,600,PSME 14,,,,,
M29,,PSME,L,23,,600,PSME 14,,,,,
M29,,PSME,L,59,,600,PSME 14,,,,,
M29,,PSME,L,40,,600,PSME 14,,,,,
M29,,PSME,L,6,,600,PSME 14,,,,,
M29,,PSME,L,42,,600,PSME 14,,,,,
M29,,PSME,L,39,,600,PSME 14,,,,,
M29,,PSME,L,32,,600,PSME 14,,,,,
M29,,PSME,L,24,,600,PSME 14,,,,,
M29,,PSME,L,31,,600,PSME 14,,,,,
M29,,PSME,L,27,,600,PSME 14,,,,,
HRN5,,LAOC,D,90,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,110,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,70,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,50,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,90,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,140,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,50,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,80,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,340,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,100,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,230,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,120,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,120,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,280,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,110,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,110,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,160,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,50,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,210,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,70,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,170,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,170,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,160,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,160,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,160,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,240,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,230,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,230,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,100,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,220,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,220,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,220,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,190,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,260,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,210,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,210,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,90,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,170,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,170,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,180,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,220,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,470,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,120,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,90,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,120,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,250,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,140,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,80,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,130,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,360,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,500,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,100,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,100,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,490,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,300,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,LAOC,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,D,100,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,D,120,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,80,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,50,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,50,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,80,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,60,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,160,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,200,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,210,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,270,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PIPO,L,150,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PSME,L,110,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PSME,L,90,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
HRN5,,PSME,L,180,,40,Pipo=3.1; Abgr=21.7; Laoc=10.4; Psme=33,,,,,
