X,Long,Lat,postdisturbance_nbr,delta_nbr,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y,Plot,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,predisturbance_nbr,disturbance_nbr,dnbr,absolute_regrowth,max.postfire.nbr,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re.0gen_prob
322,-119.371552523865,43.7770353514804,78.438117980957,-299.207386779785,0.424976840481078,0.547832967973277,0.599432192266571,22.6097183227539,2,-119.371552523865_43.7770353514804,NA,Egley,45,110,200,597,728,1542,Y,N,381.713806152344,365.617431640625,372.977355957031,325.980377197266,378.917388916016,386.382293701172,363.708404541016,433.011352539062,388.015289306641,380.13134765625,-193.403305053711,-211.987655639648,-22.1882171630859,114.035087585449,85.7142868041992,111.259605407715,96.9220657348633,68.2911224365234,132.38916015625,206.886657714844,203.059066772461,183.792373657227,134.143051147461,200.600296020508,377.64550476074203,-202.69548034668,573.534652709961,55.7142107568489,206.886657714844,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,380.883869485606,6.08835584275548,14.5991802885964,NA
323,-119.371754663971,43.8226726570432,27.412796497345,-254.114332103729,0.944500508762936,0.792637109596312,0.603401552062128,27.8751145404774,1,-119.371754663971_43.8226726570432,NA,Egley,45,110,201,576,707,1501,Y,N,262.240905761719,249.918106079102,320.337890625,263.787384033203,260.172637939453,275.804840087891,267.326721191406,295.366119384766,291.6083984375,328.708282470703,-379.310333251953,-319.526641845703,-9.19117641448975,-47.4055099487305,95.3560409545898,86.2429122924805,73.8255004882812,-5.35077285766602,39.2099914550781,137.818771362305,223.148849487305,186.388244628906,148.249450683594,163.636367797852,281.527128601074,-349.418487548828,708.018615722656,118.691407619131,223.148849487305,NA,10,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,418.222086534559,5.84038070365658,14.1574410205276,NA
324,-119.373051135,43.686044582,68.7814094543457,-313.362285614014,0.595676438695543,1.19564117942471,0.699401749474406,47.1240781846937,1,-119.373051135_43.686044582,EG-12-1,Egley,45,110,182,518,642,1763,Y,N,355.378173828125,373.066772460938,390.933746337891,354.484924316406,368.460968017578,345.683868408203,371.881195068359,415.050415039062,439.970977783203,406.525909423828,-386.189270019531,-365.975708007812,32.3740997314453,224.162017822266,87.967643737793,-50.7386016845703,71.6454162597656,64.1664199829102,124.73950958252,198.817840576172,300.655456542969,332.182922363281,435.760803222656,456.90673828125,382.143695068359,-376.082489013672,792.715179443359,85.9015045629124,456.90673828125,11,10,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825,422.353285062393,5.98038107525746,12.731070330204,0.416337966918945
325,-119.373184771576,43.8322025880652,159.555387115479,-246.379460906982,1.5788090291702,1.03305944272529,0.695326372626778,47.5459678146865,1,-119.373184771576_43.8322025880652,NA,Egley,45,111,166,585,718,1505,Y,N,406.515594482422,383.333343505859,418.047882080078,425.757568359375,368.191711425781,364.875091552734,402.927581787109,425.287353515625,430.939239501953,433.473114013672,-373.708923339844,-363.501495361328,-124.201560974121,136.098510742188,167.250717163086,250.303771972656,298.992156982422,254.612548828125,242.400619506836,314.243774414062,419.354827880859,357.964263916016,355.026458740234,393.525543212891,405.934848022461,-368.605209350586,807.182037353516,266.856761794807,419.354827880859,10,5,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,443.302167042715,5.74989434520714,14.0175713414273,0.36147066950798
326,-119.373671273136,43.7652352339304,-43.8588774561882,-270.653005874157,0.384853338270289,0.61427507437843,0.609448081856068,26.0498347812957,2,-119.373671273136_43.7652352339304,NA,Egley,45,110,182,591,723,1500,Y,N,216.706069946289,249.895004272461,201.357467651367,238.059982299805,212.88410949707,224.971450805664,231.481475830078,182.6220703125,231.82861328125,278.135040283203,-306.436981201172,-379.365081787109,-15.4525384902954,16.6852054595947,-70.7563629150391,-73.1707305908203,-17.3482036590576,-7.62388801574707,0.595592617988586,47.5386772155762,60.3085556030273,89.9742965698242,121.203826904297,139.313980102539,226.794128417969,-342.901031494141,584.572021484375,39.8781066056823,139.313980102539,NA,13,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727,388.522702070819,6.07819460426155,14.5847143003154,NA
327,-119.373695407311,43.8484239036308,-149.240219497681,-400.539024734497,-0.0981263861933317,-0.174080218683228,0.125080588289257,6.49673474489988,2,-119.373695407311_43.8484239036308,NA,Egley,35,110,186,532,663,1613,Y,N,269.703552246094,242.670440673828,261.920745849609,243.334457397461,227.075698852539,236.376510620117,243.743576049805,285.415222167969,240.326583862305,262.421264648438,-372.950805664062,-350.582153320312,-147.653091430664,-43.746150970459,-112.503562927246,-103.465850830078,-133.383575439453,-183.324966430664,-174.242431640625,-132.389297485352,-111.111114501953,-118.965515136719,-114.668975830078,-115.100318908691,251.298805236816,-361.766479492188,635.3720703125,-12.8471156956827,-43.746150970459,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,475.639174909428,5.60624265664527,13.2946341569396,0.39810985326767
328,-119.374028288451,43.7880068528952,67.8013301849365,-312.817184829712,0.776660490687783,0.688283515837239,0.730980492273916,32.0746144724416,1,-119.374028288451_43.7880068528952,NA,Egley,45,110,168,606,737,1472,Y,N,313.214447021484,427.893737792969,393.298065185547,422.421539306641,371.208892822266,385.563385009766,403.357727050781,409.278839111328,366.636108398438,313.312408447266,-281.194030761719,-275.221252441406,-9.18163681030273,-31.2262001037598,49.1087684631348,143.132843017578,141.453826904297,76.7766494750977,145.105438232422,176.091415405273,261.973449707031,237.565826416016,182.205978393555,240.997222900391,380.618515014648,-278.207641601562,594.506439208984,111.155626135493,261.973449707031,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,368.454751649695,6.24357080345866,14.7677740578399,0.368636965751648
329,-119.374186842175,43.7589440149655,44.2002003669739,-223.911196422577,1.01833484765786,0.957343082531942,0.737016246499769,34.7358624489753,1,-119.374186842175_43.7589440149655,NA,Egley,45,111,183,593,724,1546,Y,N,179.813079833984,317.150817871094,284.546813964844,274.906372070312,280.606719970703,254.49674987793,226.288269042969,300.948760986328,282.229949951172,280.126434326172,-379.82080078125,-327.791839599609,-31.5044250488281,-14.9041872024536,-25.1700687408447,62.4211845397949,90.0846405029297,98.89453125,139.766586303711,193.530990600586,256.674591064453,239.287704467773,221.877639770508,152.34375,268.111396789551,-353.80632019043,659.947235107422,122.548037033827,256.674591064453,10,9,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727,392.3164882079,5.91164244739368,14.3437102720037,0.385110110044479
330,-119.374286218,43.829604722,-83.9975279808044,-319.835456752777,0.345820656182068,0.387740208423664,0.859317612151848,30.4164300331703,2,-119.374286218_43.829604722,EG-B9-1,Egley,35,110,204,561,689,1505,Y,N,228.736022949219,232.727279663086,235.212249755859,223.087814331055,227.946365356445,213.759216308594,244.653854370117,233.087982177734,242.290756225586,276.877746582031,-428.458190917969,-351.206420898438,-202.465927124023,-105.022834777832,-109.001838684082,-112.107620239258,-45.1045112609863,-4.57358074188232,25.0876712799072,6.25651741027832,58.1632652282715,47.4205322265625,91.44384765625,90.1356048583984,235.837928771973,-389.832305908203,705.3359375,46.9946412726844,91.44384765625,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,441.270106296386,5.67819016904785,13.909137050896,0.365034013986588
331,-119.375146431697,43.784216554182,109.47307434082,-285.494396972656,1.04292813672462,0.794487431714289,0.669425218011322,35.8220494867681,1,-119.375146431697_43.784216554182,NA,Egley,45,110,170,606,737,1535,Y,N,374.166656494141,409.435546875,409.183258056641,388.244689941406,371.079437255859,377.870574951172,365.224639892578,387.772552490234,404.512481689453,462.184875488281,-301.327880859375,-317.403411865234,-53.9568328857422,167.906829833984,135.582427978516,140.511520385742,186.206893920898,145.879730224609,170.293792724609,222.889999389648,296.819793701172,278.344970703125,277.663940429688,313.796691894531,394.967471313477,-309.365646362305,763.512756347656,150.040310010972,313.796691894531,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,373.677769095497,6.18325512034656,14.7224336489044,NA
