"","x_y","Long","Lat","Plot","fire","canopy_cover","veg_height","hli","cwd_present","cwd_future","elevation","TE_future","TE_present","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","predisturbance_nbr","postdisturbance_nbr","disturbance_nbr","delta_nbr","dnbr","absolute_regrowth","relative_regrowth","max.postfire.nbr","pct_recovery","time_to_0.8recovery","time_to_0.6recovery","postfire_ppt","postfire_tmin","postfire_tmax","postfire_vpdmin","postfire_vpdmax","postfire_tmean"
"259","-119.153969746811_44.1991196921861",-119.153969746811,44.1991196921861,NA,"Flagtail",45,110,144,574,709,1505,"Y","N",398,420,328,307,327,353,299,206,214,231,0,0,0,0,0,0,0,0,11,34,0,0,0,0,308.3,4.5,0,-303.8,231,-78.8613682192642,-1.30136126034278,34,0.110282192669478,NA,NA,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"260","-119.155892459026_44.1951886596273",-119.155892459026,44.1951886596273,NA,"Flagtail",45,110,169,560,693,1551,"Y","N",90,106,83,131,110,113,151,69,108,98,0,0,0,0,0,0,30,11,16,91,16,0,0,0,105.9,16.4,0,-89.5,98,-27.3186952458407,-1.00296712875075,91,0.859301227573182,9,9,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"261","-119.156586547433_44.1924548670872",-119.156586547433,44.1924548670872,NA,"Flagtail",45,111,127,560,693,1551,"Y","N",260,205,218,237,157,188,221,200,246,246,0,0,0,0,30,0,118,106,174,303,230,269,175,252,217.8,96.1,0,-121.7,246,-47.4994115110074,-0.818243728623289,303,1.39118457300275,9,8,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"262","-119.156602116164_44.1751582589642",-119.156602116164,44.1751582589642,NA,"Flagtail",45,110,203,546,680,1545,"Y","N",316,392,407,513,372,410,406,348,310,364,0,0,0,0,0,0,0,0,0,19,8,0,0,0,383.8,2.7,0,-381.1,364,-127.876028366513,-1.40582673294317,19,0.0495049504950495,NA,NA,478.174997287628,-2.54309199788204,13.6991872504006,0.834943647731139,13.8735053519912,5.57804762625926
"263","-119.158633858888_44.1904594679152",-119.158633858888,44.1904594679152,NA,"Flagtail",45,110,135,546,681,1551,"Y","N",316,355,407,489,381,399,417,438,390,453,0,0,0,0,0,0,101,199,255,358,249,319,273,291,404.5,116.2,0,-288.3,453,-113.494459060401,-1.04902167627337,358,0.88504326328801,9,8,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"264","-119.159870395396_44.1853451105203",-119.159870395396,44.1853451105203,NA,"Flagtail",45,110,176,526,657,1576,"Y","N",304,398,416,396,419,417,508,481,423,462,0,0,0,0,9,89,207,184,209,266,343,281,235,230,422.4,130.7,0,-291.7,462,-74.7336197388847,-0.597331224045513,343,0.812026515151515,10,9,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"265","-119.165194767409_44.189619437319",-119.165194767409,44.189619437319,NA,"Flagtail",45,110,151,546,681,1551,"Y","N",369,414,437,488,381,444,529,434,392,473,0,0,0,0,0,42,1,36,167,281,279,292,276,267,436.1,80.6,0,-355.5,473,-152.604889436999,-1.2738394059423,292,0.669571199266223,NA,9,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"266","-119.165750047093_44.2022469791711",-119.165750047093,44.2022469791711,NA,"Flagtail",45,110,132,566,702,1532,"Y","N",290,344,315,403,178,211,251,248,265,270,0,0,0,0,0,0,55,58,97,107,88,75,65,33,277.5,40.5,0,-237,270,-81.8074734572504,-1.2626139932243,107,0.385585585585586,NA,NA,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"267","-119.167674932287_44.2077785684489",-119.167674932287,44.2077785684489,NA,"Flagtail",35,110,151,566,703,1502,"Y","N",471,478,514,425,201,221,305,319,249,337,0,0,75,55,0,0,28,29,62,116,133,91,202,223,352,49.8,0,-302.2,337,-111.755816499497,-1.67236512065432,223,0.633522727272727,NA,13,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"268","-119.167956386044_44.1959809960408",-119.167956386044,44.1959809960408,NA,"Flagtail",55,110,167,566,702,1532,"Y","N",132,168,164,258,187,169,216,156,196,222,0,0,0,0,0,9,170,261,303,363,353,384,287,286,186.8,145.9,0,-40.9,222,-2.38040216426641,-0.0501874330648318,384,2.05567451820128,6,6,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"269","-119.173521868414_44.1985808323476",-119.173521868414,44.1985808323476,NA,"Flagtail",55,110,169,566,702,1494,"Y","N",344,404,427,505,479,402,432,445,417,422,0,0,0,45,117,131,324,292,100,105,52,96,134,158,427.7,116.6,0,-311.1,422,25.8861805862351,0.237107426765035,324,0.757540332008417,NA,6,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"270","-119.177500505587_44.1753572059493",-119.177500505587,44.1753572059493,NA,"Flagtail",65,110,190,513,644,1648,"Y","N",377,400,483,540,504,483,543,481,511,504,0,0,0,189,338,179,366,438,334,502,386,419,387,415,482.6,273.2,0,-209.4,504,108.794906527852,0.852781834765777,502,1.04019892250311,7,4,478.174997287628,-2.54309199788204,13.6991872504006,0.834943647731139,13.8735053519912,5.57804762625926
"271","-119.178150612321_44.1961259174014",-119.178150612321,44.1961259174014,NA,"Flagtail",55,111,170,570,706,1494,"Y","N",383,418,359,438,379,324,428,395,372,351,0,0,0,0,64,35,126,188,98,182,154,123,134,151,384.7,84.7,0,-300,351,-56.9998638311824,-0.557597192690612,188,0.488692487652716,NA,NA,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"272","-119.178457271075_44.2048822362871",-119.178457271075,44.2048822362871,NA,"Flagtail",55,110,189,548,683,1562,"Y","N",389,398,403,487,447,419,475,454,391,489,0,0,0,0,0,0,1,160,173,248,192,207,155,187,435.2,77.4,0,-357.8,489,-149.287423715129,-1.30515106197924,248,0.569852941176471,NA,NA,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"273","-119.179795111978_44.1906121732142",-119.179795111978,44.1906121732142,NA,"Flagtail",45,110,154,530,662,1665,"Y","N",127,127,133,177,123,193,202,147,164,194,0,0,0,31,79,155,227,208,173,230,170,234,189,235,158.7,127.3,0,-31.4,194,79.62151634962,1.70122479671784,235,1.48078134845621,5,5,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944
"274","-119.182879133824_44.197895320078",-119.182879133824,44.197895320078,NA,"Flagtail",55,110,202,570,706,1576,"Y","N",286,277,346,432,344,346,307,355,301,378,0,0,0,0,0,0,0,27,0,26,63,49,0,61,337.2,11.6,0,-325.6,378,-133.876380761255,-1.61559439168463,63,0.186832740213523,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"275","-119.182920409362_44.1743927272205",-119.182920409362,44.1743927272205,NA,"Flagtail",45,110,171,523,658,1648,"Y","N",336,378,358,406,295,235,240,190,166,200,0,0,0,0,0,0,20,1,0,11,0,0,0,0,280.4,3.2,0,-277.2,200,-63.9994507672901,-1.36297173449163,20,0.0713266761768902,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"276","-119.183317820401_44.168448353468",-119.183317820401,44.168448353468,NA,"Flagtail",45,110,179,543,675,1548,"Y","N",381,373,428,524,390,391,443,448,410,426,64,0,36,156,135,96,120,104,141,167,82,217,245,230,421.4,103.7,32,-317.7,362,-62.2983164331613,-0.61660753766954,245,0.581395348837209,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"277","-119.184750838409_44.185161830662",-119.184750838409,44.185161830662,NA,"Flagtail",45,110,167,552,686,1655,"Y","N",474,526,616,617,546,425,505,527,530,563,0,0,0,48,0,94,224,273,201,285,222,279,248,306,532.9,134.7,0,-398.2,563,-94.4942674571828,-0.728148244284595,306,0.574216550947645,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"278","-119.185192293994_44.1785568263549",-119.185192293994,44.1785568263549,NA,"Flagtail",55,110,203,523,658,1648,"Y","N",395,425,483,538,504,493,544,504,451,520,122,0,0,0,0,48,148,160,195,246,273,342,248,312,485.7,107,61,-378.7,398,-156.845042168833,-1.25595328710392,342,0.7041383570105,NA,11,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"279","-119.186676786512_44.1906929542461",-119.186676786512,44.1906929542461,NA,"Flagtail",55,111,122,537,672,1655,"Y","N",468,484,515,557,546,442,523,474,457,543,0,0,0,37,94,78,146,159,168,190,180,138,135,165,500.9,105.2,0,-395.7,543,-88.4270695741004,-0.719801847886239,190,0.379317228987822,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"280","-119.187654146895_44.1722448778812",-119.187654146895,44.1722448778812,NA,"Flagtail",55,110,215,523,658,1575,"Y","N",250,217,249,373,293,328,347,296,271,328,0,0,0,0,0,0,132,178,101,216,216,171,105,147,295.2,84.3,0,-210.9,328,-63.68142828811,-0.801510043430215,216,0.731707317073171,NA,7,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"281","-119.188237860301_44.1959627694637",-119.188237860301,44.1959627694637,NA,"Flagtail",45,110,90,537,672,1576,"Y","N",182,249,258,363,261,221,286,273,223,278,0,0,0,0,0,0,66,143,144,179,52,130,130,97,259.4,58.4,0,-201,278,-59.5413430308592,-0.896827290509557,179,0.690053970701619,NA,9,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"282","-119.189326922828_44.2006639912389",-119.189326922828,44.2006639912389,NA,"Flagtail",55,110,180,551,685,1576,"Y","N",307,409,425,521,406,418,456,446,409,421,0,0,0,0,0,0,60,92,100,166,59,83,81,102,421.8,47.7,0,-374.1,421,-130.218449939301,-1.15533924437565,166,0.393551446183025,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"283","-119.191134563184_44.1869625501996",-119.191134563184,44.1869625501996,NA,"Flagtail",45,111,87,552,686,1655,"Y","N",441,464,554,602,531,540,595,552,561,604,0,0,0,127,157,109,160,171,154,219,127,223,254,295,544.4,122.4,0,-422,604,-78.9754739590031,-0.546382728001221,295,0.541880969875092,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"284","-119.191884175489_44.1623548838216",-119.191884175489,44.1623548838216,NA,"Flagtail",55,111,171,540,676,1550,"Y","N",374,365,434,421,409,364,470,426,407,435,0,0,0,0,0,0,40,0,1,0,0,0,56,21,410.5,4.1,0,-406.4,435,-153.057129620225,-1.36370751989363,56,0.136419001218027,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"285","-119.192337185195_44.1746743505073",-119.192337185195,44.1746743505073,NA,"Flagtail",55,110,175,551,685,1549,"Y","N",299,295,280,380,309,387,355,335,304,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,-327,326,-119.010998246546,-1.36521120235458,0,0,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"286","-119.193980014747_44.1691606686596",-119.193980014747,44.1691606686596,NA,"Flagtail",45,110,195,540,676,1575,"Y","N",195,269,223,303,264,261,261,218,233,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,-245,223,-84.2456077127473,-1.41264366512088,0,0,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"287","-119.194125272971_44.1994836111659",-119.194125272971,44.1994836111659,NA,"Flagtail",55,110,164,551,685,1576,"Y","N",264,269,309,299,242,255,337,302,282,346,0,0,0,0,0,0,67,133,111,194,250,240,249,241,290.5,75.5,0,-215,346,-94.4337616757165,-1.16183907638024,250,0.860585197934596,10,9,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"288","-119.194212703147_44.158024428293",-119.194212703147,44.158024428293,NA,"Flagtail",55,110,159,530,662,1550,"Y","N",226,338,337,328,219,249,310,206,233,254,0,0,0,0,0,0,6,0,0,70,51,48,11,69,270,12.7,0,-257.3,254,-91.2040770174046,-1.42526866032534,70,0.259259259259259,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"289","-119.194363466859_44.144292565635",-119.194363466859,44.144292565635,NA,"Flagtail",55,111,158,481,610,1671,"N","N",473,543,525,625,494,514,505,607,553,496,0,0,0,0,67,137,337,427,525,581,564,596,582,628,533.5,263.8,0,-269.7,496,-8.34171659420758,-0.0574983503838037,628,1.17713214620431,7,6,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"290","-119.195554455057_44.1933550717786",-119.195554455057,44.1933550717786,NA,"Flagtail",55,110,229,537,672,1570,"Y","N",399,440,445,516,436,490,508,508,478,494,0,0,0,0,28,46,143,241,120,240,239,204,144,206,471.4,105.7,0,-365.7,494,-104.119789483197,-0.793891651977142,241,0.511243105642766,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"291","-119.197669705429_44.1884097316058",-119.197669705429,44.1884097316058,NA,"Flagtail",55,110,123,524,654,1525,"Y","N",265,292,319,413,345,329,347,331,284,349,0,0,0,0,0,0,0,0,0,24,0,8,27,0,327.4,2.4,0,-325,349,-123.492924444296,-1.49949057801358,27,0.0824679291386683,NA,NA,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"292","-119.198397957683_44.1621737381498",-119.198397957683,44.1621737381498,NA,"Flagtail",55,110,173,540,676,1589,"Y","N",336,344,303,381,355,366,391,369,356,384,0,0,0,0,0,0,0,0,0,0,0,8,35,67,358.5,0,0,-358.5,384,-142.160513999251,-1.46900657196029,67,0.186889818688982,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"293","-119.19943599918_44.1580729929921",-119.19943599918,44.1580729929921,NA,"Flagtail",55,110,153,519,650,1683,"Y","N",412,443,466,523,406,442,444,450,424,486,0,0,28,72,20,41,179,291,349,486,510,548,587,607,449.6,197.6,0,-252,486,-79.491747370589,-0.728128778181875,607,1.35008896797153,9,7,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"294","-119.199620461133_44.1782723069239",-119.199620461133,44.1782723069239,NA,"Flagtail",55,110,120,551,685,1549,"Y","N",298,187,254,314,261,222,199,182,234,244,0,0,0,0,0,0,0,20,61,30,0,15,29,6,239.5,11.1,0,-228.4,244,-85.6724602132135,-1.72848290857798,61,0.254697286012526,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"295","-119.201045541735_44.1453862532437",-119.201045541735,44.1453862532437,NA,"Flagtail",55,111,115,481,610,1671,"N","N",408,451,528,542,505,507,634,598,602,591,141,54,103,149,121,110,245,261,405,411,365,515,537,629,536.6,222.4,97.5,-314.2,450,-120.258876550622,-0.896021458749817,629,1.17219530376444,11,8,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"296","-119.201870915353_44.1540496929486",-119.201870915353,44.1540496929486,NA,"Flagtail",45,110,174,519,650,1683,"Y","N",247,285,346,400,315,336,399,389,364,344,0,0,0,0,0,8,100,166,253,337,349,413,471,523,342.5,121.3,0,-221.2,344,-89.3212423345276,-0.893040258388761,523,1.52700729927007,9,8,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"297","-119.201901031002_44.1918986657936",-119.201901031002,44.1918986657936,NA,"Flagtail",55,110,80,511,643,1570,"Y","N",383,401,477,485,469,493,553,535,518,541,0,0,0,50,125,129,193,215,223,234,308,264,261,350,485.5,147.7,0,-337.8,541,-57.8563765376289,-0.411211080348043,350,0.720906282183316,NA,10,494.501076470563,-1.05351021131872,13.6623360528164,1.18704339878075,13.569474591416,6.30441292074885
"298","-119.204873376283_44.1587358546088",-119.204873376283,44.1587358546088,NA,"Flagtail",45,110,137,519,650,1683,"Y","N",432,443,571,553,572,489,581,522,558,579,0,0,0,0,17,46,156,181,230,303,300,307,342,409,530,123.3,0,-406.7,579,-141.726794118662,-1.00147599669751,409,0.771698113207547,NA,12,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"299","-119.204925263374_44.1675374286387",-119.204925263374,44.1675374286387,NA,"Flagtail",45,110,157,526,661,1589,"Y","N",280,358,239,346,284,333,345,329,320,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.4,0,0,-319.4,360,-131.470801838075,-1.50558453560399,0,0,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"300","-119.204953294648_44.1479530450864",-119.204953294648,44.1479530450864,NA,"Flagtail",55,110,139,481,610,1724,"N","N",456,491,538,581,581,640,532,617,548,548,0,0,0,0,84,203,338,457,582,599,586,649,561,687,553.2,284.9,0,-268.3,548,11.7239139729382,0.0779712229462825,687,1.24186550976139,7,6,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"301","-119.206336221735_44.1731600212455",-119.206336221735,44.1731600212455,NA,"Flagtail",45,110,138,541,676,1537,"Y","N",44,95,92,129,118,76,157,118,128,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4,0,0,-109.4,137,-50.9579054819549,-1.49661279227558,0,0,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"302","-119.208090370682_44.1640364959185",-119.208090370682,44.1640364959185,NA,"Flagtail",55,110,171,526,661,1589,"Y","N",232,285,338,382,318,328,321,290,276,304,0,0,0,0,0,0,2,18,32,101,97,79,51,47,307.4,25,0,-282.4,304,-109.669446466559,-1.45113128613463,101,0.328562134027326,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"303","-119.210068780053_44.1476939463288",-119.210068780053,44.1476939463288,NA,"Flagtail",55,110,177,464,591,1724,"N","N",336,396,428,400,400,410,447,491,432,437,0,0,0,189,132,163,222,298,308,379,400,428,465,517,417.7,209.1,0,-208.6,437,20.9323675472174,0.181947899931226,517,1.23773042853723,9,7,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"304","-119.212466495409_44.171088654117",-119.212466495409,44.171088654117,NA,"Flagtail",55,110,163,541,676,1548,"Y","N",123,364,229,315,198,217,301,264,247,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,255.7,0.1,0,-255.6,299,-106.693836768085,-1.50000885829178,1,0.00391083300743058,NA,NA,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"305","-119.216240077313_44.1622576149993",-119.216240077313,44.1622576149993,NA,"Flagtail",45,110,195,512,643,1646,"Y","N",250,306,378,393,364,396,438,426,418,412,0,0,0,0,0,93,161,239,174,284,340,314,264,315,378.1,129.1,0,-249,412,-68.2555751987788,-0.604823286468176,340,0.899233007140968,10,7,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"306","-119.224472372117_44.1630741759083",-119.224472372117,44.1630741759083,NA,"Flagtail",55,110,169,512,643,1683,"Y","N",385,516,437,533,460,447,443,411,444,502,0,0,0,15,0,16,80,141,148,215,293,208,223,320,457.8,90.8,0,-367,502,-142.977201890388,-1.30445493187567,320,0.698995194408038,NA,10,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027
"307","-119.282259314776_43.8619338017651",-119.282259314776,43.8619338017651,NA,"Egley",45,110,142,572,702,1473,"Y","N",359.181945800781,324.275360107422,335.852233886719,315.198608398438,288.429748535156,292.980255126953,254.008438110352,346.075653076172,354.648712158203,321.627410888672,-30.9072780609131,-113.833992004395,-116.872428894043,-3.56633377075195,-40.6779670715332,-4.36408996582031,-53.7772102355957,-40.8163261413574,-22.5952224731445,18.6445693969727,62.9206924438477,66.3602447509766,73.5209655761719,80.0237121582031,319.227836608887,-31.493830871582,-72.3706350326538,-350.721667480469,352.534688949585,-117.93672825715,-1.1202877315504,80.0237121582031,0.250678991557516,NA,NA,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"308","-119.287883021995_43.860924318779",-119.287883021995,43.860924318779,NA,"Egley",45,111,141,572,702,1584,"Y","N",442.664428710938,523.166015625,530.226135253906,468.066497802734,510.373443603516,464.776245117188,510.560150146484,490.388916015625,522.107238769531,481.785064697266,-267.120178222656,-347.636077880859,-251.341003417969,80.6945877075195,77.3659591674805,118.193893432617,191.693298339844,206.319122314453,241.335052490234,255.272262573242,280.632415771484,226.859115600586,236.774200439453,251.39665222168,494.411413574219,85.2529510498047,-307.378128051758,-409.158462524414,748.905242919922,131.740026996911,0.669468696411503,280.632415771484,0.56760909652697,NA,NA,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"309","-119.292478614964_43.8561846865444",-119.292478614964,43.8561846865444,NA,"Egley",45,110,176,575,705,1547,"Y","N",336.196807861328,366.906463623047,384.114044189453,355.837951660156,411.188232421875,334.146331787109,386.062408447266,394.759094238281,410.934753417969,437.1416015625,-5.0556116104126,-100.991882324219,-97.1813201904297,-108.843536376953,21.7539081573486,-67.8992691040039,-99.816291809082,-90.9090881347656,-95.9752349853516,-53.4155120849609,-30.1635990142822,-44.7388153076172,2.2382493019104,34.2019538879395,381.728768920898,-72.3441825866699,-53.0237469673157,-454.072951507568,442.197213172913,-193.863379758797,-1.55100895191783,34.2019538879395,0.0895975275445555,NA,NA,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"310","-119.297067153184_43.8615586456706",-119.297067153184,43.8615586456706,NA,"Egley",35,110,197,560,690,1584,"Y","N",246.319915771484,240.596160888672,291.156005859375,268.128173828125,313.158782958984,254.329376220703,317.089691162109,301.155670166016,255.296234130859,364.084503173828,-403.018859863281,-346.326843261719,-210.781341552734,-100.869567871094,4.00686883926392,31.7066440582275,60.0835952758789,87.6451950073242,53.4802474975586,102.346481323242,94.42724609375,127.815742492676,125.671867370605,171.762359619141,285.131451416016,-22.4281474590301,-374.6728515625,-307.559598875046,767.103363037109,121.131887468905,0.801500729572215,171.762359619141,0.602397100586894,NA,13,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"311","-119.299231043768_43.8552981298883",-119.299231043768,43.8552981298883,NA,"Egley",45,111,160,575,705,1567,"Y","N",223.65217590332,294.244598388672,208.815032958984,190.510955810547,213.73274230957,177.350433349609,223.400360107422,221.323532104492,242.368515014648,267.437530517578,-349.647766113281,-406.135864257812,-199.570816040039,-97.9577713012695,-2.94406270980835,17.6088962554932,132.361877441406,98.5236511230469,112.987770080566,156.81233215332,225.225219726562,215.83576965332,242.827560424805,266.076690673828,226.283587646484,3.69112324714661,-377.891815185547,-222.592464399338,617.085296630859,153.23486791149,1.1267514274035,266.076690673828,1.17585501202814,10,9,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"312","-119.300705068766_43.8439421869767",-119.300705068766,43.8439421869767,NA,"Egley",45,110,183,627,761,1536,"Y","N",226.064804077148,248.734634399414,283.213195800781,255.563537597656,253.638259887695,232.834671020508,261.527099609375,264.053253173828,301.395690917969,397.356140136719,-436.351257324219,-417.166870117188,-319.796966552734,-169.73811340332,10.0151748657227,-39.4242820739746,28.332836151123,-42.8528633117676,7.75193786621094,108.280258178711,149.229080200195,154.448791503906,137.941268920898,223.607650756836,272.438128662109,-68.5369808197022,-426.759063720703,-340.975109481812,833.707397460938,86.2618338029349,0.513299142782616,223.607650756836,0.820764890197013,13,13,381.967649337038,-1.95628843470339,13.8395454300178,1.00276706659255,14.090688616223,5.94162849765722
"313","-119.305268507955_43.8336621674102",-119.305268507955,43.8336621674102,NA,"Egley",35,110,197,645,779,1409,"Y","Y",333.968566894531,323.193908691406,307.592193603516,256.227752685547,211.529937744141,245.729309082031,256.081390380859,284.229553222656,272.313293457031,304.229187011719,-342.425720214844,-329.787231445312,-261.159942626953,-124.533424377441,-111.770523071289,-104.185760498047,-86.434944152832,-80.1096572875977,-101.493446350098,-64.7240142822266,11.1296606063843,-4.61627244949341,17.2209033966064,10.4834012985229,279.509509277344,-125.306928348541,-336.106475830078,-404.816437625885,646.654907226562,-15.1874889341043,-0.103769560798428,17.2209033966064,0.0616111539143342,NA,NA,381.967649337038,-1.95628843470339,13.8395454300178,1.00276706659255,14.090688616223,5.94162849765722
"314","-119.305579144798_43.8548100688947",-119.305579144798,43.8548100688947,NA,"Egley",45,111,186,617,752,1567,"Y","N",466.825592041016,496.592834472656,497.415496826172,412.135528564453,449.253173828125,410.852722167969,448.766204833984,385.226379394531,470.756652832031,456.750213623047,-263.973449707031,-315.512359619141,-148.216262817383,-124.514991760254,75.6130752563477,21.2496032714844,-17.8230419158936,-96.8955764770508,-46.2934951782227,16.9491519927979,48.122688293457,59.8245162963867,67.0600891113281,129.700271606445,449.457479858398,-58.7321208953857,-289.742904663086,-508.189600753784,720.723663330078,-17.8477459471333,-0.103853584234655,129.700271606445,0.288570726751076,NA,NA,428.229721416503,-2.03778745468622,13.4720648866282,0.992961032941856,13.6255065843886,5.71713871597101
"315","-119.309957049317_43.8354290704002",-119.309957049317,43.8354290704002,NA,"Egley",45,110,128,645,779,1409,"Y","Y",345.077728271484,392.376678466797,388.827239990234,362.653747558594,373.009857177734,378.132110595703,406.516693115234,417.672241210938,399.293273925781,504.950500488281,-430.976440429688,-353.043487548828,-113.62126159668,283.591735839844,446.182739257812,393.079986572266,373.957672119141,212.488052368164,248.005325317383,361.826690673828,449.776794433594,243.391067504883,295.946350097656,196.530059814453,396.851007080078,230.224424743652,-392.009963989258,-166.626582336426,935.926940917969,406.260315466512,2.43988728533221,449.776794433594,1.13336437708179,4,3,402.94639150714,-2.09487962731635,13.7008245141327,0.96946287681473,13.9214037984084,5.8029724434082
"316","-119.31385127343_43.8458203068515",-119.31385127343,43.8458203068515,NA,"Egley",45,111,149,627,761,1528,"Y","N",336.193450927734,379.096557617188,420.359283447266,343.565521240234,387.590667724609,348.539428710938,351.996704101562,363.931762695312,440.993774414062,445.071655273438,-363.825378417969,-320.014801025391,-198.067626953125,-25.7997932434082,159.154922485352,156.092651367188,211.5576171875,78.3783798217773,178.989624023438,249.08869934082,291.964019775391,240.805877685547,356.314636230469,358.525360107422,381.733880615234,78.1343692779541,-341.92008972168,-303.59951133728,808.897033691406,167.977257388397,1.00309924068662,358.525360107422,0.93920235617963,12,9,402.94639150714,-2.09487962731635,13.7008245141327,0.96946287681473,13.9214037984084,5.8029724434082
