"","x_y","Long","Lat","Plot","fire","canopy_cover","veg_height","hli","cwd_present","cwd_future","elevation","TE_future","TE_present","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","predisturbance_nbr","postdisturbance_nbr","disturbance_nbr","delta_nbr","dnbr","absolute_regrowth","relative_regrowth","max.postfire.nbr","pct_recovery","time_to_0.8recovery","time_to_0.6recovery","postfire_ppt","postfire_tmin","postfire_tmax","postfire_vpdmin","postfire_vpdmax","postfire_tmean"
"358","-119.36282096847_43.8180842937404",-119.36282096847,43.8180842937404,NA,"Egley",45,110,195,646,779,1414,"Y","Y",376.884429931641,437.092254638672,448.333343505859,460.219787597656,415.758605957031,356.71435546875,414.389801025391,413.85595703125,414.9541015625,473.247222900391,-390.797912597656,-340.54052734375,82.3730239868164,55.9167747497559,10.4669885635376,76.5748748779297,95.870735168457,12.6112756729126,57.2532501220703,197.14192199707,325.714294433594,232.558135986328,322.993927001953,333.333343505859,421.144985961914,57.3382612228394,-365.669219970703,-363.806724739075,864.045135498047,56.8931006027651,0.392339703407934,333.333343505859,0.79149308341998,NA,10,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"359","-119.363989877055_43.7911221544651",-119.363989877055,43.7911221544651,NA,"Egley",45,110,96,618,750,1429,"Y","N",488.679260253906,681.542724609375,557.586853027344,606.557373046875,593.369079589844,549.245788574219,610.694213867188,609.801208496094,488.961944580078,489.201873779297,-299.945556640625,-248.685806274414,64.4666137695312,49.9219970703125,45.7010078430176,26.5417633056641,83.8179931640625,119.200569152832,156.701034545898,260.825775146484,389.885803222656,357.93359375,369.926818847656,386.6220703125,567.564031982422,94.8376750946045,-274.31568145752,-472.726356887817,789.147430419922,7.99276357310349,0.0455689425239633,389.885803222656,0.686945932533532,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"360","-119.364491133784_43.7179612630553",-119.364491133784,43.7179612630553,NA,"Egley",35,110,171,529,653,1669,"Y","N",254.129608154297,275.167785644531,266.725616455078,240.641708374023,233.578796386719,264.750366210938,266.005401611328,281.707305908203,310.823608398438,301.597229003906,-352.872222900391,-293.908081054688,101.985862731934,120.225425720215,137.529144287109,86.515510559082,121.895515441895,124.864868164062,188.568222045898,257.455261230469,284.734558105469,312.210571289062,324.04541015625,225.182861328125,269.512742614746,112.986628723145,-323.390151977539,-156.526113891602,654.469451904297,160.583193611693,1.53177857937625,324.04541015625,1.20233799341894,9,8,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"361","-119.365212124149_43.7775265053332",-119.365212124149,43.7775265053332,NA,"Egley",45,111,161,623,756,1503,"Y","N",250.912033081055,346.08984375,395.117919921875,321.033203125,307.308959960938,322.047882080078,344.755523681641,314.475860595703,294.273132324219,345.943664550781,-418.788421630859,-415.831329345703,-217.4189453125,-2.51166129112244,-164.410064697266,-99.3171920776367,-106.723892211914,-88.251823425293,-104.703247070312,-78.2997741699219,-22.7038192749023,-27.5913505554199,-34.2031936645508,-10.3896102905273,324.195802307129,-130.017174887657,-417.309875488281,-454.212977194786,764.732086181641,10.1875844384439,0.0639872455821132,-2.51166129112244,-0.00774735907512769,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"362","-119.36637573148_43.6977240686914",-119.36637573148,43.6977240686914,NA,"Egley",35,111,168,547,674,1667,"Y","N",334.129821777344,364.940246582031,354.477600097656,329.626678466797,275.982879638672,339.015899658203,345.070434570312,287.660583496094,364.456634521484,364.545806884766,27.0774974822998,-88.5564117431641,33.5877876281738,-2.63653492927551,-81.1193771362305,-49.1376495361328,-66.9203948974609,-90.0259094238281,-70.8661422729492,-65.9496154785156,-12.2315845489502,53.6964988708496,59.3080711364746,61.5105094909668,335.990658569336,-49.3855832338333,-30.7394571304321,-385.376241803169,337.468309402466,-194.169836284829,-2.17492218170149,61.5105094909668,0.183072082280149,NA,NA,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"363","-119.36639077756_43.8236395910858",-119.36639077756,43.8236395910858,NA,"Egley",45,111,131,620,754,1501,"Y","N",290.300537109375,328.03466796875,305.385131835938,306.009033203125,292.469360351562,318.388793945312,328.421051025391,302.478118896484,345.985412597656,371.087921142578,-193.919845581055,-160.277481079102,-25.5439929962158,9.8381462097168,9.90099048614502,-12.5588693618774,36.7049598693848,-21.1875495910645,5.71739721298218,91.1367034912109,144.519882202148,148.873657226562,140.580825805664,183.098587036133,318.856002807617,7.82501864433289,-177.098663330078,-311.030984163284,565.007766723633,-41.1711937101652,-0.373211510370806,183.098587036133,0.574235973053347,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"364","-119.366412258285_43.8151532589156",-119.366412258285,43.8151532589156,NA,"Egley",45,110,170,646,779,1414,"Y","Y",257.780792236328,191.70654296875,180.893676757812,188.112747192383,196.746948242188,179.570587158203,181.191223144531,153.821136474609,214.98371887207,218.595443725586,-391.844665527344,-353.409088134766,-113.36254119873,-51.8477668762207,-145.31755065918,-103.152587890625,-85.8303680419922,-128.113876342773,-122.158378601074,-73.1481475830078,-28.3867988586426,-61.9025955200195,-25.0297966003418,-6.16016435623169,196.340281677246,-120.472710418701,-372.626876831055,-316.812992095947,610.44010925293,14.8863361845572,0.139120024198085,-6.16016435623169,-0.0313749389763944,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"365","-119.366776678598_43.7136345246936",-119.366776678598,43.7136345246936,NA,"Egley",45,111,182,529,653,1666,"Y","N",454.134674072266,428.692352294922,423.438140869141,379.282562255859,393.376403808594,414.736846923828,420.920501708984,392.610626220703,415.973388671875,397.918334960938,-219.817764282227,-244.274810791016,-82.6689071655273,74.6728286743164,16.3102569580078,25.3251190185547,67.8021621704102,108.04174041748,188.354125976562,216.409698486328,282.902130126953,355.142639160156,337.136352539062,362.285034179688,412.108383178711,65.287434387207,-232.046287536621,-346.820948791504,617.736099243164,24.5371109773598,0.170545315686681,362.285034179688,0.879101345586029,11,10,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"366","-119.367314624529_43.7843242867017",-119.367314624529,43.7843242867017,NA,"Egley",45,111,147,618,750,1472,"Y","N",394.447357177734,481.132080078125,505.443237304688,420.382171630859,484.720764160156,457.805908203125,412.698425292969,412.524841308594,441.478454589844,474.173553466797,-349.240783691406,-383.524291992188,-147.679321289062,7.68187999725342,-32.6136894226074,44.6584930419922,114.791114807129,130.232559204102,168.508285522461,316.884033203125,365.008026123047,321.524078369141,357.347778320312,387.064666748047,448.480679321289,58.3947089195251,-366.382537841797,-390.085970401764,823.414337158203,75.0878409728274,0.433598719856503,387.064666748047,0.863057617852821,10,9,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"367","-119.367375545959_43.8342285046348",-119.367375545959,43.8342285046348,NA,"Egley",45,110,209,585,718,1505,"Y","N",292.329437255859,310,310.168243408203,302.827392578125,286.982238769531,232.610321044922,276.758422851562,267.938934326172,267.890594482422,314.636962890625,-375.544128417969,-356.90234375,-76.6169128417969,-29.7901153564453,-72.0637817382812,-53.2276344299316,-21.8242874145508,40.3292198181152,58.7918014526367,91.1367034912109,111.74193572998,48.7614097595215,47.8873252868652,106.540084838867,286.214254760742,-30.8425415039063,-366.223236083984,-317.056796264648,690.181091308594,52.8767443013961,0.419492194782809,111.74193572998,0.390413593562592,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"368","-119.368791196435_43.8297320004327",-119.368791196435,43.8297320004327,NA,"Egley",45,110,214,585,718,1505,"Y","N",475.911743164062,558.027099609375,475.352111816406,488.284912109375,464.316436767578,465.201477050781,458.866546630859,506.938018798828,480.314971923828,550.582763671875,-490.78564453125,-371.888732910156,-25.1149635314941,160.890182495117,142.656845092773,143.757888793945,112.676055908203,47.335319519043,93.3912506103516,215.393798828125,288.434997558594,205.549270629883,218.277252197266,220.277603149414,492.379608154297,80.7532642364502,-431.337188720703,-411.626343917847,1041.36840820312,151.587910094171,0.841552263857044,288.434997558594,0.585798015965371,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"369","-119.369049409264_43.7970607479486",-119.369049409264,43.7970607479486,NA,"Egley",35,110,142,666,802,1429,"Y","Y",405.664489746094,468.013458251953,475.744689941406,471.428558349609,437.608306884766,406.772399902344,486,466.373626708984,451.224945068359,502.798492431641,-403.044342041016,-247.870529174805,177.899688720703,118.925323486328,141.659683227539,105.406455993652,115.141952514648,0.401123136281967,30.8880310058594,158.08171081543,175.76611328125,235.902572631836,281.105987548828,276.854217529297,457.162896728516,77.6299553006887,-325.45743560791,-379.532941427827,905.842834472656,71.5585478837392,0.505133451847547,281.105987548828,0.614892392975106,NA,12,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"370","-119.370191214176_43.6768124949375",-119.370191214176,43.6768124949375,NA,"Egley",25,110,207,528,653,1633,"Y","N",328.595611572266,271.583374023438,319.063537597656,280.326202392578,266.172515869141,263.688262939453,310.072418212891,267.128021240234,291.052459716797,346.994537353516,-369.863006591797,-290.367767333984,-48.3925552368164,9.17431163787842,-87.8928985595703,-85.8380737304688,-115.021011352539,-45.4660911560059,-82.4284286499023,0.942507088184357,83.8831329345703,91.1701354980469,159.014022827148,188.674758911133,294.467694091797,-66.1406874358654,-330.115386962891,-360.608381527662,716.857543945312,-26.5572389102895,-0.218972575444575,188.674758911133,0.640731607224512,NA,13,376.465066406182,-2.01579978324963,13.4305574998614,1.04639405076396,13.6575825069043,5.70737885830586
"371","-119.371552523865_43.7770353514804",-119.371552523865,43.7770353514804,NA,"Egley",45,110,200,597,728,1542,"Y","N",381.713806152344,365.617431640625,372.977355957031,325.980377197266,378.917388916016,386.382293701172,363.708404541016,433.011352539062,388.015289306641,380.13134765625,-193.403305053711,-211.987655639648,-22.1882171630859,114.035087585449,85.7142868041992,111.259605407715,96.9220657348633,68.2911224365234,132.38916015625,206.886657714844,203.059066772461,183.792373657227,134.143051147461,200.600296020508,377.645504760742,78.438117980957,-202.69548034668,-299.207386779785,573.534652709961,55.7142107568489,0.424976840481078,206.886657714844,0.547832967973277,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"372","-119.371754663971_43.8226726570432",-119.371754663971,43.8226726570432,NA,"Egley",45,110,201,576,707,1501,"Y","N",262.240905761719,249.918106079102,320.337890625,263.787384033203,260.172637939453,275.804840087891,267.326721191406,295.366119384766,291.6083984375,328.708282470703,-379.310333251953,-319.526641845703,-9.19117641448975,-47.4055099487305,95.3560409545898,86.2429122924805,73.8255004882812,-5.35077285766602,39.2099914550781,137.818771362305,223.148849487305,186.388244628906,148.249450683594,163.636367797852,281.527128601074,27.412796497345,-349.418487548828,-254.114332103729,708.018615722656,118.691407619131,0.944500508762936,223.148849487305,0.792637109596312,NA,10,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"373","-119.373184771576_43.8322025880652",-119.373184771576,43.8322025880652,NA,"Egley",45,111,166,585,718,1505,"Y","N",406.515594482422,383.333343505859,418.047882080078,425.757568359375,368.191711425781,364.875091552734,402.927581787109,425.287353515625,430.939239501953,433.473114013672,-373.708923339844,-363.501495361328,-124.201560974121,136.098510742188,167.250717163086,250.303771972656,298.992156982422,254.612548828125,242.400619506836,314.243774414062,419.354827880859,357.964263916016,355.026458740234,393.525543212891,405.934848022461,159.555387115479,-368.605209350586,-246.379460906982,807.182037353516,266.856761794807,1.5788090291702,419.354827880859,1.03305944272529,10,5,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"374","-119.373671273136_43.7652352339304",-119.373671273136,43.7652352339304,NA,"Egley",45,110,182,591,723,1500,"Y","N",216.706069946289,249.895004272461,201.357467651367,238.059982299805,212.88410949707,224.971450805664,231.481475830078,182.6220703125,231.82861328125,278.135040283203,-306.436981201172,-379.365081787109,-15.4525384902954,16.6852054595947,-70.7563629150391,-73.1707305908203,-17.3482036590576,-7.62388801574707,0.595592617988586,47.5386772155762,60.3085556030273,89.9742965698242,121.203826904297,139.313980102539,226.794128417969,-43.8588774561882,-342.901031494141,-270.653005874157,584.572021484375,39.8781066056823,0.384853338270289,139.313980102539,0.61427507437843,NA,13,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"375","-119.373695407311_43.8484239036308",-119.373695407311,43.8484239036308,NA,"Egley",35,110,186,532,663,1613,"Y","N",269.703552246094,242.670440673828,261.920745849609,243.334457397461,227.075698852539,236.376510620117,243.743576049805,285.415222167969,240.326583862305,262.421264648438,-372.950805664062,-350.582153320312,-147.653091430664,-43.746150970459,-112.503562927246,-103.465850830078,-133.383575439453,-183.324966430664,-174.242431640625,-132.389297485352,-111.111114501953,-118.965515136719,-114.668975830078,-115.100318908691,251.298805236816,-149.240219497681,-361.766479492188,-400.539024734497,635.3720703125,-12.8471156956827,-0.0981263861933317,-43.746150970459,-0.174080218683228,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"376","-119.374028288451_43.7880068528952",-119.374028288451,43.7880068528952,NA,"Egley",45,110,168,606,737,1472,"Y","N",313.214447021484,427.893737792969,393.298065185547,422.421539306641,371.208892822266,385.563385009766,403.357727050781,409.278839111328,366.636108398438,313.312408447266,-281.194030761719,-275.221252441406,-9.18163681030273,-31.2262001037598,49.1087684631348,143.132843017578,141.453826904297,76.7766494750977,145.105438232422,176.091415405273,261.973449707031,237.565826416016,182.205978393555,240.997222900391,380.618515014648,67.8013301849365,-278.207641601562,-312.817184829712,594.506439208984,111.155626135493,0.776660490687783,261.973449707031,0.688283515837239,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"377","-119.374186842175_43.7589440149655",-119.374186842175,43.7589440149655,NA,"Egley",45,111,183,593,724,1546,"Y","N",179.813079833984,317.150817871094,284.546813964844,274.906372070312,280.606719970703,254.49674987793,226.288269042969,300.948760986328,282.229949951172,280.126434326172,-379.82080078125,-327.791839599609,-31.5044250488281,-14.9041872024536,-25.1700687408447,62.4211845397949,90.0846405029297,98.89453125,139.766586303711,193.530990600586,256.674591064453,239.287704467773,221.877639770508,152.34375,268.111396789551,44.2002003669739,-353.80632019043,-223.911196422577,659.947235107422,122.548037033827,1.01833484765786,256.674591064453,0.957343082531942,10,9,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"378","-119.375146431697_43.784216554182",-119.375146431697,43.784216554182,NA,"Egley",45,110,170,606,737,1535,"Y","N",374.166656494141,409.435546875,409.183258056641,388.244689941406,371.079437255859,377.870574951172,365.224639892578,387.772552490234,404.512481689453,462.184875488281,-301.327880859375,-317.403411865234,-53.9568328857422,167.906829833984,135.582427978516,140.511520385742,186.206893920898,145.879730224609,170.293792724609,222.889999389648,296.819793701172,278.344970703125,277.663940429688,313.796691894531,394.967471313477,109.47307434082,-309.365646362305,-285.494396972656,763.512756347656,150.040310010972,1.04292813672462,313.796691894531,0.794487431714289,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"379","-119.375172128823_43.8184676505641",-119.375172128823,43.8184676505641,NA,"Egley",45,110,156,576,707,1574,"Y","N",229.448669433594,344.827575683594,348.352386474609,304.029296875,326.706420898438,296.718475341797,329.475830078125,337.241394042969,357.669372558594,378.349395751953,-412.159332275391,-321.692413330078,-12.4621086120605,-2.37690997123718,-12.8122997283936,27.3593597412109,23.4036407470703,-19.230770111084,27.9394645690918,95.7622451782227,171.971115112305,115.209838867188,68.3834075927734,163.302749633789,325.281881713867,-2.2138676404953,-366.925872802734,-327.495749354362,790.508728027344,57.277366352596,0.416327306756206,171.971115112305,0.528683350594911,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"380","-119.376362464151_43.8257569433768",-119.376362464151,43.8257569433768,NA,"Egley",25,110,198,576,707,1574,"Y","N",182.899383544922,216.15202331543,225.653213500977,214.190979003906,201.09814453125,185.508224487305,195.83332824707,170.648468017578,203.051223754883,202.170959472656,-443.448272705078,-364.096801757812,-124.645889282227,-45.1058616638184,-1.48765254020691,-21.2418308258057,31.527889251709,5.3995680809021,-24.6278762817383,61.3254203796387,68.8705215454102,14.1915864944458,-0.800213396549225,17.6144943237305,199.720594787598,-41.4082513093948,-403.772537231445,-241.128846096993,645.619232177734,146.435366131685,1.275085438798,68.8705215454102,0.344834350301499,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"381","-119.377865787322_43.7422954529703",-119.377865787322,43.7422954529703,NA,"Egley",45,110,174,547,676,1604,"Y","N",255.341506958008,309.985107421875,331.133117675781,301.408447265625,301.833557128906,302.325592041016,318.738403320312,353.310119628906,347.227386474609,425.27880859375,-266.121704101562,-239.88557434082,-19.9362049102783,49.4526252746582,108.527130126953,91.8532943725586,148.71794128418,214.836791992188,308.335723876953,335.653106689453,405.720336914062,445.099090576172,483.522735595703,318.399047851562,324.658204650879,140.327517127991,-253.003639221191,-184.330687522888,691.400512695312,103.664270793938,0.826711103146963,483.522735595703,1.489328557446,8,7,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"382","-119.377945136449_43.6920468019622",-119.377945136449,43.6920468019622,NA,"Egley",55,111,187,529,653,1709,"Y","N",454.387481689453,390.414154052734,458.715606689453,446.546417236328,461.044921875,390.004669189453,414.389801025391,394.898864746094,446.864105224609,449.769592285156,-167.883209228516,-234.66667175293,-130.36164855957,-6.33914422988892,-150.052459716797,-57.3248405456543,-7.885657787323,-83.7314529418945,-13.9534883499146,96.8194580078125,188.591094970703,225.247528076172,248.267013549805,283.875854492188,430.703561401367,-39.8904810905457,-201.274940490723,-470.594042491913,617.652801513672,-132.163028115901,-0.907507157216118,283.875854492188,0.659097996702301,NA,13,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"383","-119.377964061117_43.7713113466282",-119.377964061117,43.7713113466282,NA,"Egley",35,110,169,591,723,1542,"Y","N",157.378204345703,153.981063842773,196.611358642578,160.337554931641,168.7763671875,166.784454345703,163.837890625,150.070129394531,135.749816894531,180.884948730469,-320.754730224609,-276.744171142578,-87.2632751464844,-40.1459846496582,-134.557601928711,-113.801452636719,-145.089279174805,-77.9679412841797,-124.421455383301,-77.5468826293945,-29.0563125610352,-51.9446601867676,-5.52486181259155,-16.0621757507324,163.441178894043,-110.659435653687,-298.749450683594,-274.100614547729,501.639678955078,-11.2063283390831,-0.1291605213765,-5.52486181259155,-0.0338033649168259,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"384","-119.3786034687_43.7956637478462",-119.3786034687,43.7956637478462,NA,"Egley",55,111,151,606,739,1544,"Y","N",392.640502929688,504.817749023438,485.001953125,429.135406494141,427.385894775391,471.981048583984,459.788787841797,497.615264892578,485.504272460938,499.410614013672,-412.931030273438,-379.632720947266,-66.5251235961914,87.6589889526367,47.8723411560059,91.5538330078125,162.30696105957,119.594596862793,215.293014526367,165.107147216797,234.70588684082,188.655975341797,171.648696899414,225.674087524414,465.328149414063,67.7934925079346,-396.281875610352,-397.534656906128,912.341644287109,130.810998453198,0.710797830489909,234.70588684082,0.504387897307223,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"385","-119.378723012947_43.8325090931421",-119.378723012947,43.8325090931421,NA,"Egley",45,110,197,561,689,1574,"Y","N",271.479919433594,234.482757568359,306.107696533203,363.862274169922,297.256683349609,265.813537597656,326.923065185547,375.690612792969,337.451751708984,354.324432373047,-351.718933105469,-290,71.6216201782227,100.69930267334,293.694885253906,269.791015625,311.381072998047,45.0845336914062,89.8058242797852,200.449188232422,241.491088867188,189.001602172852,249.055511474609,286.148742675781,313.339273071289,133.401853179932,-320.859466552734,-179.937419891357,706.043365478516,260.598783248322,2.06795974406224,311.381072998047,0.993750543766671,4,4,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"386","-119.379149749163_43.7133576863282",-119.379149749163,43.7133576863282,NA,"Egley",45,110,183,490,615,1738,"N","N",390.579956054688,378.432678222656,382.140502929688,344.217681884766,370.718597412109,401.895416259766,344.698272705078,369.035369873047,395.398223876953,462.745086669922,-314.940582275391,-341.997772216797,-107.73787689209,-83.4191589355469,-94.5634231567383,-33.4807319641113,63.4670028686523,43.1112442016602,158.298873901367,207.360610961914,238.463668823242,293.201873779297,289.668395996094,302.4873046875,383.986178588867,4.95024375915527,-328.469177246094,-379.035934829712,777.685668945312,-8.60020042119476,-0.0553324701296916,302.4873046875,0.787755709851662,NA,10,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"387","-119.379425681505_43.7211366094336",-119.379425681505,43.7211366094336,NA,"Egley",45,110,177,484,609,1761,"N","N",445.480621337891,475.435821533203,439.495178222656,414.760162353516,425.36474609375,425.826293945312,448.768859863281,463.395324707031,493.302703857422,467.387115478516,-377.535858154297,-411.524322509766,-110.862258911133,95.7258911132812,116.556289672852,159.735977172852,300.911865234375,316.082366943359,363.18408203125,399.638336181641,471.669616699219,402.467956542969,508.763153076172,299.646820068359,449.921682739258,170.111784362793,-394.530090332031,-279.809898376465,844.922973632812,233.036999849011,1.25620820814211,508.763153076172,1.13078158398295,8,6,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"388","-119.379440258199_43.8617446477483",-119.379440258199,43.8617446477483,NA,"Egley",45,110,192,522,650,1658,"Y","N",217.979049682617,282.58447265625,272.663146972656,248.471771240234,264.459808349609,227.111419677734,253.239929199219,245.376953125,310.780670166016,295.511657714844,-408.533996582031,-393.126037597656,-165.98681640625,-178.791610717773,-147.979507446289,-111.888114929199,-5.27148151397705,-87.2855682373047,-46.0208473205566,1.43884897232056,4.39882707595825,67.8605117797852,49.8434867858887,82.1488800048828,261.817887878418,-113.051230812073,-400.830017089844,-374.869118690491,704.045654296875,8.93798841886203,0.0620755349428387,82.1488800048828,0.313763435609987,NA,NA,490.464777519038,-1.59352335928085,12.6228354200602,1.15420484885259,12.6412820668608,5.51465603038965
"389","-119.379442746261_43.8229176289942",-119.379442746261,43.8229176289942,NA,"Egley",45,110,186,576,707,1574,"Y","N",299.542419433594,287.6494140625,315.946350097656,299.625457763672,327.226104736328,300.038421630859,319.052978515625,317.015411376953,327.34375,318.111450195312,-442.824249267578,-366.677490234375,-83.7696304321289,-35.6073226928711,-64.825927734375,-11.152416229248,-1.36500132083893,-86.6228103637695,-83.1378707885742,-4.75356531143188,49.5340843200684,42.8961067199707,21.2215328216553,58.7326126098633,311.15517578125,-68.8377950787544,-404.750869750977,-379.992970860004,760.935699462891,60.411481184673,0.417369777910283,58.7326126098633,0.188756662852858,NA,NA,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"390","-119.380435296415_43.7170398808227",-119.380435296415,43.7170398808227,NA,"Egley",55,110,174,484,609,1761,"N","N",316.441131591797,369.281036376953,350.432647705078,322.414306640625,353.541809082031,395.515106201172,396.534149169922,409.194641113281,455.279083251953,457.436248779297,-309.640167236328,-356.190490722656,-3.63372087478638,66.6229095458984,157.587554931641,106.411102294922,125.039169311523,195.29411315918,294.22119140625,403.555328369141,466.596801757812,423.618103027344,544.518798828125,259.453155517578,382.607015991211,145.550395917892,-332.915328979492,-237.056620073318,767.076416015625,129.323280871971,0.821653584189242,544.518798828125,1.42318038109535,9,8,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825
"391","-119.380920948465_43.7867632967528",-119.380920948465,43.7867632967528,NA,"Egley",45,111,188,606,737,1535,"Y","N",345.93994140625,383.333343505859,345.537750244141,367.294189453125,327.874938964844,318.040435791016,327.646362304688,336.193450927734,322.503967285156,363.636352539062,-430.474609375,-413.780792236328,-264.946105957031,32.5309028625488,-53.6316261291504,5.26461601257324,-41.131778717041,-5.53319931030273,12.5523014068604,41.7259368896484,91.3370971679688,71.6740341186523,72.5440826416016,93.0232543945312,343.800073242188,-59.5612648010254,-422.127700805664,-403.361338043213,794.110961914062,96.4151703030153,0.579886915963869,93.0232543945312,0.270573689869466,NA,NA,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"392","-119.381426781281_43.7377379916576",-119.381426781281,43.7377379916576,NA,"Egley",45,111,163,544,672,1655,"Y","N",145.97119140625,254.918380737305,225.78125,189.102569580078,166.864837646484,149.231887817383,181.617645263672,182.348648071289,177.875045776367,227.433975219727,-379.416290283203,-351.838989257812,-180.461334228516,-33.0158729553223,-77.3098678588867,-27.3972606658936,-22.7790431976318,43.5754203796387,60.3351936340332,51.3292961120605,54.0893669128418,113.579002380371,118.734924316406,121.864707946777,190.114543151855,-48.3473091125488,-365.627639770508,-238.461852264404,606.85026550293,103.076975941295,0.901247443392999,121.864707946777,0.641006763219776,NA,12,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"393","-119.381466199227_43.7758990409109",-119.381466199227,43.7758990409109,NA,"Egley",55,111,180,576,705,1542,"Y","N",541.086669921875,607.324523925781,574.866333007812,503.460998535156,573.901489257812,519.408508300781,511.233367919922,514.135131835938,521.522399902344,587.815307617188,-420.735046386719,-412.581359863281,-20.1501388549805,67.3358459472656,58.9198036193848,77.9411773681641,161.692352294922,135.463256835938,207.418853759766,292.969879150391,411.190826416016,347.812957763672,358.199768066406,157.051284790039,545.475473022461,98.0200496673584,-416.658203125,-447.455423355103,1008.55035400391,101.913659254214,0.537493961515723,411.190826416016,0.7538209264252,NA,10,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"394","-119.381892949224_43.8547767873773",-119.381892949224,43.8547767873773,NA,"Egley",45,110,201,537,665,1645,"Y","N",399.698333740234,370.015960693359,353.649353027344,364.440856933594,373.100311279297,377.19970703125,402.000732421875,391.139709472656,401.430847167969,405.940582275391,-386.342376708984,-396.211212158203,-89.6604385375977,48.5005569458008,206.873764038086,176.701568603516,170.957092285156,232.396499633789,263.403259277344,295.618408203125,348.633880615234,269.650665283203,257.126068115234,324.178771972656,383.861639404297,125.721337890625,-391.276794433594,-258.140301513672,792.282958984375,241.641092355386,1.4433790336396,348.633880615234,0.908227978071132,10,7,490.464777519038,-1.59352335928085,12.6228354200602,1.15420484885259,12.6412820668608,5.51465603038965
