"","x_y","Long","Lat","Plot","fire","canopy_cover","veg_height","hli","cwd_present","cwd_future","elevation","TE_future","TE_present","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","predisturbance_ndvi","postdisturbance_ndvi","disturbance_ndvi","delta_ndvi","dndvi","absolute_regrowth","relative_regrowth","max.postfire.ndvi","pct_recovery","time_to_0.8recovery","time_to_0.6recovery","postfire_ppt","postfire_tmin","postfire_tmax","postfire_vpdmin","postfire_vpdmax","postfire_tmean"
"59","-119.384450062_43.824674242",-119.384450062,43.824674242,"EG-8-3","Egley",45,111,144,573,703,1574,"Y","N",628,676,652,643,616,607,605,591,649,697,124,166,434,641,621,687,624,579,583,650,702,639,605,640,636.4,568.7,145,-67.6999999999999,573,261.069186365219,3.27021183637209,702,1.10307982401006,3,2,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"60","-119.38951632_43.779260876",-119.38951632,43.779260876,"EG-1-X","Egley",35,110,181,585,717,1551,"Y","N",454,462,509,447,452,451,495,479,514,525,507,179,325,347,280,208,251,309,297,270,278,288,279,313,478.8,274.4,343,-204.4,18,-153.392686527961,-3.17714852593209,347,0.724728487886383,NA,2,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739
"61","-119.389555461_43.819497068",-119.389555461,43.819497068,"EG-7-3","Egley",45,110,170,573,703,1524,"Y","N",571,568,581,585,559,566,577,574,607,607,581,184,360,463,583,535,556,478,504,565,612,568,555,557,579.5,484,382.5,-95.5,26,57.0089310001661,0.883910926375361,612,1.05608283002588,4,2,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671
"62","-119.389896942_43.728245585",-119.389896942,43.728245585,"EG-2-X","Egley",45,110,172,501,628,1761,"N","N",548,560,550,547,499,497,546,530,602,544,123,150,341,280,347,348,394,388,445,472,476,525,503,496,542.3,364.1,136.5,-178.2,421,37.3385795676604,0.437891831392706,525,0.968098838281394,8,2,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"63","-119.390559401_43.762678861",-119.390559401,43.762678861,"EG-10-2","Egley",35,110,183,569,697,1535,"Y","N",448,420,495,424,417,430,414,448,442,510,142,175,260,327,246,204,250,269,268,256,271,285,260,282,444.8,252.6,158.5,-192.2,368,-46.0441938843124,-0.817970029778802,327,0.735161870503597,NA,3,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727
"64","-119.393399631_43.707399428",-119.393399631,43.707399428,"EG-9-3","Egley",35,110,191,511,638,1749,"N","N",487,511,539,478,457,521,482,546,554,542,519,189,357,364,359,383,528,450,567,542,611,547,596,477,511.7,435,354,-76.7,23,-21.5175003412876,-0.391211047294733,611,1.19405901895642,6,2,408.44415974653,-1.73938715319926,13.0201133340064,1.1694123954596,13.2272512915686,5.64036309040357
"65","-119.39503267_43.773570477",-119.39503267,43.773570477,"EG-B3-2","Egley",45,110,175,574,703,1561,"Y","N",584,534,582,555,570,590,545,553,576,598,597,231,411,344,230,254,267,310,287,336,326,333,377,372,568.7,299.6,414,-269.1,1,-226.092863650978,-4.83447939115747,411,0.722700896782135,NA,2,391.024047405093,-2.12403650698522,13.9138135595236,0.942608211395372,14.2005711706783,5.89488852626921
"66","-119.398529332_43.753288512",-119.398529332,43.753288512,"EG-3-2","Egley",45,110,186,571,701,1591,"Y","N",475,467,540,513,524,511,492,536,527,566,524,153,282,292,198,219,265,265,261,255,304,326,295,357,515.1,249.4,338.5,-265.7,42,-191.573855867974,-3.12519038783045,357,0.693069306930693,NA,11,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674
"67","-119.399193691_43.75943034",-119.399193691,43.75943034,"EG-B7-2","Egley",45,110,186,569,697,1564,"Y","N",562,560,564,544,550,526,538,534,575,594,142,155,327,456,335,374,296,265,277,269,339,352,378,354,554.7,309.3,148.5,-245.4,452,5.16180612408812,0.0680768368186524,456,0.822065981611682,3,3,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674
"68","-119.401692156_43.842209204",-119.401692156,43.842209204,"EG-1-2","Egley",45,110,145,561,691,1526,"Y","N",480,520,526,513,509,487,505,522,550,564,531,214,414,293,286,310,325,312,300,349,418,395,472,490,517.6,322.1,372.5,-195.5,33,-158.427087199375,-3.50830834426915,490,0.946676970633694,10,2,411.04813803178,-2.1427345917783,13.8720734357052,0.917131432761655,14.134119525128,5.86466942196344
"69","-119.40432966_43.774274536",-119.40432966,43.774274536,"EG-8-2","Egley",45,110,175,574,703,1553,"Y","N",505,501,498,496,484,506,506,470,519,534,138,122,332,434,301,282,268,303,258,270,271,295,310,276,501.9,284.1,130,-217.8,396,2.80494988774876,0.0424619550416314,434,0.864714086471409,3,2,391.024047405093,-2.12403650698522,13.9138135595236,0.942608211395372,14.2005711706783,5.89488852626921
"70","-119.407927276_43.776763052",-119.407927276,43.776763052,"EG-11-1","Egley",45,110,171,585,715,1553,"Y","N",527,514,493,461,506,465,514,486,547,528,504,164,297,386,306,329,346,339,382,426,467,456,491,492,504.1,344.2,334,-159.9,24,-85.3463350233707,-1.53482019410689,492,0.975996826026582,9,3,391.024047405093,-2.12403650698522,13.9138135595236,0.942608211395372,14.2005711706783,5.89488852626921
"71","-119.412818004_43.762404877",-119.412818004,43.762404877,"EG-12-2","Egley",45,110,179,560,689,1598,"Y","N",614,592,652,565,600,587,578,580,627,669,107,151,254,387,291,234,291,282,283,291,336,339,392,403,606.4,280,129,-326.4,562,-57.6283798056546,-0.583765514229411,403,0.66457783641161,NA,3,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674
"72","-119.419704109_43.728326598",-119.419704109,43.728326598,"EG-6-2","Egley",35,110,179,547,676,1645,"Y","N",492,485,517,417,439,465,447,464,473,503,109,169,271,268,289,192,266,250,254,286,325,301,388,358,470.2,257,139,-213.2,394,-37.931210205303,-0.567212223821541,388,0.825180774138664,12,4,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674
"73","-119.433721128_43.826353169",-119.433721128,43.826353169,"EG-5-2","Egley",55,111,166,615,747,1476,"Y","N",582,660,585,635,635,578,595,585,622,609,118,192,347,307,266,322,266,314,281,320,328,337,336,416,608.6,294.3,155,-314.3,491,-55.486138819918,-0.630429135669882,416,0.683535984226093,NA,13,416.01807571925,-2.24804392764381,13.716344013608,0.864908066931516,13.8824351844233,5.73415004298211
"74","-119.595008647_43.838174945",-119.595008647,43.838174945,"EG-11-2","Egley",35,110,183,563,692,1643,"Y","N",483,493,506,498,480,507,466,467,546,529,507,186,298,251,288,287,267,253,269,255,284,269,335,279,497.5,263.8,346.5,-233.7,22,-150.111410385116,-2.83854856022957,335,0.673366834170854,NA,12,461.488737339366,-2.76532815161326,13.491389198685,0.691760113888479,13.5588217939426,5.36303052353585
"75","-119.596256319_43.850772012",-119.596256319,43.850772012,"EG-4-1","Egley",45,111,143,548,677,1586,"Y","N",549,552,579,551,549,550,549,544,554,611,112,136,252,348,262,345,364,372,437,441,503,492,473,482,558.8,346,124,-212.8,499,18.9241571911156,0.207691357758393,503,0.900143163922692,10,3,543.282602084886,-2.49046150714116,12.5882166853272,0.791461980001331,12.4798146644585,5.04887758909304
"76","-119.808166488_44.951060925",-119.808166488,44.951060925,"WH-4-1","Wheeler",25,110,200,503,635,1363,"N","N",622,653,624,614,533,522,595,624,628,618,237,413,483,589,628,667,644,725,714,725,626,646,644,686,603.3,621.4,325,18.1,381,208.046425811141,4.12723121237676,725,1.20172385214653,2,1,386.975418088829,2.17819763771134,13.8134820485936,2.0675831024996,12.9580690077723,7.99583984315249
"77","-119.809468774_44.950182844",-119.809468774,44.950182844,"WH-5-3","Wheeler",0,101,206,503,635,1161,"N","N",600,590,622,562,572,513,617,574,608,643,270,434,415,488,500,555,566,624,565,606,482,605,500,629,590.1,523.5,352,-66.6,373,89.4703531602723,1.75969840948191,629,1.06592103033384,3,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"78","-119.820143965_44.951722161",-119.820143965,44.951722161,"WH-3-X","Wheeler",15,110,216,505,639,1240,"Y","N",570,608,630,504,484,479,588,539,526,596,471,584,477,465,457,486,506,577,566,585,558,573,536,633,552.4,526.1,527.5,-26.3,125,-42.2034662962857,-3.50748785899423,633,1.14590876176684,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"79","-119.82171311_44.955969166",-119.82171311,44.955969166,"WH-3-1","Wheeler",15,110,183,470,600,1240,"N","N",636,696,691,637,556,516,658,678,689,680,225,360,270,301,383,405,411,489,504,520,500,520,450,571,643.7,414.3,292.5,-229.4,455,-36.9894127824208,-0.371000682615714,571,0.887059189063228,9,5,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"80","-119.836275983_44.95296922",-119.836275983,44.95296922,"WH-3-2","Wheeler",25,110,215,490,624,1207,"N","N",648,674,687,626,616,556,672,680,661,700,282,568,511,488,532,596,575,675,675,701,659,655,605,710,652,598,425,-54,418,49.5122144524,1.01869686969246,710,1.08895705521472,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"81","-119.836292302_44.957627599",-119.836292302,44.957627599,"WH-7-3","Wheeler",25,110,170,490,624,1273,"N","N",592,642,622,515,567,494,565,608,641,660,229,485,557,642,725,687,676,719,736,773,687,763,596,775,590.6,668.7,357,78.1,431,211.984414602867,6.51942057694345,775,1.31222485607856,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"82","-119.838445966_44.964470191",-119.838445966,44.964470191,"WH-5-1","Wheeler",0,106,209,478,612,1406,"N","N",613,610,622,551,452,476,580,598,668,671,351,421,366,418,483,482,544,606,586,626,481,623,541,698,584.1,501.3,386,-82.8,320,15.6397155388502,0.252581607967861,698,1.19500085601781,4,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"83","-119.840348197_44.954447069",-119.840348197,44.954447069,"WH-5-2","Wheeler",25,110,196,515,649,1273,"Y","N",597,649,688,614,519,471,589,654,653,658,425,498,501,385,483,481,439,515,461,475,432,425,468,507,609.2,467,461.5,-142.2,233,-76.4513417684583,-1.801789391778,515,0.845370978332239,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"84","-119.844086993_44.94162619",-119.844086993,44.94162619,"WH-2-X","Wheeler",25,110,163,548,681,1204,"Y","N",574,595,567,525,556,518,616,579,595,632,308,298,300,221,352,313,304,421,335,417,325,275,232,385,575.7,328.6,303,-247.1,324,-96.369814574213,-1.18614269781057,421,0.731283654681258,NA,4,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"85","-119.845723854_44.943278182",-119.845723854,44.943278182,"WH-4-2","Wheeler",25,110,138,548,681,1204,"Y","N",533,558,598,581,493,436,542,579,605,620,245,381,291,327,373,398,429,444,498,534,316,334,361,421,554.5,399.1,313,-155.4,375,-21.2558530628627,-0.318538690568592,534,0.963029756537421,7,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638
"86","-119.854064861_44.939279198",-119.854064861,44.939279198,"WH-1-1","Wheeler",25,110,179,551,685,1073,"Y","N",533,593,573,549,537,475,610,608,604,649,363,394,376,328,394,403,422,520,458,493,472,507,454,568,573.1,426,378.5,-147.1,286,-64.656943121856,-1.04324601530475,568,0.991101029488745,7,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"87","-119.865569131_44.949958746",-119.865569131,44.949958746,"WH-2-2","Wheeler",15,110,175,526,661,1202,"Y","N",577,544,569,479,519,503,584,532,562,573,240,419,325,264,376,427,406,505,512,427,413,526,416,533,544.2,407.4,329.5,-136.8,333,-7.5097424493909,-0.124586418963311,533,0.979419331128262,7,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"88","-119.873846052_44.952720836",-119.873846052,44.952720836,"WH-1-2","Wheeler",15,110,214,526,661,1202,"Y","N",596,636,653,544,556,449,658,600,678,675,392,427,412,273,438,404,374,434,377,427,337,410,281,448,604.5,390.3,409.5,-214.2,283,-117.412721260754,-1.81117431298894,448,0.74110835401158,NA,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"89","-119.877714187_44.954237604",-119.877714187,44.954237604,"WH-1-X","Wheeler",0,104,229,492,627,1202,"N","N",521,533,557,427,434,360,549,495,503,520,311,321,261,200,227,287,292,371,248,272,246,283,292,363,489.9,272.5,316,-217.4,209,-113.393999482717,-1.85473134756104,371,0.757297407634211,NA,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"90","-119.879273959_44.959343908",-119.879273959,44.959343908,"WH-2-3","Wheeler",25,110,140,492,627,1355,"N","N",588,601,533,473,448,442,502,616,664,617,253,418,394,429,550,583,608,710,712,747,654,756,636,778,548.4,580.5,335.5,32.1,364,127.330549585256,2.15608791115291,778,1.41867250182349,4,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"91","-119.890142491_44.960611047",-119.890142491,44.960611047,"WH-1-3","Wheeler",15,110,238,469,602,1440,"N","N",532,612,601,490,461,480,561,571,604,659,302,493,483,443,609,568,567,631,663,678,574,654,524,666,557.1,570.9,397.5,13.8,357,82.8944071150877,2.1668057456191,678,1.21701669359181,1,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"92","-119.891720658_44.956480763",-119.891720658,44.956480763,"WH-6-3","Wheeler",25,110,216,491,624,1440,"N","N",617,614,547,489,502,491,555,582,597,668,210,397,391,417,547,508,580,612,650,615,629,587,659,675,566.2,534.6,303.5,-31.6,458,104.322911137844,1.75266166492851,675,1.19215824796892,4,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993
"93","-119.899516376_44.954966429",-119.899516376,44.954966429,"WH-2-1","Wheeler",25,110,239,481,614,1425,"N","N",564,549,551,521,491,464,498,584,635,616,276,413,372,375,506,448,452,508,523,543,540,521,540,585,547.3,468,344.5,-79.3,340,9.19244693082197,0.170172913306298,585,1.06888361045131,4,1,399.61538947114,1.77567602276931,12.8481534077579,2.06324257257354,11.984548778031,7.3119147152636
"94","-120.437994739_44.483361403",-120.437994739,44.483361403,"HRN5","HR",35,110,149,450,575,1497,"N","N",580,436,578,575,699,618,583,646,707,665,299,393,396,443,363,442,424,431,484,479,507,600,636,675,608.7,436.2,346,-172.5,366,-64.6917417738408,-0.999314123077579,675,1.10892065056678,10,1,646.25371307543,0.683930226895157,11.71096852645,1.79191116812632,10.9301647134362,6.19744937667258
"95","-120.447936914_44.473558838",-120.447936914,44.473558838,"HRN11","HR",15,110,122,438,562,1406,"N","N",509,466,566,580,584,618,604,678,640,640,312,382,419,419,470,452,408,474,462,586,597,619,629,616,588.5,466.9,347,-121.6,328,-25.9085718467675,-0.377309765732457,629,1.06881903143585,7,1,513.462226724857,0.953850009566081,13.3078464134085,1.68140980634345,12.489668064928,7.13084821148731
"96","-120.457295014_44.467842973",-120.457295014,44.467842973,"HRS8","HR",0,108,220,473,599,1405,"N","N",576,500,597,592,617,658,641,597,603,595,210,316,413,454,488,541,565,589,544,627,643,657,612,588,597.6,518,263,-79.6,385,129.743679248854,1.83805161019455,657,1.09939759036145,4,2,513.462226724857,0.953850009566081,13.3078464134085,1.68140980634345,12.489668064928,7.13084821148731
"97","-120.541076783_44.477715969",-120.541076783,44.477715969,"HRS4","HR",15,110,230,481,604,1481,"N","N",515,502,577,555,565,587,603,589,578,581,276,318,387,440,582,569,444,543,565,614,593,575,594,594,565.2,505.5,297,-59.7,305,117.938562374715,1.78263255634494,614,1.08634111818825,4,2,642.977653128769,0.558571587884094,11.7764872731966,1.74748501817094,11.01861144823,6.16752943054033
"98","-120.542380917_44.470704422",-120.542380917,44.470704422,"HRN2","HR",15,110,119,535,661,1430,"Y","N",479,406,511,543,561,546,578,600,631,601,222,284,318,335,481,495,453,548,561,583,612,567,585,602,545.6,467,253,-78.6,379,77.7155540229336,0.93098471770934,612,1.1217008797654,4,3,488.562194384424,0.940657803057502,13.5563629013949,1.69306944167194,12.8535494603458,7.24851035222618
"99","-120.542396321_44.471697515",-120.542396321,44.471697515,"HRN1","HR",25,110,86,535,661,1406,"Y","N",503,426,575,564,624,567,562,606,605,583,337,368,381,457,337,527,491,562,507,579,552,588,577,577,561.5,476.1,352.5,-85.4,246,19.244165502991,0.357259126684116,588,1.04719501335708,3,1,488.562194384424,0.940657803057502,13.5563629013949,1.69306944167194,12.8535494603458,7.24851035222618
"100","-117.540451672041_46.2773682085605",-117.540451672041,46.2773682085605,NA,"School",55,111,128,278,394,1429,"N","N",734,760,798,752,767,667,781,777,791,787,244,298,458,532,463,476,370,469,492,523,543,583,644,623,761.4,462.4,271,-299,543,-33.8376410329706,-0.326479925746299,644,0.845810349356449,12,2,749.386384950805,3.45736659071865,11.7993239684283,3.01442378997224,10.4726554687499,7.62834527957346
"101","-117.597458017515_46.2483836691138",-117.597458017515,46.2483836691138,NA,"School",55,111,128,315,436,1384,"N","N",718,781,790,765,750,771,731,735,630,755,240,477,512,545,525,544,460,603,660,687,669,674,706,725,742.6,568.2,358.5,-174.4,515,32.6867058525803,0.509002898439412,725,0.976299488284406,7,1,975.165864190642,2.21037339972291,10.845363141871,2.71643434811256,9.90550656791395,6.52786827079696
"102","-117.60145390383_46.240269097278",-117.60145390383,46.240269097278,NA,"School",55,110,244,301,423,1423,"N","N",735,774,764,800,761,758,794,716,782,786,273,459,535,615,588,594,601,646,632,610,643,640,668,645,767,592.3,366,-174.7,513,71.7864572779366,0.9726717106898,668,0.870925684485007,3,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"103","-117.601490029799_46.2587777292772",-117.601490029799,46.2587777292772,NA,"School",55,111,45,316,436,1243,"N","N",778,805,823,810,800,874,803,805,599,791,263,561,594,660,690,654,576,714,667,658,718,759,771,764,788.8,649.2,412,-139.6,528,120.67085315487,2.09804335397285,771,0.977434077079108,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"104","-117.605669062884_46.2477099325263",-117.605669062884,46.2477099325263,NA,"School",65,111,183,319,441,1465,"N","N",728,734,762,726,700,743,764,759,762,746,245,397,512,532,555,559,575,597,603,628,633,610,664,641,742.4,559.1,321,-183.3,501,66.4609043296034,0.752301935460865,664,0.894396551724138,7,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"105","-117.608727778522_46.2507898490646",-117.608727778522,46.2507898490646,NA,"School",55,111,39,319,441,1465,"N","N",787,784,751,857,738,814,795,754,801,820,262,485,569,621,614,626,593,680,652,619,641,679,670,658,790.1,610,373.5,-180.1,558,73.7073260254695,0.974555054877129,680,0.86065055056322,7,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"106","-117.617878487349_46.2476901120601",-117.617878487349,46.2476901120601,NA,"School",65,110,221,336,460,1166,"N","N",796,771,822,800,837,787,814,781,812,780,213,489,608,666,660,701,589,742,732,747,742,749,767,729,800,667.6,351,-132.4,567,136.187686726634,1.81231795254353,767,0.95875,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"107","-117.622958723567_46.2445967902147",-117.622958723567,46.2445967902147,NA,"School",45,111,54,336,460,1166,"N","N",729,767,798,841,763,838,810,779,827,820,180,414,607,591,657,597,668,673,628,647,684,688,709,677,797.2,616.6,297,-180.6,640,120.122699767913,1.3455579977648,709,0.889362769693929,4,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"108","-117.628525611702_46.2508448532387",-117.628525611702,46.2508448532387,NA,"School",45,110,69,336,460,1353,"N","N",634,627,636,616,647,623,697,583,603,679,259,467,523,562,580,591,536,589,523,545,581,568,578,577,634.5,549.7,363,-84.8,420,93.5566196250081,2.15862857929178,591,0.931442080378251,2,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386
"109","-118.480095236293_44.4997425906089",-118.480095236293,44.4997425906089,NA,"Easy",55,110,203,448,577,1681,"N","N",641,630,663,591,679,668,754,696,759,698,250,343,515,604,601,718,781,665,723,680,730,703,657,677,677.9,636,296.5,-41.9,448,211.739318402807,2.51204311340679,781,1.15208732851453,3,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"110","-118.483388675408_44.4930017952003",-118.483388675408,44.4930017952003,NA,"Easy",55,110,77,448,574,1708,"N","N",618,636,696,617,689,673,746,744,745,674,194,279,370,492,442,523,573,567,559,558,673,650,708,682,683.8,503.6,236.5,-180.2,480,90.9090851785778,0.819557065937185,708,1.03539046504826,6,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"111","-118.492478166967_44.4976163096314",-118.492478166967,44.4976163096314,NA,"Easy",55,110,138,448,574,1708,"N","N",619,618,542,647,618,653,621,692,682,619,199,342,438,498,436,527,498,506,560,507,576,606,626,620,631.1,488.8,270.5,-142.3,420,66.2809042259784,0.861935023963916,626,0.991918871811123,5,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"112","-118.493303803968_44.5016999060744",-118.493303803968,44.5016999060744,NA,"Easy",55,110,169,473,600,1616,"N","N",605,630,621,628,620,629,638,635,673,624,190,331,356,454,503,560,577,581,587,576,615,587,621,587,630.3,514,260.5,-116.3,434,132.301226455879,1.57961673873339,621,0.985245121370776,5,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"113","-118.500251542628_44.5024565966527",-118.500251542628,44.5024565966527,NA,"Easy",55,111,147,407,532,1922,"N","N",558,609,602,619,629,650,669,669,683,636,217,311,382,481,572,667,762,774,792,793,845,826,858,808,632.4,637.9,264,5.5,419,242.008073276644,2.68819578186777,858,1.35673624288425,4,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"114","-118.508846393019_44.5130064205141",-118.508846393019,44.5130064205141,NA,"Easy",55,110,165,433,559,1824,"N","N",610,601,613,670,612,684,684,693,744,675,193,283,337,397,384,447,493,576,616,609,666,731,757,719,658.6,480.8,238,-177.8,482,32.6358623731359,0.305215158984753,757,1.14940783480109,7,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497
"115","-118.794435408018_43.9883306783031",-118.794435408018,43.9883306783031,NA,"Calamity",45,111,151,632,767,1572,"Y","N",597,566,572,585,545,571,550,559,581,590,185,261,262,435,461,384,360,374,355,383,431,441,462,517,571.6,370.6,223,-201,405,36.8307080542735,0.477660410593437,517,0.904478656403079,4,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588
"116","-118.807870427935_43.9937738683928",-118.807870427935,43.9937738683928,NA,"Calamity",45,110,195,608,743,1586,"Y","N",570,610,594,564,562,569,566,565,608,621,92,182,328,504,586,455,617,555,596,597,656,532,623,669,582.9,507.6,137,-75.3,529,212.168908255594,2.49342806488294,669,1.14770972722594,3,3,462.065417268612,0.0847520933230509,12.4609476264774,1.72284859858787,12.4811638972745,6.27284985990021
"117","-118.82201577194_44.0367897905789",-118.82201577194,44.0367897905789,NA,"Calamity",55,111,158,510,637,1726,"N","N",567,569,566,585,584,581,562,560,622,557,164,215,372,355,304,312,324,356,300,297,357,343,330,358,575.3,319.2,189.5,-256.1,393,-32.6922124674648,-0.433359495779377,372,0.646619155223362,NA,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617
"118","-118.836029576162_44.0398561057931",-118.836029576162,44.0398561057931,NA,"Calamity",35,110,147,567,701,1689,"Y","N",495,538,567,546,507,536,516,519,545,474,125,225,332,409,540,548,622,618,612,630,633,595,626,528,524.3,516.9,175,-7.39999999999998,349,251.721884640325,3.64851307555073,633,1.20732405111577,4,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617
"119","-118.941265057594_45.0506973247565",-118.941265057594,45.0506973247565,NA,"BC",55,111,163,588,726,1074,"Y","N",458,548,499,588,584,575,535,578,546,529,163,252,340,298,317,294,328,338,398,309,358,367,381,385,544,323.2,207.5,-220.8,366,-25.7827096320407,-0.361989713750611,398,0.731617647058823,NA,2,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"120","-118.951296437809_45.0554852512336",-118.951296437809,45.0554852512336,NA,"BC",35,111,71,588,726,1179,"Y","N",541,542,593,629,658,597,598,661,655,661,250,414,439,408,435,431,454,452,584,577,544,653,617,643,613.5,473.8,332,-139.7,411,-26.377694174647,-0.424903879370453,653,1.06438467807661,8,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"121","-118.955368500988_45.0583701887013",-118.955368500988,45.0583701887013,NA,"BC",55,111,57,596,734,964,"Y","N",530,581,632,706,673,682,701,622,682,700,246,446,537,427,583,572,448,446,566,534,572,641,625,540,650.9,513.1,346,-137.8,454,26.255711453732,0.442775738493199,641,0.984790290367184,2,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"122","-118.95656912222_45.0490120120767",-118.95656912222,45.0490120120767,NA,"BC",45,110,103,569,707,1179,"Y","N",562,467,639,678,701,639,694,694,668,686,253,422,504,411,437,390,391,440,471,491,499,455,474,490,642.8,445.6,337.5,-197.2,433,-68.3966140893778,-1.02257321069127,504,0.784069695084007,NA,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"123","-118.96612305808_45.0300294125736",-118.96612305808,45.0300294125736,NA,"BC",45,110,95,589,728,989,"Y","N",577,561,616,716,667,689,698,713,630,702,229,433,490,508,538,448,508,527,561,470,547,573,577,571,656.9,503,331,-153.9,473,32.7580869891009,0.488381879993142,577,0.878368092555945,4,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"124","-118.972550577735_45.0236807089436",-118.972550577735,45.0236807089436,NA,"BC",55,111,93,611,750,1111,"Y","N",578,602,655,750,664,680,672,694,664,756,232,464,516,527,572,602,607,592,647,583,592,693,647,681,671.5,570.2,348,-101.3,524,88.2905371826363,1.46029803053519,693,1.03201787043932,4,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269
"125","-118.979644084765_45.0224432834163",-118.979644084765,45.0224432834163,NA,"BC",45,111,171,611,750,1082,"Y","N",430,493,632,618,715,723,636,705,644,687,251,381,437,335,296,329,467,425,481,462,538,501,485,469,628.3,415.1,316,-213.2,436,-96.3135107210833,-1.28452566794209,538,0.856278847684227,10,1,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403
