grass.pct,shrub.pct,log.regen.density,seedling.pct,field.cluster,Plot,Long,Lat,postdisturbance_ndvi,delta_ndvi,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y.x,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_ndvi,disturbance_ndvi,dndvi,absolute_regrowth,max.postfire.ndvi,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re-0gen_prob,x_y.y,herb.pct,green.pct,npv.pct,aspect,slope,seedling.density,densiometer,dom.tree.spp,dom.seedling.spp,young.tree.density,regen.density,year,log.seedling.density
28.75,70,3.912023005428146,3.75,1,CA-4-1,-118.806875456,43.993536097,489.8,-150.3,0.937034067837746,1.03890017184815,0.850746536726893,28.8736263736264,2,-118.806875456_43.993536097,Calamity,45,110,145,608,743,1586,Y,N,643,653,655,613,651,614,630,637,636,669,254,271,321,473,502,442,526,571,559,596,637,588,658,665,640.1,262.5,415,79.4139966871573,665,6,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,435.7259617907519,6.117713781642215,13.767597323119706,0.2576057016849518,-118.806875456_43.993536097,32.5,72.5,16.25,-0.400849297062757,15,50,2.47395833333333,PIPO,PIPO,0,50,2023,3.912023005428146
28.75,75,0,0,1,EG-B8-1,-119.38005754,43.703868491,347,-239.8,-2.10776641709433,0.916837082481254,0.907147999700796,23.7142857142857,1,-119.38005754_43.703868491,Egley,45,111,185,509,634,1692,N,N,596,592,628,580,554,571,548,577,620,602,599,174,318,309,306,344,345,354,427,429,464,468,472,538,586.8,386.5,3,-146.951422576694,538,12,7,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825,449.06796128898094,5.949442501921514,12.722747515516504,0.36450207233428955,-119.38005754_43.703868491,7.5,72.5,15,-0.241273155662401,4,0,0.716145833333333,PIPO,-,0,0,2023,0
3.125,20,9.878169744551839,67.5,2,EA-1-1,-118.512452886,44.491765645,422.1,-181.3,0.189347400346148,1.1518064302287,0.959150681000842,38.9065934065934,2,-118.512452886_44.491765645,Easy,45,110,191,410,535,1871,N,N,590,583,585,590,617,608,642,628,654,537,217,277,292,343,324,400,440,462,576,515,592,690,695,695,603.4,247,320,17.5756736735348,695,8,5,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,851.5434316800208,5.210260537548999,10.067503333837859,0.643031895160675,-118.512452886_44.491765645,32.5,90,7.5,0.330119795886369,13,19500,64.84375,PICO,PICO,0,19500,2023,9.878169744551839
3.75,43.75,6.907755278982137,22.5,2,M26,-117.6325552,46.24204831,639.7,-110,1.25645882932114,0.948379351740696,0.12068932925018,4.34615384615383,2,-117.6325552_46.24204831,School,55,111,101,277,396,1486,N,N,731,702,731,777,734,820,755,739,761,747,335,589,675,687,665,646,531,689,647,629,639,682,690,711,749.7,462,412,53.5447314885801,711,2,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,990.2238782333666,6.840903874699335,8.889179972438189,NA,-117.6325552_46.24204831,30,48.75,27.5,-0.472346866539707,32.60638428,1000,1.43229,ABGR,ABGR,0,1000,2022,6.907755278982137
3.75,63.75,8.517193191416238,0,1,M4,-117.5618789,46.25715141,693.5,-57.1,2.50818651486969,1.01518784972022,0.410355902183728,10.1758241758242,2,-117.5618789_46.25715141,School,55,110,229,272,393,1499,N,N,710,695,802,733,764,739,754,729,799,781,362,528,639,713,711,731,668,762,722,749,712,740,740,719,750.6,445,419,127.656831880901,762,2,1,975.165864190642,2.21037339972291,10.845363141871,2.71643434811256,9.90550656791395,6.52786827079696,971.7964485795052,6.606913788794129,8.63216361213367,0.6433929204940796,-117.5618789_46.25715141,22.5,52.5,47.5,0.137236625375851,18.56039238,4800,31.25,PIPO,ABGR,200,5000,2022,8.476371196895983
30,68.75,5.783825182329737,0,1,WH-6-3,-119.891720658,44.956480763,534.6,-31.6,1.75266166492851,1.19215824796892,0.80667106526956,23.1758241758242,2,-119.891720658_44.956480763,Wheeler,25,110,216,491,624,1440,N,N,617,614,547,489,502,491,555,582,597,668,210,397,391,417,547,508,580,612,650,615,629,587,659,675,566.2,303.5,458,104.322911137844,675,4,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,429.8206254118595,7.800397553782448,12.39720126705842,0.2776668071746826,-119.891720658_44.956480763,10.625,72.5,25.625,0.423245741621281,19,250,2.99479166666667,PIPO,JUOC-PIPO,75,325,2023,5.521460917862246
30,86.25,0,0,1,WH-3-2,-119.836275983,44.95296922,598,-54,1.01869686969246,1.08895705521472,0.606605519112254,14.7307692307693,2,-119.836275983_44.95296922,Wheeler,25,110,215,490,624,1207,N,N,648,674,687,626,616,556,672,680,661,700,282,568,511,488,532,596,575,675,675,701,659,655,605,710,652,425,418,49.5122144524,710,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638,434.3754281639393,8.410642108391455,13.187650352098048,0.27186477184295654,-119.836275983_44.95296922,6.25,82.5,17.5,0.503860586514163,39,0,0,PIPO,-,0,0,2023,0
30.625,25,4.605170185988092,0,3,CA-1-1,-118.830700875,44.046038073,371.6,-257,-0.122717393094838,0.919503658924594,0.966310205900044,29.9120879120879,2,-118.830700875_44.046038073,Calamity,55,110,210,567,701,1729,Y,N,634,659,634,603,658,643,565,620,643,627,167,212,268,309,294,355,395,442,456,449,536,546,533,578,628.6,189.5,460,-11.7750925865806,578,10,6,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,524.8899645073534,6.001723475376922,12.359802029785303,0.29304587841033936,-118.830700875_44.046038073,17.5,46.875,45,0.486878812565741,6,100,0.1953125,PIPO,PIPO,0,100,2023,4.605170185988092
31.25,23.75,5.0106352940962555,1.25,3,EG-3-2,-119.398529332,43.753288512,249.4,-265.7,-3.12519038783045,0.693069306930693,0.51733944392636,9.95054945054945,1,-119.398529332_43.753288512,Egley,45,110,186,571,701,1591,Y,N,475,467,540,513,524,511,492,536,527,566,524,153,282,292,198,219,265,265,261,255,304,326,295,357,515.1,338.5,42,-191.573855867974,357,NA,11,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674,409.6751396544755,5.70658207712301,13.972442657391815,NA,-119.398529332_43.753288512,18.75,27.5,45.625,0.154911597479561,3,150,0,PIPO?,PIPO,0,150,2023,5.0106352940962555
32.5,63.75,0,0,1,HRN1,-120.542396321,44.471697515,476.1,-85.4,0.357259126684116,1.04719501335708,0.731297873192897,19.3571428571429,2,-120.542396321_44.471697515,HR,25,110,86,535,661,1406,Y,N,503,426,575,564,624,567,562,606,605,583,337,368,381,457,337,527,491,562,507,579,552,588,577,577,561.5,352.5,246,19.244165502991,588,3,1,488.562194384424,0.940657803057502,13.5563629013949,1.69306944167194,12.8535494603458,7.24851035222618,533.8254749924401,7.609974266100847,12.427940694692035,0.6454230546951294,-120.542396321_44.471697515,6.25,62.5,35,-0.372261768929753,15.09740734,0,0.651041667,PSME,N/A,0,0,2022,0
32.5,72.5,7.1308988302963465,36.25,2,FL-6-2,-119.195086347,44.179283706,338.7,-190.7,-0.675447142303393,0.838685304117869,0.675095373929283,10.9285714285714,1,-119.195086347_44.179283706,Flagtail,45,110,202,551,685,1549,Y,N,472,505,545,554,512,491,640,536,493,546,322,275,298,368,335,317,349,338,370,414,323,407,426,444,529.4,298.5,224,-44.934175174796,444,12,3,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027,530.965824341077,5.640576450812989,13.318213069321043,0.4375506639480591,-119.195086347_44.179283706,22.5,88.75,8.75,0.266244921261244,10,1250,34.2447916666667,PIPO,PIPO,0,1250,2023,7.1308988302963465
35,63.75,3.2188758248682006,0,1,EG-3-3,-119.376774435,43.8321037,418,-46.4,2.11116645852788,1.18432385874246,0.661560939759967,21.989010989011,2,-119.376774435_43.8321037,Egley,25,110,195,561,689,1505,Y,N,404,445,487,438,463,479,478,454,491,505,114,162,388,412,442,334,439,477,469,507,550,541,506,528,464.4,138,391,115.776937094648,550,2,2,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,441.27010629638596,5.678190169047849,13.909137050896021,0.3650340139865875,-119.376774435_43.8321037,28.75,43.75,40,0.450200713316395,9,25,0,PIPO,PIPO,0,25,2023,3.2188758248682006
35,67.5,5.1647859739235145,0.625,1,EG-2-X,-119.389896942,43.728245585,364.1,-178.2,0.437891831392706,0.968098838281394,0.847005300307135,25.010989010989,2,-119.389896942_43.728245585,Egley,45,110,172,501,628,1761,N,N,548,560,550,547,499,497,546,530,602,544,123,150,341,280,347,348,394,388,445,472,476,525,503,496,542.3,136.5,421,37.3385795676604,525,8,2,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727,456.84779834682024,5.819342249971397,12.308861872879742,NA,-119.389896942_43.728245585,26.875,56.25,33.125,-0.178577659274129,3,175,2.01822916666667,PIPO,PIPO,0,175,2023,5.1647859739235145
36.25,11.25,7.090076835776092,3.75,3,BCN4,-118.97464866,45.046283248,392.7,-210.9,0.116830577363976,0.808482438701127,0.408462070618042,9.54945054945055,1,-118.97464866_45.046283248,BC,55,111,185,575,713,1006,Y,N,482,619,569,685,627,635,625,578,607,609,230,312,394,341,409,443,452,339,458,420,359,479,458,488,603.6,271,379,8.17182088354986,488,13,2,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,423.9050782057478,8.48512384150556,14.67536113084347,0.47465118765830994,-118.97464866_45.046283248,17.5,50,40,-0.130386375976841,10.76336193,1200,2.34375,PSME,PIPO,0,1200,2022,7.090076835776092
36.25,40,0,0,1,BCS6,-118.973792994,45.028601105,527.2,-118.5,-0.427291374379382,0.929224097878272,0.368809171641046,7.79120879120879,1,-118.973792994_45.028601105,BC,35,110,92,633,771,989,Y,N,512,656,674,681,706,654,652,631,622,669,394,444,565,498,487,492,529,510,597,554,596,600,506,575,645.7,419,275,-15.6365801560548,600,2,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,427.12328545189155,8.599403626136706,14.927599570669571,0.5485147833824158,-118.973792994_45.028601105,7.5,51.25,40,-0.479546493412657,20.76551819,0,0.651041667,PSME,N/A,0,0,2022,0
36.25,42.5,6.802394763324311,20,2,WH-7-3,-119.836292302,44.957627599,668.7,78.1,6.51942057694345,1.31222485607856,0.380325612386038,13.9395604395604,2,-119.836292302_44.957627599,Wheeler,25,110,170,490,624,1273,N,N,592,642,622,515,567,494,565,608,641,660,229,485,557,642,725,687,676,719,736,773,687,763,596,775,590.6,357,431,211.984414602867,775,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638,447.3720739956666,8.190782879481972,12.74656973661966,0.27186477184295654,-119.836292302_44.957627599,10,59.375,37.5,0.220034950413874,21,350,51.0416666666667,PIPO,LAOC,550,900,2023,5.857933154483459
36.25,68.75,5.41610040220442,0,1,FL-5-1,-119.182763699,44.201019306,490.1,-111.4,1.30608244835696,1.0407315045719,0.689371268348943,21.6868131868132,2,-119.182763699_44.201019306,Flagtail,55,110,201,548,683,1494,Y,N,491,581,571,643,568,633,655,635,618,620,114,256,466,417,464,426,546,544,555,626,601,576,561,592,601.5,185,506,107.528160838187,626,6,2,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944,496.76483342120196,5.751869671250757,13.316634598738709,0.40058714151382446,-119.182763699_44.201019306,27.5,48.75,48.125,0.146545708993932,12,150,0,PIPO,PIPO,75,225,2023,5.0106352940962555
37.5,56.875,5.926926025970411,0.625,1,EG-4-1,-119.596256319,43.850772012,346,-212.8,0.207691357758393,0.900143163922692,0.84717502530046,26.0714285714286,1,-119.596256319_43.850772012,Egley,45,111,143,548,677,1586,Y,N,549,552,579,551,549,550,549,544,554,611,112,136,252,348,262,345,364,372,437,441,503,492,473,482,558.8,124,499,18.9241571911156,503,10,3,543.282602084886,-2.49046150714116,12.5882166853272,0.791461980001331,12.4798146644585,5.04887758909304,463.32533467268956,5.593945295361946,13.989224047569856,NA,-119.596256319_43.850772012,13.75,43.125,42.5,-0.145782871596876,14,375,0.520833333333333,PIPO,PIPO,0,375,2023,5.926926025970411
38.75,26.25,5.991464547107982,1.25,3,EG-12-2,-119.412818004,43.762404877,280,-326.4,-0.583765514229411,0.66457783641161,0.472684230204917,12.3681318681319,1,-119.412818004_43.762404877,Egley,45,110,179,560,689,1598,Y,N,614,592,652,565,600,587,578,580,627,669,107,151,254,387,291,234,291,282,283,291,336,339,392,403,606.4,129,562,-57.6283798056546,403,NA,3,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674,404.6485441984313,5.697905720031519,14.022558686411912,0.37071770429611206,-119.412818004_43.762404877,11.25,32.5,45,-0.218269589588943,3,400,3.515625,PIPO,PIPO,0,400,2023,5.991464547107982
40,1.875,5.1647859739235145,2.5,3,CA-1-2,-118.827308033,44.045689978,328,-338.2,-0.10726804595863,0.621435004503152,0.61109861300607,10.7912087912088,1,-118.827308033_44.045689978,Calamity,55,111,168,567,701,1729,Y,N,647,680,699,709,700,689,613,640,683,602,164,220,262,323,366,371,328,358,351,331,370,414,405,375,666.2,192,438,-11.0773085707821,414,NA,11,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,538.9329845144279,5.917431398218397,11.932896718169044,0.3973221480846405,-118.827308033_44.045689978,46.25,55,25.625,-0.0261526091434754,8,175,2.34375,PIPO,PIPO,0,175,2023,5.1647859739235145
40,16.25,6.263398262591624,6.25,3,EG-B7-2,-119.399193691,43.75943034,309.3,-245.4,0.0680768368186524,0.822065981611682,0.058215655739224,4.48351648351648,1,-119.399193691_43.75943034,Egley,45,110,186,569,697,1564,Y,N,562,560,564,544,550,526,538,534,575,594,142,155,327,456,335,374,296,265,277,269,339,352,378,354,554.7,148.5,452,5.16180612408812,456,3,3,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674,403.362415160404,5.8085994184526095,14.157476601720662,0.3554772734642029,-119.399193691_43.75943034,11.25,33.75,46.25,-0.44442720400321,1,500,1.69270833333333,PIPO,PIPO,25,525,2023,6.214608098422191
42.5,33.125,5.991464547107982,1.25,3,EG-6-2,-119.419704109,43.728326598,257,-213.2,-0.567212223821541,0.825180774138664,0.591353663409495,11.7307692307692,1,-119.419704109_43.728326598,Egley,35,110,179,547,676,1645,Y,N,492,485,517,417,439,465,447,464,473,503,109,169,271,268,289,192,266,250,254,286,325,301,388,358,470.2,139,394,-37.931210205303,388,12,4,414.318150105608,-2.18414417635733,13.4022557233508,0.947789485949209,13.5776947503209,5.60905577349674,434.021564657181,5.814194665285369,13.272326891022324,0.38217341899871826,-119.419704109_43.728326598,11.875,38.75,29.375,0.0609898996751421,2,400,0,JUOC,PIPO,0,400,2023,5.991464547107982
42.5,5,5.616771097666572,2.5,3,EG-1-X,-119.38951632,43.779260876,274.4,-204.4,-3.17714852593209,0.724728487886383,0.0551465825417443,2.75824175824176,1,-119.38951632_43.779260876,Egley,35,110,181,585,717,1551,Y,N,454,462,509,447,452,451,495,479,514,525,507,179,325,347,280,208,251,309,297,270,278,288,279,313,478.8,343,18,-153.392686527961,347,NA,2,373.216426629847,-1.98141212372787,13.9905498706827,1.01814493795904,14.3408316384709,6.00456887347739,389.96121218243377,5.899482274495457,14.29075597450499,0.36273500323295593,-119.38951632_43.779260876,15,35,48.125,0.4995401054198,2,275,2.01822916666667,PIPO,PIPO,0,275,2023,5.616771097666572
42.5,65,3.2188758248682006,0,1,EG-6-3,-119.339349862,43.633328522,427.5,15.5,4.05035787561984,1.15533980582524,0.221918082686376,6.8076923076923,2,-119.339349862_43.633328522,Egley,25,110,165,596,727,1594,Y,N,444,419,410,379,324,379,364,473,479,449,107,262,417,463,460,445,476,416,434,426,476,471,420,466,412,184.5,342,140.976447059416,476,2,1,346.305071837517,-1.93173528485119,13.6899623233357,1.12225370948271,14.0922697409313,5.87911351924227,368.53444971575,6.097962235832333,14.145854834330128,0.3594995141029358,-119.339349862_43.633328522,11.25,36.25,48.75,-0.202583480806797,4,25,0,-,PIPO,0,25,2023,3.2188758248682006
43.75,20,7.393263094763838,12.5,3,EG-4-2,-119.376193832,43.697205565,305.4,-251.1,-1.15118778760156,0.663072776280323,0.307736122103631,5.8021978021978,1,-119.376193832_43.697205565,Egley,45,110,182,529,653,1692,Y,N,540,535,531,520,559,577,554,538,596,615,238,216,369,270,291,293,328,322,329,292,344,339,353,333,556.5,227,377,-84.2505681015283,369,NA,2,427.054120332081,-1.32971308869909,12.6353075301156,1.36876694048808,12.8513902789063,5.65279722070825,437.99440480857095,6.004100332197953,12.989172760720859,0.39714667201042175,-119.376193832_43.697205565,7.5,32.5,40,-0.432747097266019,1,1600,2.734375,PIPO,PIPO,25,1625,2023,7.3777589082278725
45,38.75,6.163314804034641,2.5,3,HRN11,-120.447936914,44.473558838,466.9,-121.6,-0.377309765732457,1.06881903143585,0.844999581219825,21.7417582417583,2,-120.447936914_44.473558838,HR,15,110,122,438,562,1406,N,N,509,466,566,580,584,618,604,678,640,640,312,382,419,419,470,452,408,474,462,586,597,619,629,616,588.5,347,328,-25.9085718467675,629,7,1,513.462226724857,0.953850009566081,13.3078464134085,1.68140980634345,12.489668064928,7.13084821148731,598.8283622806357,6.833951743892583,11.529143895492496,0.6100742816925049,-120.447936914_44.473558838,18.75,52.5,28.75,-0.463748456973377,19.22698212,450,0,ABGR,PIPO,25,475,2022,6.1092475827643655
45,57.5,6.437751649736401,33.125,2,FL-B7-3,-119.180094152,44.203420158,468.7,-79.9,1.58266519334286,1.18665694495078,0.714611993940648,28.7087912087912,2,-119.180094152_44.203420158,Flagtail,45,110,195,548,683,1562,Y,N,523,521,564,546,497,539,583,547,573,593,161,207,317,462,392,429,522,609,575,629,545,651,582,579,548.6,184,432,125.078388641769,651,3,3,456.670672435469,-2.32379824030516,14.0383993251841,0.840435454506477,14.2527143927179,5.85730054243944,489.1370924271864,5.665782168064753,13.626446873497366,0.4960658848285675,-119.180094152_44.203420158,10.625,55.625,39.375,7.7959318699368e-7,4,550,19.921875,PIPO,PIPO,75,625,2023,6.309918278226516
46.25,25,0,0,3,BCN11,-118.981536421,45.022371279,449,-189.7,-1.07664418141223,0.898700485360889,0.474766893563194,15.4285714285714,1,-118.981536421_45.022371279,BC,55,111,91,611,750,1082,Y,N,451,512,634,695,671,678,711,691,667,677,265,396,495,340,362,329,495,442,567,498,566,574,497,536,638.7,330.5,412,-79.4731898012253,574,8,1,461.994244944837,1.36385881928926,15.1226103308388,1.48723857510119,14.4212372460179,8.24323457506403,414.0248733240967,8.604407589379427,14.734171693316867,0.47495386004447937,-118.981536421_45.022371279,23.75,65,33.75,0.00414000528126144,30.18853188,0,3.90625,PSME,N/A,0,0,2022,0
47.5,6.875,5.857933154483459,0,3,FL-4-2,-119.201183193,44.170926427,375.6,-156.7,1.10901567801798,0.86229569791471,0.00862948680031482,-1.64285714285716,1,-119.201183193_44.170926427,Flagtail,45,110,154,551,685,1537,Y,N,452,522,496,554,522,535,611,542,558,531,117,226,407,459,439,314,435,418,359,361,338,329,429,292,532.3,171.5,414,76.6493108090547,459,3,2,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027,532.5982200709964,5.629913698431984,13.463922747153834,0.4459708034992218,-119.201183193_44.170926427,23.75,45,31.25,-0.485117515031944,11,225,1.82291666666667,?,PIPO,125,350,2023,5.41610040220442
47.5,72.5,3.2188758248682006,0,1,WH-3-X,-119.820143965,44.951722161,526.1,-26.3,-3.50748785899423,1.14590876176684,0.375544622262184,8.6923076923077,2,-119.820143965_44.951722161,Wheeler,15,110,216,505,639,1240,Y,N,570,608,630,504,484,479,588,539,526,596,471,584,477,465,457,486,506,577,566,585,558,573,536,633,552.4,527.5,125,-42.2034662962857,633,1,1,392.062340111688,2.09704689161957,13.5120441926732,2.0907642906265,12.679224938923,7.80454554214638,430.5571873646629,8.498752315282086,13.140458408648787,0.27691662311553955,-119.820143965_44.951722161,14.375,86.25,13.75,0.503860773898326,17,25,1.30208333333333,PSME?,PIPO,0,25,2023,3.2188758248682006
48.125,27.5,10.17542126801977,59.375,2,FL-B5-2,-119.20991948,44.155743479,506,-140.1,0.0746914332743282,0.999845225197338,0.838529634938032,17.1538461538462,2,-119.20991948_44.155743479,Flagtail,55,110,168,519,650,1667,Y,N,515,608,634,664,658,655,666,667,676,718,411,372,451,487,510,519,558,518,538,573,534,589,633,646,646.1,391.5,307,4.9141344739935,646,5,2,522.293330147289,-1.46649289485508,13.5245205397356,1.11040995943025,13.4709179026694,6.02901382244027,553.1338301591843,5.807125968041883,12.074685378784595,0.5016262531280518,-119.20991948_44.155743479,26.25,82.5,15,-0.202583480806797,10,26250,37.3697916666667,PICO,PICO,0,26250,2023,10.17542126801977
48.75,28.75,6.586171654854675,6.25,3,H12,-117.5839002,46.29206069,487.3,-215.8,-1.88184321932351,0.793628217892192,0.518336532686074,6.76373626373626,1,-117.5839002_46.29206069,School,55,110,87,307,427,1410,N,N,747,789,676,642,673,611,704,720,723,746,462,507,463,502,461,475,453,486,478,522,526,558,556,545,703.1,484.5,284,-113.270100245523,558,NA,1,885.482776937265,2.90299271077027,11.5860618200007,2.89221758576463,10.4930155299438,7.24452726538548,842.8981160218076,7.4989880147974635,9.695572655759982,0.6411306262016296,-117.5839002_46.29206069,26.25,45,38.75,-0.480633927974161,16.85352516,600,0,LAOC,ABGR,125,725,2022,6.396929655216146
48.75,5,6.802394763324311,6.25,3,EG-8-2,-119.40432966,43.774274536,284.1,-217.8,0.0424619550416314,0.864714086471409,0.00183413143314753,0.736263736263724,1,-119.40432966_43.774274536,Egley,45,110,175,574,703,1553,Y,N,505,501,498,496,484,506,506,470,519,534,138,122,332,434,301,282,268,303,258,270,271,295,310,276,501.9,130,396,2.80494988774876,434,3,2,391.024047405093,-2.12403650698522,13.9138135595236,0.942608211395372,14.2005711706783,5.89488852626921,396.1561717540437,5.870166506426353,14.25734942373719,NA,-119.40432966_43.774274536,12.5,27.5,40,-0.464032614664605,3,900,0.651041666666667,PIPO,PIPO,0,900,2023,6.802394763324311
48.75,66.25,5.1647859739235145,1.25,1,EG-4-3,-119.367521316,43.825161155,434.9,-84,0.308038223755482,1.03488148005396,0.585329352157291,20.0054945054945,2,-119.367521316_43.825161155,Egley,45,110,117,620,754,1501,Y,N,454,532,509,495,503,508,494,548,563,583,549,165,342,399,488,446,493,483,516,502,515,471,523,537,518.9,357,34,17.9872403592746,537,4,2,427.909050115228,-2.27692636142479,13.4489841130982,0.899681859067756,13.6034158747822,5.58602887583671,418.14374008896573,6.046189865451868,14.481990090604544,NA,-119.367521316_43.825161155,8.75,38.75,60,-0.489370697416048,21,175,10.8072916666667,PIPO,PIPO,0,175,2023,5.1647859739235145
51.25,10,7.24422751560335,0,3,EG-B3-2,-119.39503267,43.773570477,299.6,-269.1,-4.83447939115747,0.722700896782135,0.171147504520156,6.06593406593406,1,-119.39503267_43.773570477,Egley,45,110,175,574,703,1561,Y,N,584,534,582,555,570,590,545,553,576,598,597,231,411,344,230,254,267,310,287,336,326,333,377,372,568.7,414,1,-226.092863650978,411,NA,2,391.024047405093,-2.12403650698522,13.9138135595236,0.942608211395372,14.2005711706783,5.89488852626921,395.6642637310125,5.84782498401038,14.221889450654855,NA,-119.39503267_43.773570477,6.875,23.75,43.75,-0.362845657630846,2,1400,3.90625,PIPO,PIPO,0,1400,2023,7.24422751560335
51.25,43.75,6.684611727667927,2.5,3,H15,-117.5137322,46.26809684,505.6,-190,0.261069541167502,0.813686026451984,0.223144864352029,6.46153846153847,1,-117.5137322_46.26809684,School,65,111,149,294,417,1343,N,N,702,735,691,653,693,596,755,722,691,718,310,397,521,475,551,564,433,566,511,488,550,510,566,545,695.6,353.5,408,19.7010965437803,566,5,2,641.697801852053,3.47860412942678,11.9248539717914,3.0217397146424,10.5705681880724,7.70172905060909,721.5587090786485,7.79306948212549,9.9047297857169,NA,-117.5137322_46.26809684,28.75,46.25,41.25,-0.0052552037260148,23.15473366,800,2.47396,PSME,PIPO,0,800,2022,6.684611727667927
52.5,66.25,6.802394763324311,5,1,WH-4-1,-119.808166488,44.951060925,621.4,18.1,4.12723121237676,1.20172385214653,0.443685003228208,15.6648351648352,2,-119.808166488_44.951060925,Wheeler,25,110,200,503,635,1363,N,N,622,653,624,614,533,522,595,624,628,618,237,413,483,589,628,667,644,725,714,725,626,646,644,686,603.3,325,381,208.046425811141,725,2,1,386.975418088829,2.17819763771134,13.8134820485936,2.0675831024996,12.9580690077723,7.99583984315249,437.6913439710714,8.314031796612698,12.968059616861254,NA,-119.808166488_44.951060925,1.875,53.125,45,0.49168937438586,9,500,33.3333333333333,PIPO,PIPO,400,900,2023,6.214608098422191
53.75,11.25,3.2188758248682006,0,3,EG-10-2,-119.390559401,43.762678861,252.6,-192.2,-0.817970029778802,0.735161870503597,0.150103949688084,3.68681318681319,1,-119.390559401_43.762678861,Egley,35,110,183,569,697,1535,Y,N,448,420,495,424,417,430,414,448,442,510,142,175,260,327,246,204,250,269,268,256,271,285,260,282,444.8,158.5,368,-46.0441938843124,327,NA,3,398.303433222944,-1.97581276749976,13.4399924728451,1.04532065230409,13.6750116712793,5.7320898526727,399.4937905958104,5.839516522117931,14.203262166488798,0.35166409611701965,-119.390559401_43.762678861,10,27.5,46.25,0.187911012342105,1,25,0,PIPO,PIPO,0,25,2023,3.2188758248682006
55,17.5,4.8283137373023015,0,3,EG-8-1,-119.305205962,43.833800707,254.7,-256.6,-1.96756914964405,0.854684138470565,0.900368093948731,20.6428571428572,1,-119.305205962_43.833800707,Egley,35,110,201,645,779,1409,Y,Y,546,531,546,493,502,460,486,509,507,533,481,128,191,252,242,241,262,274,289,300,368,372,437,382,511.3,304.5,52,-140.378837274711,437,12,10,381.967649337038,-1.95628843470339,13.8395454300178,1.00276706659255,14.090688616223,5.94162849765722,401.597756247285,6.259240371243021,14.737803772634633,0.24636045098304749,-119.305205962_43.833800707,25,32.5,45,0.49168937438586,24,125,0,JUOC,JUOC,0,125,2023,4.8283137373023015
56.25,11.25,6.652863029353347,0,3,WH-2-2,-119.865569131,44.949958746,407.4,-136.8,-0.124586418963311,0.979419331128262,0.424849011114323,13.2087912087912,1,-119.865569131_44.949958746,Wheeler,15,110,175,526,661,1202,Y,N,577,544,569,479,519,503,584,532,562,573,240,419,325,264,376,427,406,505,512,427,413,526,416,533,544.2,329.5,333,-7.5097424493909,533,7,1,389.860366761371,2.03703007663148,13.4316104978484,2.10911561658193,12.5987896807656,7.73432028723993,419.2666736600882,8.40945326804148,13.589413932832425,0.26907455921173096,-119.865569131_44.949958746,6.25,36.25,48.125,-0.120682601606992,18,200,42.7734375,PIPO,LAOC,575,775,2023,5.298317366548036
