Long,Lat,postdisturbance_ndvi,delta_ndvi,relative_regrowth,pct_recovery,postfire_fitted_rsq,postfire_fitted_slope,cluster,x_y,Plot,fire,canopy_cover,veg_height,hli,cwd_present,cwd_future,elevation,TE_future,TE_present,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,predisturbance_ndvi,disturbance_ndvi,dndvi,absolute_regrowth,max.postfire.ndvi,time_to_0.8recovery,time_to_0.6recovery,postfire_ppt,postfire_tmin,postfire_tmax,postfire_vpdmin,postfire_vpdmax,postfire_tmean,precip,tmean,vpdmax,re-0gen_prob
-117.597458017515,46.2483836691138,568.2,-174.4,0.509002898439412,0.976299488284406,0.811815250160191,21.3846153846154,2,-117.597458017515_46.2483836691138,NA,School,55,111,128,315,436,1384,N,N,718,781,790,765,750,771,731,735,630,755,240,477,512,545,525,544,460,603,660,687,669,674,706,725,742.6,358.5,515,32.6867058525803,725,7,1,975.165864190642,2.21037339972291,10.845363141871,2.71643434811256,9.90550656791395,6.52786827079696,995.5160139570095,6.741042529059454,8.865473937563898,NA
-117.60145390383,46.240269097278,592.3,-174.7,0.9726717106898,0.870925684485007,0.653347260421667,11.5879120879121,2,-117.60145390383_46.240269097278,NA,School,55,110,244,301,423,1423,N,N,735,774,764,800,761,758,794,716,782,786,273,459,535,615,588,594,601,646,632,610,643,640,668,645,767,366,513,71.7864572779366,668,3,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,999.4701883680111,6.9642142893422445,9.212107631707152,0.5541645288467407
-117.601490029799,46.2587777292772,649.2,-139.6,2.09804335397285,0.977434077079108,0.67960087434866,14.7362637362637,2,-117.601490029799_46.2587777292772,NA,School,55,111,45,316,436,1243,N,N,778,805,823,810,800,874,803,805,599,791,263,561,594,660,690,654,576,714,667,658,718,759,771,764,788.8,412,528,120.67085315487,771,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,956.2338965157941,8.035320258554194,10.23888205905412,NA
-117.6024083,46.2467702,668.4,-91.9,2.32204236197074,1.04827041957122,0.772638503132197,16.4230769230769,2,-117.6024083_46.2467702,M27,School,55,111,107,319,441,1465,N,N,755,767,747,837,776,755,755,679,776,756,279,541,641,675,678,654,598,722,715,726,734,766,773,797,760.3,410,477,104.352005690734,797,2,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,995.5160139570095,6.741042529059454,8.865473937563898,NA
-117.6030707,46.24760116,614.5,-177.4,1.08225366266981,0.89657785073873,0.464932259869664,10.2197802197802,2,-117.6030707_46.24760116,H18,School,65,111,139,319,441,1465,N,N,784,778,762,872,760,813,788,776,818,768,205,511,629,639,657,582,551,652,672,619,633,710,688,704,791.9,358,563,76.1073782829283,710,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,995.5160139570095,6.741042529059454,8.865473937563898,NA
-117.605669062884,46.2477099325263,559.1,-183.3,0.752301935460865,0.894396551724138,0.802397260784025,16.1318681318681,2,-117.605669062884_46.2477099325263,NA,School,65,111,183,319,441,1465,N,N,728,734,762,726,700,743,764,759,762,746,245,397,512,532,555,559,575,597,603,628,633,610,664,641,742.4,321,501,66.4609043296034,664,7,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,988.9534995097738,6.951863165823346,9.180625830108509,NA
-117.608727778522,46.2507898490646,610,-180.1,0.974555054877129,0.86065055056322,0.584877447346801,10.445054945055,2,-117.608727778522_46.2507898490646,NA,School,55,111,39,319,441,1465,N,N,787,784,751,857,738,814,795,754,801,820,262,485,569,621,614,626,593,680,652,619,641,679,670,658,790.1,373.5,558,73.7073260254695,680,7,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,973.8319688778515,7.029275644544112,9.26349440035828,NA
-117.617878487349,46.2476901120601,667.6,-132.4,1.81231795254353,0.95875,0.637350858604942,16.7472527472528,2,-117.617878487349_46.2476901120601,NA,School,65,110,221,336,460,1166,N,N,796,771,822,800,837,787,814,781,812,780,213,489,608,666,660,701,589,742,732,747,742,749,767,729,800,351,567,136.187686726634,767,3,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,962.9466509015203,8.064672811598747,10.425413920315926,NA
-117.622958723567,46.2445967902147,616.6,-180.6,1.3455579977648,0.889362769693929,0.548163500850016,14.3791208791209,2,-117.622958723567_46.2445967902147,NA,School,45,111,54,336,460,1166,N,N,729,767,798,841,763,838,810,779,827,820,180,414,607,591,657,597,668,673,628,647,684,688,709,677,797.2,297,640,120.122699767913,709,4,2,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,987.1542239442069,7.460481928498521,9.877694831156882,NA
-117.628525611702,46.250844853238704,549.7,-84.8,2.15862857929178,0.931442080378251,0.264877826761839,4.70879120879121,2,-117.628525611702_46.2508448532387,NA,School,45,110,69,336,460,1353,N,N,634,627,636,616,647,623,697,583,603,679,259,467,523,562,580,591,536,589,523,545,581,568,578,577,634.5,363,420,93.5566196250081,591,2,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,931.6792144138803,7.486838012970451,9.778738815442416,NA
-117.6325552,46.24204831,639.7,-110,1.25645882932114,0.948379351740696,0.12068932925018,4.34615384615383,2,-117.6325552_46.24204831,M26,School,55,111,101,277,396,1486,N,N,731,702,731,777,734,820,755,739,761,747,335,589,675,687,665,646,531,689,647,629,639,682,690,711,749.7,462,412,53.5447314885801,711,2,1,997.940814568214,2.51040982241677,11.676513686971,2.61485291875298,10.5523832754278,7.09346175469386,990.2238782333666,6.840903874699335,8.889179972438189,NA
-118.479230509,44.502956513,643,-34.2,2.21268464399953,1.21086828115771,0.70073531264867,34.6703296703297,2,-118.479230509_44.502956513,EA-5-3,Easy,55,110,161,487,615,1544,N,N,598,618,644,609,672,672,722,721,795,721,218,326,382,533,643,718,771,737,763,737,820,766,809,773,677.2,272,503,234.852872476127,820,4,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,725.7681190579829,6.154138857494479,12.067091717901526,0.5361350774765015
-118.480095236293,44.4997425906089,636,-41.9,2.51204311340679,1.15208732851453,0.400911082840768,18.478021978022,2,-118.480095236293_44.4997425906089,NA,Easy,55,110,203,448,577,1681,N,N,641,630,663,591,679,668,754,696,759,698,250,343,515,604,601,718,781,665,723,680,730,703,657,677,677.9,296.5,448,211.739318402807,781,3,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,743.6886877619189,6.220845444218643,12.529752146377817,0.6400708556175232
-118.483388675408,44.4930017952003,503.6,-180.2,0.819557065937185,1.03539046504826,0.872864288211567,30.1593406593407,2,-118.483388675408_44.4930017952003,NA,Easy,55,110,77,448,574,1708,N,N,618,636,696,617,689,673,746,744,745,674,194,279,370,492,442,523,573,567,559,558,673,650,708,682,683.8,236.5,480,90.9090851785778,708,6,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,773.6293596716686,6.191866884685262,12.142511911086252,0.6440476179122925
-118.492478166967,44.4976163096314,488.8,-142.3,0.861935023963916,0.991918871811123,0.830811682144494,19.1318681318681,2,-118.492478166967_44.4976163096314,NA,Easy,55,110,138,448,574,1708,N,N,619,618,542,647,618,653,621,692,682,619,199,342,438,498,436,527,498,506,560,507,576,606,626,620,631.1,270.5,420,66.2809042259784,626,5,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,788.1782511380688,5.8617589980408935,10.942793829804668,0.6916519403457642
-118.493303803968,44.5016999060744,514,-116.3,1.57961673873339,0.985245121370776,0.71482664332644,20.7197802197802,2,-118.493303803968_44.5016999060744,NA,Easy,55,110,169,473,600,1616,N,N,605,630,621,628,620,629,638,635,673,624,190,331,356,454,503,560,577,581,587,576,615,587,621,587,630.3,260.5,434,132.301226455879,621,5,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,745.2109388259697,6.2260319273409275,12.160300880150958,0.6916519403457642
-118.494419441,44.490646943,574.5,6.89999999999998,3.93007946019423,1.2262156448203,0.455861109594975,20.4340659340659,2,-118.494419441_44.490646943,EA-4-3,Easy,55,110,207,388,513,1861,N,N,579,563,556,565,574,563,589,543,594,550,174,324,406,529,474,627,696,678,684,649,678,658,607,583,567.6,249,376,226.23326904959401,696,3,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,816.6428929508334,5.739545920540648,10.882708825121643,0.6043672561645508
-118.498991037,44.478015733,388.5,-247.2,0.562609412387192,0.814849771904987,0.805932340532198,14.2362637362638,1,-118.498991037_44.478015733,EA-1-2,Easy,55,110,199,387,511,1908,N,N,655,685,645,649,660,664,702,730,724,243,240,296,370,394,393,370,402,384,407,408,461,518,498,491,635.7,268,3,54.5073216205485,518,11,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,840.8671716580341,5.052612400723874,9.900986574053535,0.6230202317237854
-118.500251542628,44.5024565966527,637.9,5.5,2.68819578186777,1.35673624288425,0.816761256054873,43.0934065934066,2,-118.500251542628_44.5024565966527,NA,Easy,55,111,147,407,532,1922,N,N,558,609,602,619,629,650,669,669,683,636,217,311,382,481,572,667,762,774,792,793,845,826,858,808,632.4,264,419,242.008073276644,858,4,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,771.1368614036527,5.977253014574373,11.213048153586586,0.636478841304779
-118.502206246,44.492083176,377.4,-126.5,1.08124002762574,1.2085731295892,0.945826519824485,28.6978021978022,2,-118.502206246_44.492083176,EA-5-2,Easy,45,110,150,388,513,1861,N,N,527,542,514,503,516,572,505,559,589,212,188,265,312,344,317,344,380,400,434,471,507,585,609,581,503.9,226.5,24,72.5252168046239,609,8,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,824.5810991048801,5.424843051258515,10.108287084970312,0.5956735610961914
-118.502220832,44.501116083,421.6,-167.6,0.104181008735086,1.18295994568907,0.881371844758251,29.8406593406594,2,-118.502220832_44.501116083,EA-5-1,Easy,45,110,95,407,532,1922,N,N,546,588,575,579,604,566,618,630,654,532,207,319,373,386,372,429,394,412,511,460,560,601,685,697,589.2,263,325,8.1207708892145,697,8,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,793.6264499914371,5.564035755252849,10.40903447973154,0.6831485629081726
-118.508846393019,44.5130064205141,480.8,-177.8,0.305215158984753,1.14940783480109,0.968010279647524,40.3571428571429,2,-118.508846393019_44.5130064205141,NA,Easy,55,110,165,433,559,1824,N,N,610,601,613,670,612,684,684,693,744,675,193,283,337,397,384,447,493,576,616,609,666,731,757,719,658.6,238,482,32.6358623731359,757,7,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,730.5317186552971,6.243891366639362,11.724936084031533,0.6293936371803284
-118.512452886,44.491765645,422.1,-181.3,0.189347400346148,1.1518064302287,0.959150681000842,38.9065934065934,2,-118.512452886_44.491765645,EA-1-1,Easy,45,110,191,410,535,1871,N,N,590,583,585,590,617,608,642,628,654,537,217,277,292,343,324,400,440,462,576,515,592,690,695,695,603.4,247,320,17.5756736735348,695,8,5,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,851.5434316800208,5.210260537548999,10.067503333837859,0.643031895160675
-118.514233482,44.482945153,411.6,-156,1.84266710147316,1.00246652572234,0.844633164839631,18.4615384615385,2,-118.514233482_44.482945153,EA-3-2,Easy,45,110,119,385,506,1950,N,N,466,601,610,673,639,631,652,621,657,126,163,292,390,390,392,412,419,422,489,413,497,542,569,537,567.6,227.5,-37,140.577285506564,569,8,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,835.7875144010485,5.0949400479958165,10.108092073266775,0.6173995137214661
-118.514554513,44.49955717,575.7,-39.5,2.27123199733184,1.26788036410923,0.830212269684632,35.6538461538462,2,-118.514554513_44.49955717,EA-3-3,Easy,55,110,230,409,533,1778,N,N,610,573,576,618,626,628,648,634,643,596,209,335,352,455,510,606,656,678,725,725,715,780,741,722,615.2,272,387,185.668501320614,780,4,3,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,828.1203524602488,5.684976923864205,10.444144503470373,0.5380191802978516
-118.514740603,44.485867621,391,-160.2,0.376587765214966,0.937953555878084,0.726523139811337,12.9120879120879,1,-118.514740603_44.485867621,EA-B3-2,Easy,45,110,165,385,506,1871,N,N,425,574,577,545,580,575,552,608,597,479,191,311,403,377,347,409,424,400,415,393,431,514,474,517,551.2,251,288,24.3575661436972,517,11,2,792.118177596413,0.237749217068889,12.010753852021,1.98166507547218,11.779410685417,6.12425153454497,847.3900751246562,5.068676384474605,10.057830337058958,0.6506102085113525
-118.517857253,44.474844237,646.1,-46.3,2.07001838491232,1.10485268630849,0.680253109167166,20.1648351648352,2,-118.517857253_44.474844237,EA-2-3,Easy,65,111,191,429,556,1571,N,N,646,666,722,662,697,726,681,695,737,692,371,482,548,538,609,638,735,727,765,690,729,765,752,690,692.4,426.5,321,116.087547429455,765,4,1,786.594682803596,0.400301735313966,11.9530340843499,2.02178053532545,11.6062251948942,6.17666790983195,784.6862516932413,5.880771890935168,10.943324042307982,0.4703642725944519
-118.794435408018,43.9883306783031,370.6,-201,0.477660410593437,0.904478656403079,0.490816083807452,13.532967032967,1,-118.794435408018_43.9883306783031,NA,Calamity,45,111,151,632,767,1572,Y,N,597,566,572,585,545,571,550,559,581,590,185,261,262,435,461,384,360,374,355,383,431,441,462,517,571.6,223,405,36.8307080542735,517,4,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,429.22611418094436,6.227776188198099,13.518032342920224,0.25138652324676514
-118.797845319,43.999130173,531.8,-88.7,1.99550343256025,1.17969379532635,0.772387064296841,35.6648351648352,2,-118.797845319_43.999130173,CA-2-3,Calamity,45,111,204,608,743,1602,Y,N,611,618,639,603,605,587,631,613,649,649,209,249,252,498,554,612,601,573,655,655,669,680,728,732,620.5,229,440,190.677206408633,732,3,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,457.1527803674352,6.211325563301824,12.871692188418535,0.22684460878372192
-118.806875456,43.993536097,489.8,-150.3,0.937034067837746,1.03890017184815,0.850746536726893,28.8736263736264,2,-118.806875456_43.993536097,CA-4-1,Calamity,45,110,145,608,743,1586,Y,N,643,653,655,613,651,614,630,637,636,669,254,271,321,473,502,442,526,571,559,596,637,588,658,665,640.1,262.5,415,79.4139966871573,665,6,3,459.838061750059,0.18735260671565,12.6698562188761,1.78537502813684,12.7290703607246,6.42860441279588,435.7259617907519,6.117713781642215,13.767597323119706,0.2576057016849518
-118.807870427935,43.9937738683928,507.6,-75.3,2.49342806488294,1.14770972722594,0.587252184942369,27.3736263736264,2,-118.807870427935_43.9937738683928,NA,Calamity,45,110,195,608,743,1586,Y,N,570,610,594,564,562,569,566,565,608,621,92,182,328,504,586,455,617,555,596,597,656,532,623,669,582.9,137,529,212.168908255594,669,3,3,462.065417268612,0.0847520933230509,12.4609476264774,1.72284859858787,12.4811638972745,6.27284985990021,435.7259617907519,6.117713781642215,13.767597323119706,0.2576057016849518
-118.82201577194,44.0367897905789,319.2,-256.1,-0.433359495779377,0.646619155223362,0.132236455623997,3.87362637362637,1,-118.82201577194_44.0367897905789,NA,Calamity,55,111,158,510,637,1726,N,N,567,569,566,585,584,581,562,560,622,557,164,215,372,355,304,312,324,356,300,297,357,343,330,358,575.3,189.5,393,-32.6922124674648,372,NA,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,524.8889578998184,5.853774765546837,11.558044744830829,0.33128342032432556
-118.824737391,44.038454561,342.9,-283,-0.141828443358979,0.659849816264579,0.448855070867551,8.87362637362637,1,-118.824737391_44.038454561,CA-3-2,Calamity,55,111,174,558,690,1726,Y,N,606,623,646,625,671,613,599,640,675,561,209,214,292,364,370,330,347,398,349,352,413,395,362,375,625.9,211.5,352,-13.4828173601035,413,NA,7,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,533.7155729907339,5.86857558114661,11.68207361727234,NA
-118.827308033,44.045689978,328,-338.2,-0.10726804595863,0.621435004503152,0.61109861300607,10.7912087912088,1,-118.827308033_44.045689978,CA-1-2,Calamity,55,111,168,567,701,1729,Y,N,647,680,699,709,700,689,613,640,683,602,164,220,262,323,366,371,328,358,351,331,370,414,405,375,666.2,192,438,-11.0773085707821,414,NA,11,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,538.9329845144279,5.917431398218397,11.932896718169044,0.3973221480846405
-118.830563235,44.039559347,364.9,-274.4,-0.313800260332903,0.769591740966682,0.881687515787301,18.9505494505495,1,-118.830563235_44.039559347,CA-2-2,Calamity,45,110,121,558,690,1726,Y,N,632,622,673,644,679,670,612,607,665,589,227,222,328,354,340,366,357,369,408,415,490,461,492,489,639.3,224.5,362,-27.7525321322266,492,NA,8,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,519.3692246503299,5.97829553548509,12.182702938762503,NA
-118.830700875,44.046038073,371.6,-257,-0.122717393094838,0.919503658924594,0.966310205900044,29.9120879120879,2,-118.830700875_44.046038073,CA-1-1,Calamity,55,110,210,567,701,1729,Y,N,634,659,634,603,658,643,565,620,643,627,167,212,268,309,294,355,395,442,456,449,536,546,533,578,628.6,189.5,460,-11.7750925865806,578,10,6,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,524.8899645073534,6.001723475376922,12.359802029785303,0.29304587841033936
-118.836029576162,44.0398561057931,516.9,-7.39999999999998,3.64851307555073,1.20732405111577,0.536381661163005,24.532967032967,2,-118.836029576162_44.0398561057931,NA,Calamity,35,110,147,567,701,1689,Y,N,495,538,567,546,507,536,516,519,545,474,125,225,332,409,540,548,622,618,612,630,633,595,626,528,524.3,175,349,251.721884640325,633,4,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,506.68442568384114,5.991369547327896,12.182201836994782,0.3788953423500061
-118.83653726,44.040542583,559.6,-21.1999999999999,3.30226894822063,1.22589531680441,0.71385899928033,30.7637362637363,2,-118.83653726_44.040542583,CA-B5-3,Calamity,45,110,133,567,701,1689,Y,N,529,629,608,572,595,584,580,571,594,546,215,244,386,451,598,602,630,674,663,636,712,672,692,701,580.8,229.5,331,235.061922717941,712,4,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,510.746898987305,5.913225829533967,12.029933427764284,NA
-118.838025014,44.042796589,545.8,-36.5,2.73154614553796,1.275974583548,0.710078506850132,36.8296703296703,2,-118.838025014_44.042796589,CA-B3-3,Calamity,45,110,147,548,678,1675,Y,N,577,597,590,569,614,610,583,571,580,532,165,206,374,358,521,527,652,639,734,704,743,726,613,695,582.3,185.5,367,217.718241394231,743,4,2,519.883072209697,0.23931562542864,11.8450904753037,1.98762845395272,11.9412350056932,6.04220305036617,510.746898987305,5.913225829533967,12.029933427764284,NA
-118.941265057594,45.0506973247565,323.2,-220.8,-0.361989713750611,0.731617647058823,0.586017684403022,8.25274725274725,1,-118.941265057594_45.0506973247565,NA,BC,55,111,163,588,726,1074,Y,N,458,548,499,588,584,575,535,578,546,529,163,252,340,298,317,294,328,338,398,309,358,367,381,385,544,207.5,366,-25.7827096320407,398,NA,2,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,490.05465788202974,7.992907447800347,13.887630329190387,0.6455976963043213
-118.951296437809,45.0554852512336,473.8,-139.7,-0.424903879370453,1.06438467807661,0.844780666069148,21.9395604395605,2,-118.951296437809_45.0554852512336,NA,BC,35,111,71,588,726,1179,Y,N,541,542,593,629,658,597,598,661,655,661,250,414,439,408,435,431,454,452,584,577,544,653,617,643,613.5,332,411,-26.377694174647,653,8,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,462.2079827688609,8.05219091510216,13.959123684701993,0.5799795985221863
-118.955368500988,45.0583701887013,513.1,-137.8,0.442775738493199,0.984790290367184,0.317667751397928,10.2692307692308,2,-118.955368500988_45.0583701887013,NA,BC,55,111,57,596,734,964,Y,N,530,581,632,706,673,682,701,622,682,700,246,446,537,427,583,572,448,446,566,534,572,641,625,540,650.9,346,454,26.255711453732,641,2,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,458.2652859523829,8.348444299259045,14.480030471205975,NA
-118.95656912222,45.0490120120767,445.6,-197.2,-1.02257321069127,0.784069695084007,0.232263184639189,4.95604395604395,1,-118.95656912222_45.0490120120767,NA,BC,45,110,103,569,707,1179,Y,N,562,467,639,678,701,639,694,694,668,686,253,422,504,411,437,390,391,440,471,491,499,455,474,490,642.8,337.5,433,-68.3966140893778,504,NA,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,455.9082403699722,7.89971071690836,13.664037158607796,0.5583439469337463
-118.963112553,45.054521163,522.3,-64,0.608793108935423,1.0967081698789,0.563996889702121,13.1758241758242,2,-118.963112553_45.054521163,BCN10,BC,55,110,56,569,707,920,Y,N,528,425,613,622,653,586,620,548,618,650,279,430,534,569,466,490,495,475,604,562,598,630,643,590,586.3,354.5,371,19.1009030327759,643,2,1,450.493418887503,1.17088333090003,15.2964895453453,1.4091898477721,14.6280954951113,8.23368643812269,445.59732121934906,8.378722454638424,14.6123056440589,0.5033750534057617
